frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,3.379239320755005,-4.718701362609863,-236.8583526611328,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524143785238266,0.5434782608695653,0.3,120,126,wall,1,1,1,1,1,0
4,3.5565550327301025,-5.226893901824951,-511.82318115234375,-0.217181995511055,0.9635087251663208,0.05163466930389404,42,0,83,0.007378234062343836,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
8,0.7086116075515747,-0.2074918895959854,-354.7647705078125,-0.009375243447721004,0.2051788568496704,0.0022164583206176758,95,0,30,0.011019079945981503,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
12,2.991093873977661,-3.6969597339630127,-423.1497802734375,-0.009259586222469807,0.18442092835903168,0.020417749881744385,66,0,63,0.013059772551059723,0.5376344086021506,0.3,120,129,wall,1,1,1,1,1,0
16,2.0355775356292725,-1.7122212648391724,-412.8291320800781,-0.007664042990654707,0.16071315109729767,0.02171313762664795,65,0,61,0.024708189070224762,0.5434782608695653,0.3,120,126,wall,1,1,1,1,1,0
20,5.052445888519287,-10.548433303833008,-491.60247802734375,-0.38642629981040955,1.3184067010879517,0.006270170211791992,53,0,72,0.07398147135972977,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
24,1.253493309020996,-0.6492749452590942,-400.4207458496094,-0.009456582367420197,0.1733354926109314,0.02609729766845703,62,0,62,0.06337068974971771,0.5474452554744526,0.3,120,124,wall,1,1,1,1,1,0
28,1.3495736122131348,-0.7526234984397888,-383.4049072265625,-0.0085954200476408,0.14074303209781647,0.032053232192993164,66,0,59,0.046470560133457184,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
32,1.2988394498825073,-0.6971007585525513,-520.7501220703125,-0.04194747656583786,0.42706412076950073,0.01863729953765869,59,3,65,0.029971091076731682,0.5415162454873647,0.3,120,127,wall,1,1,1,1,1,0
36,3.4489777088165283,-4.915473461151123,-695.6941528320312,-0.05704180896282196,0.5066384077072144,0.0005547404289245605,48,11,101,0.06415648013353348,0.48387096774193555,0.3,120,160,wall,1,1,1,1,1,0
40,1.5077002048492432,-0.9393222332000732,-958.6705932617188,-0.06264115124940872,0.5309270620346069,0.00029844045639038086,65,33,58,0.029475338757038116,0.49019607843137253,0.3,120,156,wall,1,1,1,1,1,0
44,1.1755409240722656,-0.5710315704345703,-401.4607849121094,-0.016501907259225845,0.12422753125429153,0.05659288167953491,67,2,62,0.03155911713838577,0.5338078291814947,0.3,120,131,wall,1,1,1,1,1,0
48,4.0428571701049805,-6.754005432128906,-254.0589599609375,-0.025060303509235382,0.33568158745765686,0.0022042393684387207,110,0,20,0.03419576585292816,0.5357142857142857,0.3,120,130,wall,1,1,1,1,1,0
52,2.6862363815307617,-2.981762647628784,-548.4452514648438,-0.03480049595236778,0.3849111497402191,0.02144336700439453,92,9,35,0.05181568115949631,0.5244755244755245,0.3,120,136,wall,1,1,1,1,1,0
56,2.875555992126465,-3.4168686866760254,-532.1808471679688,-0.0017774938605725765,0.0712999701499939,0.012597918510437012,106,0,33,0.032779350876808167,0.5190311418685121,0.3,120,139,wall,1,1,1,1,1,0
60,3.504885673522949,-5.076125144958496,-326.3758239746094,-0.14507073163986206,0.807677686214447,0.0050855278968811035,101,7,28,0.1306462585926056,0.5244755244755245,0.3,120,136,wall,1,1,1,1,1,0
64,4.09252405166626,-6.920971870422363,-440.2569885253906,-0.07094410061836243,0.548565149307251,0.03158605098724365,102,3,34,0.05280512198805809,0.5190311418685121,0.3,120,139,wall,1,1,1,1,1,0
68,3.5456161499023438,-5.194790840148926,-338.47698974609375,-0.11561253666877747,0.7173471450805664,0.01756906509399414,104,6,25,0.0480412058532238,0.5263157894736842,0.3,120,135,wall,1,1,1,1,1,0
72,0.49334704875946045,-0.10057491064071655,-441.2597351074219,-0.02854670025408268,0.16355328261852264,0.07441484928131104,105,7,20,0.04361780360341072,0.5319148936170213,0.3,120,132,wall,1,1,1,1,1,0
76,1.076786756515503,-0.4791196882724762,-438.45947265625,-0.060281846672296524,0.48748886585235596,0.04278528690338135,98,8,29,0.03747623413801193,0.5263157894736842,0.3,120,135,wall,1,1,1,1,1,0
80,2.884822368621826,-3.438925266265869,-427.707763671875,-0.09431815147399902,0.6063680052757263,0.05558502674102783,93,5,34,0.0428914874792099,0.5319148936170213,0.3,120,132,wall,1,1,1,1,1,0
84,2.7036678791046143,-3.0205867290496826,-364.37969970703125,-0.3394608199596405,1.2315971851348877,0.024183452129364014,96,1,39,0.038003165274858475,0.5244755244755245,0.3,120,136,wall,1,1,1,1,1,0
88,2.396986722946167,-2.374192237854004,-252.33407592773438,-0.340986430644989,1.2387222051620483,0.0005827546119689941,85,0,42,0.03973511978983879,0.5415162454873647,0.3,120,127,wall,1,1,1,1,1,0
92,1.7357738018035889,-1.2450042963027954,-428.57977294921875,-0.005200014915317297,0.07244203984737396,0.031437039375305176,103,6,17,0.046850576996803284,0.5434782608695653,0.3,120,126,wall,1,1,1,1,1,0
96,1.3831731081008911,-0.7905651926994324,-493.9543762207031,-0.0023601322900503874,0.048348318785429,0.021235942840576172,91,0,47,0.053081903606653214,0.5208333333333334,0.3,120,138,wall,1,1,1,1,1,0
100,4.328744888305664,-7.742987632751465,-638.3062744140625,-0.25623613595962524,1.0737301111221313,0.003007173538208008,91,19,37,0.03538648411631584,0.5050505050505051,0.3,120,147,wall,1,1,1,1,1,0
104,0.3869265913963318,-0.06186453625559807,-309.4460754394531,-0.043637216091156006,0.20027917623519897,0.0922347903251648,113,0,22,0.05786669999361038,0.5263157894736842,0.3,120,135,wall,1,1,1,1,1,0
108,3.4557385444641113,-4.9347639083862305,-326.7801513671875,-0.13043658435344696,0.2467082142829895,0.16924303770065308,119,0,13,0.021302232518792152,0.5319148936170213,0.3,120,132,wall,1,1,1,1,1,0
112,3.554183006286621,-5.219923973083496,-265.9817199707031,-0.7963067293167114,1.7503700256347656,0.16819190979003906,76,0,44,0.012093235738575459,0.5555555555555556,0.3,120,120,wall,1,1,1,1,1,0
116,1.4030424356460571,-0.813441276550293,-202.94349670410156,-0.21454404294490814,0.03135162591934204,0.22915011644363403,119,0,2,0.018162943422794342,0.5535055350553506,0.3,120,121,wall,1,1,1,1,1,0
120,2.0649943351745605,-1.7620667219161987,-287.6693115234375,-1.1269348859786987,2.0713837146759033,0.2061505913734436,69,0,51,0.007839693687856197,0.5555555555555556,0.3,120,120,wall,1,1,1,1,1,0
124,4.0882439613342285,-6.906503677368164,-295.9806823730469,-0.39233049750328064,1.3287162780761719,0.00013333559036254883,75,0,50,0.017628073692321777,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
128,1.2482049465179443,-0.6438080668449402,-267.00341796875,-0.37400364875793457,0.9494695067405701,0.20627564191818237,100,1,35,0.05040496587753296,0.5244755244755245,0.3,120,136,wall,1,1,1,1,1,0
132,0.7834198474884033,-0.25361430644989014,-156.4668426513672,-0.21379590034484863,0.6821828484535217,0.16444754600524902,107,0,18,0.015622355043888092,0.5454545454545454,0.3,120,125,wall,1,1,1,1,1,0
136,0.33375799655914307,-0.046030741184949875,-255.5740203857422,-0.17189615964889526,0.8791992664337158,0.0054288506507873535,129,5,13,0.01639113388955593,0.5050505050505051,0.3,120,147,wall,1,1,1,1,1,0
140,3.3226025104522705,-4.561853885650635,-576.6004028320312,-0.3468904197216034,1.2490296363830566,0.007122695446014404,60,9,72,0.009305447340011597,0.5154639175257733,0.3,120,141,wall,1,1,1,1,1,0
144,2.4936327934265137,-2.5695059299468994,-715.6262817382812,-0.31586775183677673,1.188733458518982,0.021280348300933838,64,2,80,0.008329362608492374,0.5067567567567568,0.3,120,146,wall,1,1,1,1,1,0
148,3.1408867835998535,-4.076516151428223,-393.66192626953125,-0.006376530043780804,0.16252776980400085,0.011139333248138428,118,5,12,0.009485001675784588,0.5263157894736842,0.3,120,135,wall,1,1,1,1,1,0
152,3.1513876914978027,-4.103819847106934,-257.5335693359375,-0.021393612027168274,0.3098129332065582,0.003954291343688965,120,0,12,0.013235922902822495,0.5319148936170213,0.3,120,132,wall,1,1,1,1,1,0
156,2.302086591720581,-2.189918279647827,-141.38783264160156,-0.3568289875984192,1.1907192468643188,0.10114890336990356,110,0,10,0.01567934639751911,0.5555555555555556,0.3,120,120,wall,1,1,1,1,1,0
160,4.178571701049805,-7.215065956115723,-607.6231689453125,-0.27511751651763916,1.0438679456710815,0.08987683057785034,39,0,87,0.008793479762971401,0.5434782608695653,0.3,120,126,wall,1,1,1,1,1,0
164,1.4907011985778809,-0.9182603359222412,-585.1649780273438,-0.05306975170969963,0.48856860399246216,0.0024977922439575195,62,6,66,0.010674976743757725,0.528169014084507,0.3,120,134,wall,1,1,1,1,1,0
168,6.2462944984436035,-16.122392654418945,-437.34954833984375,-0.09086389094591141,0.6385316848754883,0.007963418960571289,55,1,72,0.008745555765926838,0.539568345323741,0.3,120,128,wall,1,1,1,1,1,0
172,1.600977897644043,-1.0591446161270142,-476.3125,-0.24413684010505676,1.0481470823287964,0.000437319278717041,56,4,75,0.0069979410618543625,0.5263157894736842,0.3,120,135,wall,1,1,1,1,1,0
176,3.63187575340271,-5.450628280639648,-700.9393920898438,-0.12610717117786407,0.7532978653907776,0.0011579394340515137,53,15,80,0.007895490154623985,0.5033557046979865,0.3,120,148,wall,1,1,1,1,1,0
180,3.3754160404205322,-4.7080302238464355,-464.69921875,-0.20646005868911743,0.9629727602005005,0.009771406650543213,66,6,68,0.009288658387959003,0.5172413793103449,0.3,120,140,wall,1,1,1,1,1,0
184,1.1164041757583618,-0.5150240659713745,-549.5440063476562,-0.1501622498035431,0.81585294008255,0.023466050624847412,66,9,74,0.011032343842089176,0.5016722408026756,0.3,120,149,wall,1,1,1,1,1,0
188,1.549538493156433,-0.9921774864196777,-420.5079345703125,-0.10155196487903595,0.6759301424026489,0.0023598670959472656,131,12,7,0.020364364609122276,0.5,0.3,120,150,wall,1,1,1,1,1,0
192,5.104383945465088,-10.76641845703125,-498.17327880859375,-0.027271989732980728,0.20509418845176697,0.0662684440612793,120,11,19,0.010469787754118443,0.5,0.3,120,150,wall,1,1,1,1,1,0
196,2.512441396713257,-2.6084136962890625,-328.9651184082031,-0.23020854592323303,1.0158950090408325,0.014563918113708496,72,0,62,0.008251708932220936,0.528169014084507,0.3,120,134,wall,1,1,1,1,1,0
200,1.1896039247512817,-0.5847758054733276,-132.06887817382812,-0.15850324928760529,0.8445343971252441,0.0011965036392211914,127,0,6,0.01104370504617691,0.5300353356890459,0.3,120,133,wall,1,1,1,1,1,0
204,1.705896258354187,-1.2025132179260254,-195.98570251464844,-0.124016173183918,0.7470426559448242,4.172325134277344e-05,131,2,3,0.012140239588916302,0.5244755244755245,0.3,120,136,wall,1,1,1,1,1,0
208,2.9625401496887207,-3.6267120838165283,-367.90692138671875,-0.3581541180610657,1.2686729431152344,0.010850608348846436,61,0,73,0.01355179212987423,0.528169014084507,0.3,120,134,wall,1,1,1,1,1,0
212,3.1791932582855225,-4.176557540893555,-242.9020233154297,-0.05970236286520958,0.5181891918182373,0.002766728401184082,133,0,4,0.010753621347248554,0.5226480836236934,0.3,120,137,wall,1,1,1,1,1,0
216,1.0884572267532349,-0.4895615875720978,-352.8141174316406,-0.19348791241645813,0.9331107139587402,1.430511474609375e-06,57,0,63,0.008508991450071335,0.5555555555555556,0.3,120,120,wall,1,1,1,1,1,0
220,0.6034716963768005,-0.1504868119955063,-290.6068420410156,-0.00734956469386816,0.10052501410245895,0.03536194562911987,110,0,10,0.006948576774448156,0.5555555555555556,0.3,120,120,wall,1,1,1,1,1,0
224,1.517578125,-0.95167076587677,-355.4552001953125,-0.3028534948825836,0.19391894340515137,0.26861077547073364,111,0,16,0.009644807316362858,0.5415162454873647,0.3,120,127,wall,1,1,1,1,1,0
228,0.14914046227931976,-0.009191270917654037,-482.73553466796875,-0.01435491256415844,0.2540113925933838,0.0020249485969543457,117,0,13,0.010491600260138512,0.5357142857142857,0.3,120,130,wall,1,1,1,1,1,0
