traversal,variant,seed,run_name,est_tum,eval_est_tum,gt_tum,start_pose_anchor,ape_raw_rmse,ape_align_rmse,rpe_2m_align_rmse,rpe_5m_align_rmse,rpe_10m_align_rmse,cross_track_mean,cross_track_median,cross_track_max,row_correct_fraction,row_switch_events,wrong_row_duration_sec,wrong_row_distance_m,max_wrong_row_duration_sec,max_wrong_row_distance_m,mean_recovery_distance_m,failure_rate,xt_below_0p25_fraction,xt_below_0p5_fraction,xt_below_1p0_fraction,headland_cross_track_mean,headland_cross_track_median,headland_cross_track_max,headland_row_correct_fraction,headland_row_switch_events,headland_wrong_row_duration_sec,headland_wrong_row_distance_m,headland_max_wrong_row_duration_sec,headland_max_wrong_row_distance_m,headland_mean_recovery_distance_m,headland_failure_rate,headland_xt_below_0p25_fraction,headland_xt_below_0p5_fraction,headland_xt_below_1p0_fraction,inrow_cross_track_mean,inrow_cross_track_median,inrow_cross_track_max,inrow_row_correct_fraction,inrow_row_switch_events,inrow_wrong_row_duration_sec,inrow_wrong_row_distance_m,inrow_max_wrong_row_duration_sec,inrow_max_wrong_row_distance_m,inrow_mean_recovery_distance_m,inrow_failure_rate,inrow_xt_below_0p25_fraction,inrow_xt_below_0p5_fraction,inrow_xt_below_1p0_fraction,speed_mean,accel_rms,jerk_rms,heading_rate_rms,heading_accel_rms,stage,candidate_id,candidate_description,run_dir,duration_sec,log_path,frame_count,gnss_innovation_median,gnss_innovation_max,gnss_robust_scale_median,ess_median,ess_min,ess_min_first_50,max_weight_median,max_weight_max,correct_hits_mean,incorrect_hits_mean,no_hits_mean,semantic_hit_ratio_mean,smoother_status_last,pose_backend_used,row_switch_count,row_hypothesis_entropy_mean,row_hypothesis_gap_median,dominant_row_hypothesis_id,dominant_row_hypothesis_fraction,gnss_row_switch_corr,ess_row_switch_corr,max_weight_row_switch_corr,gnss_row_gate_scale_median,stats_csv
rh_run1,baseline_alpha_huber3_cap50,11,full_rh_run1_baseline_alpha_huber3_cap50_seed_11,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11/gps_pose.tum,0,1.0287778099489964,0.9798117261097863,3.3473574522514666,7.003915750501806,12.196468121746568,1.3111198737970182,1.1862586683483798,3.6067896798262242,0.7543859649122807,34,392,75.57632812047851,36,8.600672511331492,2.222833180014074,0.24561403508771928,0.06015037593984962,0.11278195488721804,0.3634085213032581,1.561990006790112,1.3348840286699701,3.6067896798262242,0.8088235294117647,17,156,29.295992939985787,20,5.2510864363464185,1.723293702352105,0.19117647058823528,0.00980392156862745,0.04411764705882353,0.2647058823529412,1.0486711192811662,1.0769305037541377,3.3578943618823316,0.6974358974358974,20,236,46.280335180492735,32,5.568876781993294,2.3140167590246365,0.30256410256410254,0.11282051282051282,0.18461538461538463,0.4666666666666667,0.17247566047048465,0.03244831073874628,0.013242104444064219,0.13582573482714744,0.04677122667425049,full,baseline_alpha_huber3_cap50,"Frozen reference baseline: alpha smoother, Huber GNSS threshold 3.0, semantic cap 50.",results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11,39.48661208152771,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11/spf_lidar.log,399,2.4992072582244873,7.535393953323364,1.0,158.03097970282982,14.250407392208535,14.250407392208535,0.015709159895777702,0.172860786318779,71.35839598997494,8.355889724310776,36.578947368421055,0.5939381355998421,alpha,alpha,127,0.7175284556412275,0.6030433177947998,row_10,0.20050125313283207,0.10300638955636443,0.15466224023109243,-0.11436262127417215,1.0,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_11/stats.csv
rh_run1,baseline_alpha_huber3_cap50,22,full_rh_run1_baseline_alpha_huber3_cap50_seed_22,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22/gps_pose.tum,0,1.1699605835493467,1.1296187905022776,3.2970422385885354,6.656088691406744,11.978094563640338,1.2745275964280967,1.1060901269996062,4.195670394378815,0.7192982456140351,33,448,82.01995987688694,76,14.498576711861094,2.4854533296026347,0.2807017543859649,0.06015037593984962,0.15538847117794485,0.43609022556390975,1.5885811066871602,1.284220932800924,4.195670394378815,0.696078431372549,20,248,43.53001657942465,80,15.992253268241738,2.1765008289712324,0.30392156862745096,0.024509803921568627,0.11764705882352941,0.3627450980392157,0.9459793087724605,0.9927836530837562,2.142982764566153,0.7435897435897436,17,200,38.4899432974623,80,14.595114572672053,2.264114311615429,0.2564102564102564,0.09743589743589744,0.19487179487179487,0.5128205128205128,0.17696815257635046,0.03279126131736001,0.0133883838515053,0.16266214731651893,0.06206781957400097,full,baseline_alpha_huber3_cap50,"Frozen reference baseline: alpha smoother, Huber GNSS threshold 3.0, semantic cap 50.",results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22,39.266053915023804,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22/spf_lidar.log,399,2.764920711517334,8.517046928405762,1.0,160.87422014808237,8.858284504866521,8.858284504866521,0.015389527194201946,0.19535094499588013,74.48370927318295,7.862155388471178,33.94736842105263,0.6227782997624572,alpha,alpha,153,0.7300872530617087,0.5300960540771484,row_10,0.18045112781954886,0.1346165538261525,0.09048799833095587,-0.06056614722831473,1.0,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_22/stats.csv
rh_run1,baseline_alpha_huber3_cap50,33,full_rh_run1_baseline_alpha_huber3_cap50_seed_33,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33/gps_pose.tum,0,0.8317419462096273,0.8003016105973965,3.470681181795142,7.298472056306942,12.368883977255333,1.3595294245670346,1.2404109830794423,4.193769013123532,0.7368421052631579,41,420,78.48187549112957,36,6.693022891368049,1.9141920851495018,0.2631578947368421,0.02756892230576441,0.07017543859649122,0.2706766917293233,1.587491626108486,1.3803444175496167,4.193769013123532,0.7401960784313726,25,212,40.71899539182253,20,6.296857055667867,1.6287598156729013,0.25980392156862747,0.014705882352941176,0.029411764705882353,0.1715686274509804,1.1210458906467473,1.1575277066513414,2.6277496375955702,0.7333333333333333,20,208,37.76288009930704,32,5.535379517208328,1.888144004965352,0.26666666666666666,0.041025641025641026,0.11282051282051282,0.37435897435897436,0.17076779181717855,0.03147393775432004,0.012800259111306783,0.12298422652170979,0.0412536239154245,full,baseline_alpha_huber3_cap50,"Frozen reference baseline: alpha smoother, Huber GNSS threshold 3.0, semantic cap 50.",results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33,39.449870586395264,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33/spf_lidar.log,399,2.4076077938079834,7.823798418045044,1.0,155.51804394561458,20.63242164757323,20.63242164757323,0.01597357913851738,0.17616070806980133,70.7468671679198,8.147869674185463,37.3984962406015,0.5895461769883318,alpha,alpha,144,0.6928878380834014,0.5860296785831451,row_10,0.19799498746867167,0.06636525363106556,0.21994698259915804,-0.16618188337038867,1.0,results/localization_improvement_row_identity/full/rh_run1/baseline_alpha_huber3_cap50/seed_33/stats.csv
rh_run1,row_mixture,11,full_rh_run1_row_mixture_seed_11,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11/gps_pose.tum,0,1.2257194206664113,1.1870504997821894,3.3953403167007146,7.088176757916066,12.401144241610345,1.3240819327792828,1.115390010494556,3.992166830051915,0.731829573934837,28,428,82.56580820001214,72,11.425186097167508,2.948778864286148,0.2681704260651629,0.045112781954887216,0.09273182957393483,0.40100250626566414,1.6249487475748043,1.487803339731871,3.7360129474630974,0.7352941176470589,14,216,39.77729107854115,36,7.608722496429331,2.8412350770386534,0.2647058823529412,0.03431372549019608,0.06862745098039216,0.24509803921568626,1.0093289573008908,0.9611038735909232,3.992166830051915,0.7282051282051282,16,212,42.78851712147099,40,6.712116457351806,2.674282320091937,0.2717948717948718,0.05641025641025641,0.11794871794871795,0.5641025641025641,0.1729358407103167,0.03248958720765082,0.013234496526494862,0.1459553069613099,0.04560062016876387,full,row_mixture,Baseline plus top-k row-mixture corridor likelihood.,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11,38.82723140716553,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11/spf_lidar.log,399,2.643048405647278,7.9799792766571045,1.0,82.37060907338844,13.236018159321844,17.759968945050655,0.02541244402527809,0.15097126364707947,74.10776942355889,8.431077694235588,33.75438596491228,0.6196160280773507,alpha,alpha,127,0.7517549968132989,0.38321004807949066,row_10,0.16541353383458646,0.044761340923070804,-0.029142407788031302,0.018390852979717202,1.0,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_11/stats.csv
rh_run1,row_mixture,22,full_rh_run1_row_mixture_seed_22,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22/gps_pose.tum,0,1.364337003295795,1.3079114710654387,3.333534200688037,6.863671038314872,12.173170514700859,1.4620645991417056,1.325453764461757,4.411998232847291,0.6040100250626567,34,632,107.5489195808707,84,11.624915912443498,3.1632035170844324,0.39598997493734334,0.07268170426065163,0.09774436090225563,0.3333333333333333,1.64587098733336,1.6323215980517634,4.411998232847291,0.6470588235294118,20,288,54.58417702224045,76,13.032507046880637,2.7292088511120225,0.35294117647058826,0.10784313725490197,0.1323529411764706,0.3235294117647059,1.26977483918736,1.2227283453141855,4.205660679024951,0.558974358974359,16,344,52.96474255863024,116,13.846896254204015,3.31029640991439,0.441025641025641,0.035897435897435895,0.06153846153846154,0.3435897435897436,0.17609183977049944,0.03268372484586971,0.013208270251699352,0.1361909322113388,0.047371540573209574,full,row_mixture,Baseline plus top-k row-mixture corridor likelihood.,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22,39.703956604003906,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22/spf_lidar.log,399,2.881319522857666,7.904346466064453,1.0,127.13890706016522,18.846306412954753,22.36656719718891,0.0201844684779644,0.13377323746681213,76.74937343358395,7.776942355889724,31.76691729323308,0.6420701550024823,alpha,alpha,141,0.7464401718679383,0.45697806775569916,row_9,0.15037593984962405,0.17153680809287772,0.012967442724337974,0.04125157094176519,1.0,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_22/stats.csv
rh_run1,row_mixture,33,full_rh_run1_row_mixture_seed_33,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33/gps_pose.tum,0,0.8856301506060499,0.8585819436558203,3.4602507097716804,6.978134607129339,12.360607384553923,1.3664588510649989,1.2224903360858401,3.857240670596888,0.7744360902255639,34,360,67.3068275112508,52,7.02813776972909,1.9796125738603176,0.22556390977443608,0.02506265664160401,0.05263157894736842,0.2531328320802005,1.5448093596286634,1.3301388238314416,3.857240670596888,0.7794117647058824,19,180,35.970807192604525,28,6.296857055667867,1.8932003785581328,0.22058823529411764,0.0392156862745098,0.06862745098039216,0.20588235294117646,1.1798767805676267,1.1472467956371444,2.660736105726527,0.7692307692307693,17,180,31.33602031864627,48,6.138258555995159,1.8432953128615452,0.23076923076923078,0.010256410256410256,0.035897435897435895,0.30256410256410254,0.1688962536254809,0.0319523861402595,0.013015029396480953,0.13513538347741433,0.049423225954160814,full,row_mixture,Baseline plus top-k row-mixture corridor likelihood.,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33,39.93744945526123,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33/spf_lidar.log,399,2.4268381595611572,8.051255226135254,1.0,102.05579790076528,17.186094863471137,17.508570843943364,0.023867232725024223,0.14196492731571198,71.97493734335839,8.31328320802005,36.00501253132832,0.6022019091126466,alpha,alpha,146,0.7091862142749787,0.41866452991962433,row_10,0.18546365914786966,0.03080062361590675,0.07124641904544925,-0.055254031928956254,1.0,results/localization_improvement_row_identity/full/rh_run1/row_mixture/seed_33/stats.csv
rh_run1,delayed_correction,11,full_rh_run1_delayed_correction_seed_11,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11/gps_pose.tum,0,0.8999484006247362,0.8955110872257876,3.1969665886988934,6.454508082072449,11.778545593105749,1.2445118953465855,1.0691089723824434,3.8345496544253,0.7218045112781954,38,444,86.74959712354209,44,7.648773954026135,2.282884134830055,0.2781954887218045,0.02506265664160401,0.08270676691729323,0.43859649122807015,1.4226038895741635,1.326487732537184,3.8345496544253,0.7058823529411765,24,240,43.34430324001477,28,7.9951183395390855,1.8060126350006154,0.29411764705882354,0.024509803921568627,0.0784313725490196,0.36764705882352944,1.0582002706161966,0.9923093900711525,2.5704967878727247,0.7384615384615385,18,204,43.40529388352731,44,5.4587804801216455,2.411405215751517,0.26153846153846155,0.02564102564102564,0.08717948717948718,0.5128205128205128,0.1773611779729433,0.03349010081711885,0.013986675363611631,0.19684708791830152,0.08007031882590289,full,delayed_correction,Baseline plus lightweight delayed row-identity correction.,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11,39.22348713874817,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11/spf_lidar.log,399,2.5737708806991577,6.939142227172852,1.0,152.52060979802678,8.110838323125375,8.110838323125375,0.016178332269191742,0.26355186104774475,70.50125313283208,8.303258145363408,37.48872180451128,0.5875363530454885,alpha,alpha,126,0.6873016158476221,0.6591701507568359,row_10,0.20802005012531327,0.14290266558255527,0.14102296111457227,-0.07172018409405613,1.0,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_11/stats.csv
rh_run1,delayed_correction,22,full_rh_run1_delayed_correction_seed_22,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22/gps_pose.tum,0,1.0262138080431664,0.9646978215211951,3.281866195025616,6.663404730795049,11.73268066031099,1.2951820809765546,1.125207810456493,4.001319924962006,0.6892230576441103,40,496,80.81042193573872,68,11.495291804299569,2.020260548393468,0.3107769423558897,0.02506265664160401,0.07518796992481203,0.41604010025062654,1.4960195437404842,1.2638349492353096,4.001319924962006,0.6666666666666666,22,272,47.52267603983484,76,13.032507046880637,2.160121638174311,0.3333333333333333,0.029411764705882353,0.0784313725490196,0.3872549019607843,1.0850751968542898,1.0800850790827115,2.725516135140596,0.7128205128205128,20,224,33.28774589590389,48,6.138258555995159,1.6643872947951945,0.28717948717948716,0.020512820512820513,0.07179487179487179,0.4461538461538462,0.175235549802263,0.0317941977471728,0.013071361351245328,0.19980798015199702,0.08298198502027582,full,delayed_correction,Baseline plus lightweight delayed row-identity correction.,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22,39.687052965164185,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22/spf_lidar.log,399,2.7891764640808105,7.616433143615723,1.0,164.08061398019058,28.04414122329363,30.2241339886411,0.015480064786970615,0.15373216569423676,72.66666666666667,8.340852130325814,35.285714285714285,0.6074473895134874,alpha,alpha,141,0.6956291291246399,0.7011698558926582,row_10,0.20050125313283207,0.1553906474416545,0.09645293547864893,-0.007993551674954056,1.0,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_22/stats.csv
rh_run1,delayed_correction,33,full_rh_run1_delayed_correction_seed_33,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33/gps_pose.tum,0,0.9420315097474601,0.8805799304421049,3.333400883940976,6.811820663639187,12.450579569560833,1.2958001182116954,1.1681068141396689,3.667735172507313,0.731829573934837,46,428,85.73286902255163,52,7.02813776972909,1.8637580222293832,0.2681704260651629,0.017543859649122806,0.06516290726817042,0.38345864661654133,1.4915246700886695,1.3929320550290938,3.667735172507313,0.7352941176470589,26,216,47.66779194876601,20,6.663483413401669,1.8333766134140772,0.2647058823529412,0.00980392156862745,0.029411764705882353,0.28431372549019607,1.091042125478861,1.0098782159496305,2.5171628228115117,0.7282051282051282,23,212,38.065077073785645,48,6.138258555995159,1.6550033510341584,0.2717948717948718,0.02564102564102564,0.10256410256410256,0.48717948717948717,0.17924648359253614,0.031506714906745094,0.012970776286711262,0.21850208448028052,0.08979394655547404,full,delayed_correction,Baseline plus lightweight delayed row-identity correction.,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33,39.70183444023132,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33/spf_lidar.log,399,2.4119486808776855,8.130850315093994,1.0,156.92857397819515,15.598653841835379,15.598653841835379,0.016375772655010223,0.22892625629901886,71.52631578947368,7.543859649122807,37.22305764411028,0.5961079338956873,alpha,alpha,143,0.6913698449528538,0.6015979796648026,row_10,0.20050125313283207,0.10262176418759998,0.16654663396726194,-0.09730462329997662,1.0,results/localization_improvement_row_identity/full/rh_run1/delayed_correction/seed_33/stats.csv
rh_run1,row_mixture_delayed,11,full_rh_run1_row_mixture_delayed_seed_11,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11/trajectory_0.5.tum,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11/gps_pose.tum,0,1.1731514380985106,1.1162595689716595,3.183272374781174,6.725400752622195,11.817005352503077,1.1959519098515394,1.1109717230366272,3.6348015043198876,0.7192982456140351,40,448,85.41649370586725,80,12.048204007589751,2.1354123426466813,0.2807017543859649,0.047619047619047616,0.14786967418546365,0.42105263157894735,1.4479496932448075,1.3367427524590874,3.6348015043198876,0.7156862745098039,24,232,42.23471063864501,44,5.71300625824918,1.759779609943542,0.28431372549019607,0.03431372549019608,0.07352941176470588,0.27941176470588236,0.9323234595324279,0.8893864621583332,2.9245050810911692,0.7230769230769231,19,216,43.18178306722225,40,6.712116457351806,2.2727254245906447,0.27692307692307694,0.06153846153846154,0.22564102564102564,0.5692307692307692,0.17516766227083627,0.03313394019794461,0.013746479973387932,0.2204019101172538,0.08815733288333946,full,row_mixture_delayed,Baseline plus row-mixture likelihood and delayed correction.,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11,39.592849254608154,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11/spf_lidar.log,399,2.547090530395508,7.4475061893463135,1.0,76.44191779511654,4.296517680550672,4.296517680550672,0.02657475881278515,0.3482917249202728,74.74937343358395,7.614035087719298,33.92982456140351,0.6241934707991307,alpha,alpha,154,0.7576679502734016,0.4142141342163086,row_10,0.17293233082706766,0.027435309335180985,-0.08884770887075948,0.037229112620498585,1.0,results/localization_improvement_row_identity/full/rh_run1/row_mixture_delayed/seed_11/stats.csv
