method_key,ape_raw_rmse,ape_umey_rmse,ape_umey_scale_rmse,rpe_2m_rmse,rpe_5m_rmse,rpe_10m_rmse,cross_track_mean,cross_track_median,cross_track_max,row_correct_fraction,row_switch_events
amcl,1.9617348073402303,1.3002828158830904,1.2194699841683208,4.755173217057186,5.5174434903395335,1.5986632873593132,1.2904598662050975,0.8420255905681723,4.299306784729417,0.6234413965087282,28
ngps,3.0206277009696114,2.9945589291398793,2.84327586088202,3.675818287546627,4.260481969219651,4.107961258953123,1.8547771289963546,1.6737339707875427,10.155880989574124,0.6215538847117794,70
spf,1.5855750876013819,1.521184801781577,1.5200334286040214,3.1472796342834664,6.272505073397026,10.8829714590854,1.5406509351395175,1.444230406530657,4.2584709433113055,0.606516290726817,38
spfpp,1.1204761404321024,1.0252578224888738,0.9960581360026549,3.386901288060034,6.926534819232473,12.444102402943248,1.2360553268627164,1.1373803311526696,3.8466351301200734,0.7167919799498746,30
rtab_rgb,63.059592963932886,6.761443559619296,3.4022606407525977,1.1955097084696604,2.352360680217733,4.569660372165993,5.807971149379011,5.560235627816765,19.09631332898004,0.3660477453580902,15
rtab_rgbd,63.96629817407574,6.81010318316702,3.417879714375308,4.058284966733027,8.2547778219374,4.808407076715303,5.834357972859172,5.513290797647063,19.034396244103515,0.3684210526315789,14
