method,n_runs,runtime_sec_mean,runtime_sec_std,ape_raw_rmse_mean,ape_raw_rmse_std,ape_raw_rmse_median,ape_align_rmse_mean,ape_align_rmse_std,ape_align_rmse_median,rpe_2m_align_rmse_mean,rpe_2m_align_rmse_std,rpe_2m_align_rmse_median,rpe_5m_align_rmse_mean,rpe_5m_align_rmse_std,rpe_5m_align_rmse_median,rpe_10m_align_rmse_mean,rpe_10m_align_rmse_std,rpe_10m_align_rmse_median,cross_track_mean_mean,cross_track_mean_std,cross_track_mean_median,cross_track_median_mean,cross_track_median_std,cross_track_median_median,cross_track_max_mean,cross_track_max_std,cross_track_max_median,row_correct_fraction_mean,row_correct_fraction_std,row_correct_fraction_median,row_switch_events_mean,row_switch_events_std,row_switch_events_median,speed_mean_mean,speed_mean_std,speed_mean_median,accel_rms_mean,accel_rms_std,accel_rms_median,jerk_rms_mean,jerk_rms_std,jerk_rms_median,heading_rate_rms_mean,heading_rate_rms_std,heading_rate_rms_median,heading_accel_rms_mean,heading_accel_rms_std,heading_accel_rms_median
SLPF(ours),3,34.58637507756551,0.09461766556525569,1.237618645228774,0.041028260949342456,1.2150089774174346,1.11449520990726,0.05510185029110905,1.0785187300491623,3.3368689488851992,0.021508900503964788,3.334527557212785,6.815658026875411,0.0693061011886164,6.774863591838149,12.50468141977891,0.1130521461735514,12.434615253887651,1.4553333304052882,0.03313119706070179,1.444819822599235,1.311073883801613,0.07185273881722845,1.3107512971446933,4.346579146021241,0.05183656885811813,4.352326076962402,0.6683630195080577,0.02017875700317274,0.6743002544529262,28.0,3.265986323710904,28.0,0.1761763911433174,0.0005542423260346926,0.17610837382897407,0.03074072391841059,0.0005802662339730151,0.03041865658196431,0.01263006239035967,0.00013609509935942548,0.012560470979105204,0.15797050751683747,0.0068739924592126625,0.15529561749961285,0.05711040908805389,0.0025460984359104806,0.05812461083915495
AMCL+NoisyGPS,3,0.0,0.0,3.381133030031169,0.9061420347142004,4.00781853302005,1.9755874500004236,0.3070520762136453,2.189792589674118,2.7959830495382203,0.784362172379742,3.0467120374854737,3.42162248068338,0.9196500114894957,3.751592851972572,3.428292219953562,1.010134269674943,3.290421093267271,1.5117190187998608,0.10920702228694246,1.5806620149126107,1.7706829085506712,0.4303273051882327,2.058095416036067,6.378124099294738,1.1080456557843286,5.7150501913481,0.5542013047442157,0.049291509561306554,0.5230024213075061,26.666666666666668,1.247219128924647,27.0,0.6501678360174216,0.005595797625788946,0.6505821951380454,0.5142621153567546,0.1888746495026411,0.4104918184274469,1.3548026998240335,1.0233753160331907,0.7061921914360142,0.4215236628045093,0.07880464469565061,0.47078475970506173,0.875056443714942,0.4444421377503441,0.7493821738827848
Noisy GPS,3,0.0,0.0,3.161554385768967,0.21822444143577685,3.0096935518805608,3.088015152339166,0.23496143674100048,2.931852365489344,3.764739445029919,0.31655721221352856,3.5835404552313173,4.221574085632482,0.5479874602588198,3.9017476768816235,4.597032166799562,0.8136163849922384,4.210441702684102,1.9904808345288167,0.04432493413044288,2.0144715657803722,1.796257003458584,0.05517871732058829,1.762243232003458,36.98640472326108,26.828012604191926,24.51279850542881,0.5772249370650081,0.015476906424170156,0.5675255442025766,713.3333333333334,23.156472577277874,725.0,24.488343198716393,0.24281296030957059,24.419356900835844,354.7371477219455,4.871344127406129,358.07131544435225,8967.089095863825,160.818037059781,9064.078211327202,28.948278784463373,0.062218802566304195,28.936218507593498,596.1211925074585,7.835786483158811,596.1852677574149
AMCL,3,0.0,0.0,3.5003131899620463,0.9375319629058168,4.140705802073487,2.0434591609708384,0.3128207682088664,2.2548088377229867,2.778966122534658,0.7949750438960488,3.005236962796829,3.4292822282077586,0.9191806063902593,3.7554791499076927,3.4502860995933893,0.9848948223209645,3.2988954197731024,1.5514826856493489,0.11790230431047538,1.6271889403113937,1.861188925332496,0.4900179482688749,2.2022758910627958,7.013939851125016,1.1265966071338862,6.3878013775666656,0.5485378457251585,0.05157684599379815,0.5157384987893463,26.666666666666668,2.0548046676563256,27.0,0.6556672303518277,0.009436255167072567,0.6605033570195287,0.7804882815692586,0.3957385835853597,0.5291476020193977,2.1733299561886525,1.8297630428535083,0.9355391997772323,0.4483912417650539,0.09418602071387844,0.49237168019775257,0.9821220462246343,0.5299257778419457,0.8271120083383543
RTABMAP RGBD,3,0.0,0.0,87.16936778493756,0.008274588216215911,87.17521880237679,9.063014431132046,0.002194364631772598,9.061462781020525,1.812189461114027,4.440892098500626e-16,1.8121894611140275,3.4298412943395302,6.280369834735101e-16,3.42984129433953,6.363387246225723,1.538370149106851e-15,6.363387246225723,7.246539591473417,0.07798742557832103,7.19419284848084,6.727849749587179,0.04410866317742076,6.753961860766865,38.152171591245526,24.89691403353089,20.563272957810508,0.41509388176054846,0.0001973301297332578,0.4152334152334152,18.666666666666668,0.4714045207910317,19.0,0.6643445520505894,0.0897461365934682,0.6057893771182636,1.1414312298888964,1.487918992032095,0.14685143966456432,0.9085916507476042,1.1776482095825953,0.11509580932280118,0.33854673654111234,0.009483999040977456,0.3434874070281122,0.3560174100679385,0.004961144151856395,0.35838917998049113
RTABMAP RGB,3,0.0,0.0,85.94805909370355,0.18866149625692014,85.81465527035148,9.118252479094073,0.4101133839892708,8.828258524219896,1.625290082855645,0.008543096931064791,1.6313309646279348,2.484325353178187,3.6259732146947156e-16,2.4843253531781864,5.941015624029873,1.7007321910901718e-15,5.941015624029872,6.805975180499282,0.3139143777390823,6.654836596207861,6.259133528196609,0.3934433400547492,6.041388007133175,20.797829920709617,0.2525001998508741,20.931329744395203,0.3889032805034194,0.018798641950179176,0.3772609819121447,17.0,0.816496580927726,17.0,0.6105813957435241,0.01143428502449161,0.616107133145629,0.03465753695768789,0.0003342073120915837,0.034845613283237,0.0390092231483766,0.00037755566573552884,0.03922150071963709,0.2834529032249454,0.033152654952488245,0.27471985991454123,0.2631910153412174,0.07007830494565524,0.241052202037803
