# angle_min_rad,0.001592549
# angle_max_rad,6.281592758
# angle_increment_rad,0.005800000
# time_increment_s,0.000000000
# scan_time_s,0.033333302
# range_min_m,0.300000012
# range_max_m,50.000000000
beam_index,angle_rad,range_m,intensity
0,0.001592549,51.000000000,
1,0.007392549,51.000000000,
2,0.013192549,51.000000000,
3,0.018992548,51.000000000,
4,0.024792548,51.000000000,
5,0.030592548,15.364119530,
6,0.036392548,15.347617149,
7,0.042192548,15.375073433,
8,0.047992548,15.351530075,
9,0.053792548,15.453906059,
10,0.059592548,12.091094017,
11,0.065392548,15.413700104,
12,0.071192548,15.344419479,
13,0.076992548,15.369717598,
14,0.082792548,15.361007690,
15,0.088592548,15.295307159,
16,0.094392548,15.304544449,
17,0.100192547,11.456988335,
18,0.105992547,11.494148254,
19,0.111792547,11.472345352,
20,0.117592547,51.000000000,
21,0.123392547,51.000000000,
22,0.129192547,51.000000000,
23,0.134992547,11.614679337,
24,0.140792547,51.000000000,
25,0.146592547,51.000000000,
26,0.152392547,15.234804153,
27,0.158192547,15.270786285,
28,0.163992547,15.218801498,
29,0.169792547,15.217763901,
30,0.175592546,15.225697517,
31,0.181392546,51.000000000,
32,0.187192546,15.316384315,
33,0.192992546,51.000000000,
34,0.198792546,51.000000000,
35,0.204592546,15.183929443,
36,0.210392546,51.000000000,
37,0.216192546,15.485113144,
38,0.221992546,15.208235741,
39,0.227792546,15.172996521,
40,0.233592546,51.000000000,
41,0.239392546,51.000000000,
42,0.245192546,15.198060036,
43,0.250992546,15.265663147,
44,0.256792545,15.200348854,
45,0.262592545,15.267909050,
46,0.268392545,15.278496742,
47,0.274192545,15.204133034,
48,0.279992545,15.350571632,
49,0.285792545,51.000000000,
50,0.291592545,51.000000000,
51,0.297392545,15.316153526,
52,0.303192545,15.268673897,
53,0.308992545,51.000000000,
54,0.314792545,51.000000000,
55,0.320592545,15.314962387,
56,0.326392545,15.288393021,
57,0.332192544,11.373659134,
58,0.337992544,11.631597519,
59,0.343792544,11.663883209,
60,0.349592544,11.865881920,
61,0.355392544,11.877163887,
62,0.361192544,51.000000000,
63,0.366992544,12.018485069,
64,0.372792544,11.900918961,
65,0.378592544,51.000000000,
66,0.384392544,11.874404907,
67,0.390192544,11.832668304,
68,0.395992544,51.000000000,
69,0.401792544,51.000000000,
70,0.407592544,4.216588497,
