# angle_min_rad,0.001592549
# angle_max_rad,6.281592758
# angle_increment_rad,0.005800000
# time_increment_s,0.000000000
# scan_time_s,0.033333302
# range_min_m,0.300000012
# range_max_m,50.000000000
beam_index,angle_rad,range_m,intensity
0,0.001592549,51.000000000,
1,0.007392549,51.000000000,
2,0.013192549,51.000000000,
3,0.018992548,51.000000000,
4,0.024792548,51.000000000,
5,0.030592548,7.842748165,
6,0.036392548,7.795310020,
7,0.042192548,7.207432747,
8,0.047992548,7.166956425,
9,0.053792548,7.078577995,
10,0.059592548,51.000000000,
11,0.065392548,51.000000000,
12,0.071192548,5.749307156,
13,0.076992548,5.716748714,
14,0.082792548,5.708071709,
15,0.088592548,51.000000000,
16,0.094392548,51.000000000,
17,0.100192547,51.000000000,
18,0.105992547,51.000000000,
19,0.111792547,51.000000000,
20,0.117592547,51.000000000,
21,0.123392547,51.000000000,
22,0.129192547,51.000000000,
23,0.134992547,4.323626518,
24,0.140792547,4.145467758,
25,0.146592547,4.151419163,
26,0.152392547,4.147456169,
27,0.158192547,4.160292149,
28,0.163992547,4.178052902,
29,0.169792547,51.000000000,
30,0.175592546,51.000000000,
31,0.181392546,51.000000000,
32,0.187192546,51.000000000,
33,0.192992546,51.000000000,
34,0.198792546,51.000000000,
35,0.204592546,51.000000000,
36,0.210392546,51.000000000,
37,0.216192546,51.000000000,
38,0.221992546,51.000000000,
39,0.227792546,2.694713116,
40,0.233592546,51.000000000,
41,0.239392546,51.000000000,
42,0.245192546,2.987240553,
43,0.250992546,2.987374783,
44,0.256792545,2.379209518,
45,0.262592545,2.403199196,
46,0.268392545,2.403651237,
47,0.274192545,2.401186466,
48,0.279992545,2.730706692,
49,0.285792545,51.000000000,
50,0.291592545,7.662440777,
51,0.297392545,7.748726845,
52,0.303192545,7.738287926,
53,0.308992545,51.000000000,
54,0.314792545,7.495519161,
55,0.320592545,7.510061741,
56,0.326392545,7.559521198,
57,0.332192544,8.522171974,
58,0.337992544,2.287935734,
59,0.343792544,7.252740383,
60,0.349592544,2.317213774,
61,0.355392544,2.295716286,
62,0.361192544,2.282613277,
63,0.366992544,6.918003559,
64,0.372792544,7.823319435,
65,0.378592544,6.789017200,
66,0.384392544,51.000000000,
67,0.390192544,6.559751034,
68,0.395992544,6.604385376,
69,0.401792544,6.674927235,
70,0.407592544,6.400993824,
