frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,1.4996840953826904,-0.9293603897094727,-10.222217559814453,-0.19719213247299194,0.9171386957168579,0.050164639949798584,30,0,96,0.06952798366546631,0.5434782608695653,0.3,120,126,point,1,1,1,1,1,1
4,2.1467552185058594,-1.9043627977371216,-10.733461380004883,-1.3602218627929688,2.4510276317596436,0.07859617471694946,24,0,101,0.009308941662311554,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
8,0.20973272621631622,-0.018176782876253128,-9.224102020263672,-0.004065919667482376,0.08710259199142456,0.024147212505340576,41,0,84,0.010347975417971611,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
12,0.5473897457122803,-0.12381632626056671,-10.764655113220215,-1.312697172164917,2.407869577407837,0.07714188098907471,25,0,104,0.09004190564155579,0.5376344086021506,0.3,120,129,point,1,1,1,1,1,1
16,1.97921884059906,-1.618721842765808,-8.86195182800293,-0.010763948783278465,0.11255355924367905,0.044129908084869385,43,0,83,0.022028570994734764,0.5434782608695653,0.3,120,126,point,1,1,1,1,1,1
20,2.860891580581665,-3.382107734680176,-10.842473983764648,-1.4295129776000977,2.513198137283325,0.07969057559967041,23,0,102,0.028720464557409286,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
24,1.224914789199829,-0.6200066804885864,-8.891464233398438,-0.008678433485329151,0.1661989837884903,0.024946868419647217,44,0,80,0.2380751371383667,0.5474452554744526,0.3,120,124,point,1,1,1,1,1,1
28,1.316559910774231,-0.7162520289421082,-8.519133567810059,-0.008940598927438259,0.1633303016424179,0.02716696262359619,48,0,77,0.04663805291056633,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
32,1.2052876949310303,-0.6002967953681946,-11.889575004577637,-0.049275390803813934,0.4522704482078552,0.03059309720993042,41,7,79,0.046546436846256256,0.5415162454873647,0.3,120,127,point,1,1,1,1,1,1
36,3.625868558883667,-5.432612419128418,-19.452590942382812,-0.025730030611157417,0.29790735244750977,0.03836637735366821,44,23,93,0.030616924166679382,0.48387096774193555,0.3,120,160,point,1,1,1,1,1,1
40,1.6908327341079712,-1.1813699007034302,-20.51805877685547,-0.0267640370875597,0.34704193472862244,5.7816505432128906e-05,48,0,108,0.04319770261645317,0.49019607843137253,0.3,120,156,point,1,1,1,1,1,1
44,1.308547019958496,-0.7075600028038025,-8.908406257629395,-0.026287510991096497,0.030518993735313416,0.07993578910827637,46,0,85,0.03643513843417168,0.5338078291814947,0.3,120,131,point,1,1,1,1,1,1
48,3.5703468322753906,-5.267510414123535,-5.994508743286133,-0.14466765522956848,0.8059083223342896,0.00908583402633667,72,0,58,0.05989892780780792,0.5357142857142857,0.3,120,130,point,1,1,1,1,1,1
52,2.446678638458252,-2.47365140914917,-15.766059875488281,-0.017753472551703453,0.28231120109558105,0.0032248497009277344,17,6,113,0.036949023604393005,0.5244755244755245,0.3,120,136,point,1,1,1,1,1,1
56,2.6478452682495117,-2.897142171859741,-9.665559768676758,-0.005131714046001434,0.1003599464893341,0.02662515640258789,40,0,99,0.038362812250852585,0.5190311418685121,0.3,120,139,point,1,1,1,1,1,1
60,3.4644272327423096,-4.9596099853515625,-6.880056858062744,-0.15756604075431824,0.8419985175132751,0.0021600723266601562,71,0,65,0.03035813383758068,0.5244755244755245,0.3,120,136,point,1,1,1,1,1,1
64,3.3118746280670166,-4.532443523406982,-18.248971939086914,-0.12989799678325653,0.37262874841690063,0.15577316284179688,18,18,103,0.03355715051293373,0.5190311418685121,0.3,120,139,point,1,1,1,1,1,1
68,3.256948471069336,-4.383352756500244,-10.814346313476562,-0.1555766761302948,0.8365424871444702,0.003985226154327393,54,6,75,0.03414172679185867,0.5263157894736842,0.3,120,135,point,1,1,1,1,1,1
72,0.7080098390579224,-0.20713962614536285,-11.594131469726562,-0.011046649888157845,0.21278125047683716,0.015537381172180176,39,5,88,0.019022200256586075,0.5319148936170213,0.3,120,132,point,1,1,1,1,1,1
76,0.46822866797447205,-0.09059424698352814,-15.887123107910156,-0.02590113878250122,0.1966194063425064,0.06512296199798584,28,14,93,0.03361323103308678,0.5263157894736842,0.3,120,135,point,1,1,1,1,1,1
80,2.3695404529571533,-2.3201327323913574,-13.804937362670898,-0.12401270866394043,0.39001452922821045,0.14866572618484497,42,10,80,0.030408082529902458,0.5319148936170213,0.3,120,132,point,1,1,1,1,1,1
84,2.752901554107666,-3.1315977573394775,-10.704231262207031,-0.21033167839050293,0.9632807970046997,0.031807541847229004,51,5,80,0.01952197402715683,0.5244755244755245,0.3,120,136,point,1,1,1,1,1,1
88,2.4292585849761963,-2.4385523796081543,-5.990569591522217,-0.14013446867465973,0.7928879261016846,0.01026076078414917,71,0,56,0.030703842639923096,0.5415162454873647,0.3,120,127,point,1,1,1,1,1,1
92,1.6012423038482666,-1.0594946146011353,-9.409223556518555,-0.009454537183046341,0.056669775396585464,0.0462765097618103,38,0,88,0.02275250479578972,0.5434782608695653,0.3,120,126,point,1,1,1,1,1,1
96,1.2696290016174316,-0.6660982370376587,-12.717616081237793,-0.07097452878952026,0.5604880452156067,0.016888141632080078,67,7,64,0.01986311934888363,0.5208333333333334,0.3,120,138,point,1,1,1,1,1,1
100,3.8680872917175293,-6.182685375213623,-11.598260879516602,-0.0913693830370903,0.63375324010849,0.02276533842086792,76,3,68,0.031058792024850845,0.5050505050505051,0.3,120,147,point,1,1,1,1,1,1
104,0.6610103249549866,-0.18055149912834167,-12.713444709777832,-0.06005318462848663,0.057561010122299194,0.12055140733718872,67,11,57,0.03631679713726044,0.5263157894736842,0.3,120,135,point,1,1,1,1,1,1
108,3.4294896125793457,-4.860082149505615,-11.674975395202637,-0.04883977770805359,0.28478318452835083,0.0868920087814331,51,8,73,0.04006623849272728,0.5319148936170213,0.3,120,132,point,1,1,1,1,1,1
112,4.4166178703308105,-8.060542106628418,-5.961452484130859,-0.18666766583919525,0.9110601544380188,0.023302853107452393,68,0,52,0.03857411816716194,0.5555555555555556,0.3,120,120,point,1,1,1,1,1,1
116,1.3687663078308105,-0.7741822600364685,-7.666477203369141,-0.0780612975358963,0.5884166359901428,0.016567766666412354,56,0,65,0.024817654862999916,0.5535055350553506,0.3,120,121,point,1,1,1,1,1,1
120,3.3487610816955566,-4.63396692276001,-7.3157639503479,-0.13277822732925415,0.7716077566146851,0.010752379894256592,55,0,65,0.020532144233584404,0.5555555555555556,0.3,120,120,point,1,1,1,1,1,1
124,4.048435688018799,-6.77265739440918,-6.03539514541626,-0.11442491412162781,0.7173880934715271,0.0038084983825683594,70,0,55,0.023679522797465324,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
128,1.9881432056427002,-1.6333526372909546,-9.068951606750488,-0.07864797860383987,0.39216673374176025,0.10438144207000732,66,0,70,0.0604352131485939,0.5244755244755245,0.3,120,136,point,1,1,1,1,1,1
132,0.6047316789627075,-0.15111584961414337,-6.10500431060791,-0.042812831699848175,0.0542241670191288,0.1016319990158081,71,0,54,0.03283749520778656,0.5454545454545454,0.3,120,125,point,1,1,1,1,1,1
