frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
92,1.977570652961731,-1.6160269975662231,-320.80523681640625,-0.022917069494724274,0.3046484589576721,0.023699283599853516,101,3,22,0.05193161591887474,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,7,2,5
96,1.4452279806137085,-0.8630924224853516,-400.9357604980469,-0.3233865201473236,0.61545729637146,0.2420884370803833,108,3,27,0.031145699322223663,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.4,7,3,4
100,4.2483720779418945,-7.458126068115234,-481.97235107421875,-0.10130605101585388,0.6390197277069092,0.050870418548583984,109,2,36,0.020444262772798538,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1,0.4,8,3,5
104,0.49269238114356995,-0.10030817240476608,-364.9814758300781,-0.0077850837260484695,0.08570130169391632,0.0388261079788208,107,2,26,0.09391652792692184,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,5,5,0
108,3.493788242340088,-5.044031143188477,-369.2745666503906,-0.022393686696887016,0.10607434064149857,0.06981301307678223,110,0,22,0.030148783698678017,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,7,5,2
112,3.54178786277771,-5.1835784912109375,-264.601318359375,-0.849504292011261,1.7547699213027954,0.20120203495025635,76,0,44,0.010024402290582657,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,5,2,3
116,0.9284332990646362,-0.35619351267814636,-190.9136199951172,-0.18396227061748505,0.014936062507331371,0.21227014064788818,118,0,2,0.025693457573652267,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,5,3,2
120,2.505311965942383,-2.5936312675476074,-291.2022399902344,-0.6238135695457458,1.6235729455947876,0.09653681516647339,72,0,48,0.008344685658812523,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,3,3
124,4.075007438659668,-6.86185359954834,-316.2480773925781,-0.1764446198940277,0.8909739851951599,0.003007829189300537,76,0,49,0.017322171479463577,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,7,4,3
128,1.921209454536438,-1.5252254009246826,-299.7107238769531,-0.04689495265483856,0.45329275727272034,0.017387568950653076,110,3,23,0.019111445173621178,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.4,4,3,1
132,0.5534654259681702,-0.126580148935318,-133.4049530029297,-0.052575625479221344,0.48286357522010803,0.013671576976776123,116,0,4,0.013866141438484192,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,9,2,7
136,0.10128627717494965,-0.004239218775182962,-301.720458984375,-0.04661375284194946,0.45717883110046387,0.006387591361999512,128,0,11,0.010509036481380463,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.4,8,4,4
140,4.78620719909668,-9.466024398803711,-172.7361297607422,-0.10267198830842972,0.47992458939552307,0.11231464147567749,105,0,15,0.011121643707156181,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,4,2
144,2.9372386932373047,-3.5650291442871094,-430.66131591796875,-0.12474410980939865,0.7490088939666748,0.0042656660079956055,70,0,61,0.018351426348090172,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.4,7,3,4
148,2.6524112224578857,-2.9071426391601562,-288.8001708984375,-0.007135463412851095,0.04573144018650055,0.040426790714263916,103,0,17,0.00812830962240696,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,8,2,6
152,1.5037187337875366,-0.9343677759170532,-448.55194091796875,-0.4407212436199188,1.40811288356781,0.005024850368499756,65,2,65,0.0108733419328928,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,7,3,4
156,1.5868886709213257,-1.040584921836853,-262.12994384765625,-0.01679229363799095,0.24165941774845123,0.030571162700653076,102,0,18,0.010834041982889175,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,4,2
160,4.838746547698975,-9.674985885620117,-371.7789611816406,-0.012677129358053207,0.2388371080160141,0.00046187639236450195,114,2,10,0.010198996402323246,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,5,4,1
164,1.2044782638549805,-0.5994908213615417,-541.8999633789062,-0.01702890545129776,0.27679160237312317,0.0009473562240600586,112,6,16,0.01069698017090559,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.4,3,2,1
168,5.852560997009277,-14.153913497924805,-463.46722412109375,-0.02292351983487606,0.2945081293582916,0.029900193214416504,57,1,70,0.019323283806443214,0.539568345323741,0.3,120,128,wall,both,1,1,1,1,1,1,0.4,5,4,1
172,2.0101873874664307,-1.669774055480957,-548.0991821289062,-0.02929346263408661,0.3546750545501709,0.018113315105438232,56,4,75,0.012961368076503277,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,4,3,1
176,3.4026870727539062,-4.784412860870361,-458.6298828125,-0.044609516859054565,0.44803914427757263,0.00045180320739746094,61,0,72,0.021012432873249054,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.4,5,1,4
180,3.565424919128418,-5.252997398376465,-657.2056274414062,-0.12383747845888138,0.7458764910697937,0.007142007350921631,57,14,67,0.014563102275133133,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.4,4,2,2
184,0.6132107973098755,-0.15538325905799866,-380.1239013671875,-0.25566455721855164,1.0704303979873657,0.015944182872772217,67,0,72,0.009652309119701385,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.4,4,2,2
188,1.383710503578186,-0.7911795973777771,-458.13421630859375,-0.06490540504455566,0.5403584241867065,0.0021773576736450195,128,12,10,0.020800700411200523,0.5,0.3,120,150,wall,both,1,1,1,1,1,1,0.4,4,3,1
192,4.609701156616211,-8.780719757080078,-583.90283203125,-0.17487315833568573,0.882959246635437,0.019952595233917236,61,11,66,0.014508369378745556,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.4,3,2,1
196,2.2109153270721436,-2.019895076751709,-457.864013671875,-0.041738808155059814,0.43319347500801086,0.003024876117706299,72,0,62,0.010755244642496109,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.4,1,1,0
200,0.9799606800079346,-0.3968276381492615,-104.63143157958984,-0.2088756412267685,0.9694643616676331,0.0020772218704223633,132,0,1,0.016328448429703712,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.4,2,2,0
204,0.9849356412887573,-0.4008670151233673,-158.5001678466797,-0.12912198901176453,0.7576040625572205,0.01964026689529419,112,0,8,0.013904881663620472,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,2,1
208,3.223544120788574,-4.293899059295654,-373.9520263671875,-0.21432876586914062,0.9820680618286133,0.0010868310928344727,53,0,67,0.008442600257694721,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,2,1,1
212,2.508453130722046,-2.6001391410827637,-320.1887512207031,-0.09171426296234131,0.6424283385276794,1.4662742614746094e-05,129,6,2,0.016552960500121117,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1,0.4,3,2,1
216,1.4677270650863647,-0.8901746273040771,-379.28387451171875,-0.06814341992139816,0.5524449348449707,0.008885085582733154,57,0,63,0.007569009903818369,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,1,1,0
220,0.15538841485977173,-0.009977503679692745,0.0,-0.024409012869000435,0.3307250738143921,0.00501251220703125,0,0,0,0.008938376791775227,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,1,0,1
224,0.8192631006240845,-0.27735206484794617,-579.4887084960938,-0.03974996507167816,0.41141441464424133,0.022877395153045654,51,7,69,0.010689512826502323,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.4,1,1,0
228,0.3211451470851898,-0.04261744022369385,-497.9938659667969,-0.011903996579349041,0.23129577934741974,0.0019556283950805664,115,0,15,0.0201585590839386,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.4,1,1,0
232,0.29920828342437744,-0.03699404373764992,-729.4889526367188,-0.020109081640839577,0.29147326946258545,0.01735818386077881,119,0,36,0.022369837388396263,0.49180327868852464,0.3,120,155,wall,both,1,1,1,1,1,1,0.4,1,1,0
236,1.5965590476989746,-1.053305983543396,-638.1116333007812,-0.23619207739830017,0.9828420877456665,0.0726284384727478,86,11,28,0.040125880390405655,0.5454545454545454,0.3,100,125,wall,both,1,1,1,1,1,1,0.4,1,1,0
240,0.8893397450447083,-0.32682856917381287,0.0,-0.0485612116754055,0.4674665927886963,0.00015300512313842773,0,0,0,0.021552864462137222,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
244,3.2652077674865723,-4.405611991882324,0.0,-0.00799661036580801,0.1857374757528305,0.00899571180343628,0,0,0,0.01709805242717266,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
248,1.8851888179779053,-1.4685689210891724,-434.1710510253906,-1.2667174339294434,2.387136936187744,0.009914994239807129,33,0,64,0.014972607605159283,0.6072874493927126,0.3,97,97,wall,both,1,1,1,1,1,1,0.4,4,3,1
252,0.3438813090324402,-0.048865433782339096,0.0,-1.5007573366165161,2.565110206604004,0.09722393751144409,0,0,0,0.008414044044911861,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
256,2.525386333465576,-2.635361909866333,-618.7733764648438,-2.506310224533081,3.2010414600372314,0.23700624704360962,4,0,116,0.01652982458472252,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,1,1,0
260,1.1629189252853394,-0.5588348507881165,-613.5848388671875,-1.9358125925064087,2.920220136642456,0.0999448299407959,5,0,115,0.02114122547209263,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,2,1
264,2.38547420501709,-2.351440906524658,-1128.6204833984375,-0.5108773708343506,1.4736908674240112,0.08321309089660645,13,0,147,0.05306573584675789,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.4,8,6,2
268,3.0935709476470947,-3.954619884490967,-901.6018676757812,-0.5487616658210754,1.569636583328247,0.017567813396453857,37,8,88,0.02183372899889946,0.5300353356890459,0.3,88,133,wall,both,1,1,1,1,1,1,0.4,10,7,3
272,1.3978691101074219,-0.8074536919593811,-406.4740905761719,-0.2697393298149109,1.1017380952835083,6.92605972290039e-05,78,4,64,0.01169921550899744,0.5067567567567568,0.3,120,146,wall,both,1,1,1,1,1,1,0.4,8,6,2
276,1.1116338968276978,-0.5106321573257446,-523.900634765625,-0.1543644368648529,0.8332087993621826,0.0046846866607666016,52,4,76,0.015491226688027382,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,8,5,3
280,0.6770590543746948,-0.18942517042160034,-696.1222534179688,-0.25089362263679504,1.062554121017456,0.0,86,21,44,0.016427429392933846,0.4983388704318937,0.3,120,151,wall,both,1,1,1,1,1,1,0.4,7,4,3
284,0.8848298192024231,-0.3235222101211548,-804.9110107421875,-0.13062100112438202,0.7663665413856506,0.005094647407531738,98,19,47,0.00914000440388918,0.47770700636942676,0.3,120,164,wall,both,1,1,1,1,1,1,0.4,6,3,3
288,0.14662550389766693,-0.008883899077773094,-128.95010375976562,-0.18446357548236847,0.911090612411499,1.5795230865478516e-05,104,0,16,0.009994718246161938,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,5,1,4
292,1.3302828073501587,-0.7312612533569336,-139.4581756591797,-0.029975727200508118,0.3522481620311737,0.024262189865112305,110,0,10,0.011945344507694244,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,4,1,3
296,5.709532737731934,-13.470561981201172,-267.6048278808594,-0.005911657121032476,0.15307141840457916,0.013140618801116943,107,0,22,0.01859738491475582,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.4,5,5,0
300,0.8082378506660461,-0.2699373662471771,-154.17225646972656,-0.10475686937570572,0.6865898370742798,0.00013065338134765625,113,0,20,0.01604384183883667,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.4,1,1,0
304,2.5227088928222656,-2.6297767162323,-248.2164764404297,-0.02710513398051262,0.3490377962589264,0.0028166770935058594,116,0,10,0.01269178930670023,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,2,1,1
308,1.3932527303695679,-0.8021293878555298,-289.4606018066406,-0.19650746881961823,0.940161406993866,0.00454944372177124,120,10,0,0.013753045350313187,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.4,4,3,1
312,1.6287391185760498,-1.0961946249008179,-367.9925231933594,-0.1099788174033165,0.7031742334365845,0.0049533843994140625,129,9,4,0.055520474910736084,0.5136986301369862,0.3,120,142,wall,both,1,1,1,1,1,1,0.4,5,4,1
316,2.562389612197876,-2.7131571769714355,-727.7982788085938,-0.06342469155788422,0.5293675065040588,0.01679539680480957,122,21,14,0.012290210463106632,0.4885993485342019,0.3,120,157,wall,both,1,1,1,1,1,1,0.4,8,3,5
320,3.1485612392425537,-4.096461772918701,-919.9193115234375,-0.21279276907444,0.9785424470901489,0.0010982155799865723,130,47,0,0.01784026436507702,0.4587155963302753,0.3,112,177,wall,both,1,1,1,1,1,1,0.4,7,4,3
324,0.4725305438041687,-0.09226656705141068,-195.06832885742188,-0.04790080338716507,0.36910033226013184,0.06571495532989502,116,3,11,0.012679214589297771,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.4,8,5,3
328,1.5481106042861938,-0.9903497099876404,-108.65446472167969,-0.08222688734531403,0.6082934737205505,4.035234451293945e-05,120,0,5,0.011144022457301617,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,5,4,1
332,3.569242000579834,-5.264251232147217,-73.27250671386719,-0.21320120990276337,0.9786898493766785,0.009250283241271973,135,0,2,0.019614148885011673,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1,0.4,3,1,2
336,0.9087300896644592,-0.3412356972694397,-358.998779296875,-0.12256531417369843,0.7424473166465759,0.004146933555603027,135,9,5,0.01017607282847166,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1,0.4,3,2,1
340,3.106635570526123,-3.9880926609039307,-677.91650390625,-0.15123553574085236,0.8249593377113342,0.0003317594528198242,126,27,22,0.012966123409569263,0.46153846153846145,0.3,120,175,wall,both,1,1,1,1,1,1,0.4,3,3,0
344,2.499284267425537,-2.5811657905578613,-341.3944091796875,-0.08354149013757706,0.6128458976745605,0.004406332969665527,110,8,18,0.013302097097039223,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.4,4,2,2
348,0.9523696899414062,-0.37479668855667114,-950.3306884765625,-0.14575442671775818,0.8095130920410156,0.005636155605316162,113,47,21,0.009931664913892746,0.4531722054380664,0.3,120,181,wall,both,1,1,1,1,1,1,0.4,4,3,1
352,2.018022298812866,-1.6828155517578125,-588.702880859375,-0.04434393718838692,0.44669169187545776,0.0008807182312011719,126,4,40,0.01935824193060398,0.46875,0.3,120,170,wall,both,1,1,1,1,1,1,0.4,2,1,1
356,3.7169394493103027,-5.708941459655762,-643.4526977539062,-0.13552691042423248,0.7809311151504517,0.000981748104095459,132,21,38,0.009642641060054302,0.4398826979472141,0.3,120,191,wall,both,1,1,1,1,1,1,0.4,2,2,0
360,1.940358281135559,-1.5557810068130493,0.0,-0.004776947665959597,0.14137563109397888,0.00906461477279663,0,0,0,0.008364723064005375,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,1,0,1
364,0.925000786781311,-0.35356462001800537,0.0,-0.16567277908325195,0.8633954524993896,0.002032041549682617,0,0,0,0.006833414547145367,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
368,1.9849894046783447,-1.6281746625900269,0.0,-0.25674885511398315,1.0746934413909912,0.004688620567321777,0,0,0,0.007762028370052576,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
372,4.414966583251953,-8.054515838623047,0.0,-0.15213321149349213,0.5091504454612732,0.15218007564544678,0,0,0,0.016084738075733185,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
376,2.193265676498413,-1.98777437210083,0.0,-0.04699980467557907,0.45985811948776245,0.0012701153755187988,0,0,0,0.00845449510961771,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
380,2.0540881156921387,-1.7435030937194824,0.0,-0.3552252948284149,1.2642649412155151,0.0028388500213623047,0,0,0,0.007870018482208252,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
384,0.6135200262069702,-0.15554000437259674,0.0,-0.20257604122161865,0.9547002911567688,0.0027565360069274902,0,0,0,0.007326691411435604,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
388,1.3136169910430908,-0.7130535244941711,0.0,-0.4927835464477539,1.489061713218689,0.003470897674560547,0,0,0,0.007285939529538155,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
392,0.6645635366439819,-0.1824977993965149,0.0,-0.5615032315254211,1.5703641176223755,0.05749708414077759,0,0,0,0.006859737914055586,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
396,1.5235333442687988,-0.9591544270515442,0.0,-0.47711992263793945,1.442996621131897,0.05939716100692749,0,0,0,0.00787454005330801,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
400,1.2784874439239502,-0.67542564868927,0.0,-1.362022876739502,2.113680839538574,0.30076080560684204,0,0,0,0.00784708559513092,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,0,0,0
404,0.7100844383239746,-0.20835530757904053,-748.1753540039062,-1.5764400959014893,2.445539951324463,0.24619871377944946,5,5,80,0.026941446587443352,0.625,0.3,81,90,wall,both,1,1,1,1,1,1,0.4,6,3,3
408,0.6473692655563354,-0.17317642271518707,-423.25897216796875,-0.14800772070884705,0.8161057233810425,0.000578761100769043,86,5,52,0.017439614981412888,0.5119453924914675,0.3,120,143,wall,both,1,1,1,1,1,1,0.4,6,2,4
412,2.0730690956115723,-1.775874137878418,-373.2165222167969,-0.011013234034180641,0.22261974215507507,1.4185905456542969e-05,71,0,53,0.01205854956060648,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.4,5,3,2
416,0.11986993253231049,-0.005937520414590836,-380.5841979980469,-0.1418258547782898,0.7988804578781128,0.0005889534950256348,98,1,42,0.01074288971722126,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1,0.4,7,4,3
420,2.377781391143799,-2.336299180984497,-411.13531494140625,-0.17509174346923828,0.8876444697380066,8.678436279296875e-05,105,6,26,0.011079485528171062,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1,0.4,3,2,1
424,1.4472124576568604,-0.8654643893241882,-516.9889526367188,-0.08489778637886047,0.6179260611534119,0.003360450267791748,139,17,19,0.01638643816113472,0.46153846153846145,0.3,120,175,wall,both,1,1,1,1,1,1,0.4,7,7,0
428,2.3107550144195557,-2.2064414024353027,-421.3567199707031,-0.20874431729316711,0.6536865830421448,0.16696679592132568,108,0,29,0.016567176207900047,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1,0.4,6,3,3
432,3.119351863861084,-4.020808219909668,-353.6985778808594,-0.167429119348526,0.8200585246086121,0.06638121604919434,141,0,18,0.02535712718963623,0.4854368932038835,0.3,120,159,wall,both,1,1,1,1,1,1,0.4,6,3,3
436,2.595928430557251,-2.7846462726593018,-235.72390747070312,-0.18126340210437775,0.7552738189697266,0.11555224657058716,139,0,16,0.015286478213965893,0.49180327868852464,0.3,120,155,wall,both,1,1,1,1,1,1,0.4,4,3,1
440,1.7759827375411987,-1.3033530712127686,-159.98435974121094,-0.05464579164981842,0.48063400387763977,0.02847909927368164,107,0,13,0.03137112781405449,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,4,2
444,4.752565860748291,-9.33342170715332,-259.49395751953125,-0.045218754559755325,0.43981310725212097,0.023390233516693115,133,7,10,0.012453070841729641,0.5,0.3,120,150,wall,both,1,1,1,1,1,1,0.4,6,6,0
448,0.8870657682418823,-0.32515934109687805,-446.0520935058594,-0.1648903489112854,0.6604649424552917,0.12902987003326416,119,0,37,0.01671452820301056,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.4,4,3,1
452,3.5462400913238525,-5.196619033813477,-946.5933837890625,-0.09494003653526306,0.6480458974838257,0.019890427589416504,112,36,19,0.009078968316316605,0.47318611987381703,0.3,120,167,wall,both,1,1,1,1,1,1,0.4,5,4,1
456,3.688239574432373,-5.621119976043701,-428.36480712890625,-0.042209774255752563,0.43410754203796387,0.009020745754241943,143,8,20,0.024602577090263367,0.4672897196261683,0.3,120,171,wall,both,1,1,1,1,1,1,0.4,6,5,1
460,1.5534272193908691,-0.9971636533737183,-351.9752502441406,-0.016193119809031487,0.24609814584255219,0.02588289976119995,138,0,18,0.03157290443778038,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.4,4,1,3
464,1.072472095489502,-0.4752877652645111,-722.3792724609375,-1.260308027267456,0.8302353024482727,0.5208141803741455,119,30,23,0.14228901267051697,0.46583850931677023,0.3,120,172,wall,both,1,1,1,1,1,1,0.4,7,4,3
468,2.092392683029175,-1.80913507938385,-553.7268676757812,-0.025738906115293503,0.3403308391571045,6.198883056640625e-06,158,17,16,0.08440610021352768,0.4398826979472141,0.3,120,191,wall,both,1,1,1,1,1,1,0.4,10,8,2
