frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,0.5972105860710144,-0.14738035202026367,-351.5914306640625,-1.0129326581954956,0.12672556936740875,0.4972867965698242,93,0,34,0.061167649924755096,0.5415162454873647,0.3,116,127,wall,both,1,1,1,1,1,1
4,4.542637348175049,-8.527088165283203,-385.01995849609375,-0.3085055947303772,1.1775294542312622,0.009619295597076416,134,12,15,0.02137642353773117,0.48231511254019294,0.3,120,161,wall,both,1,1,1,1,1,1
8,1.3454910516738892,-0.748076856136322,-180.82432556152344,-0.033888671547174454,0.36659589409828186,0.03139740228652954,122,0,19,0.013653289526700974,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
12,0.24237535893917084,-0.024275129660964012,-188.0802001953125,-0.29533350467681885,1.15282142162323,0.00043714046478271484,98,0,28,0.013184206560254097,0.5434782608695653,0.3,115,126,wall,both,1,1,1,1,1,1
16,0.5934945940971375,-0.14555197954177856,-273.71923828125,-0.506470799446106,0.6163427829742432,0.3215634822845459,106,0,29,0.019253574311733246,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
20,6.198671817779541,-15.877490997314453,-349.56768798828125,-0.07645724713802338,0.5475642085075378,0.0490727424621582,119,0,11,0.011695771478116512,0.5357142857142857,0.3,104,130,wall,both,1,1,1,1,1,1
24,1.9508997201919556,-1.5727312564849854,-496.06744384765625,-0.13609163463115692,0.7212802171707153,0.07083779573440552,80,0,44,0.031758345663547516,0.5474452554744526,0.3,91,124,wall,both,1,1,1,1,1,1
28,2.951648235321045,-3.6000936031341553,-294.8540954589844,-0.15039345622062683,0.8094203472137451,0.034300148487091064,126,7,21,0.010813618078827858,0.49342105263157904,0.3,120,154,wall,both,1,1,1,1,1,1
32,3.5958189964294434,-5.342939376831055,-515.03515625,-0.38804277777671814,1.2780874967575073,0.07832664251327515,100,9,40,0.024400755763053894,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1
36,0.9708864688873291,-0.3895125985145569,-219.0800323486328,-0.35552769899368286,0.803807258605957,0.22787582874298096,98,0,7,0.012259005568921566,0.5882352941176471,0.3,96,105,wall,both,1,1,1,1,1,1
