frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,3.379239320755005,-4.718701362609863,-236.8583526611328,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524143785238266,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,4,3,1
4,4.183094501495361,-7.230693817138672,-431.2260437011719,-0.006974567659199238,0.150804340839386,0.02169322967529297,62,0,63,0.007001589518040419,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,3,3,0
8,0.6829835176467896,-0.19275473058223724,-355.91943359375,-0.015359817072749138,0.26215067505836487,0.004644453525543213,90,0,35,0.00995193887501955,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,3,3,0
12,2.942357301712036,-3.577465534210205,-428.2740478515625,-0.007262848317623138,0.1497623324394226,0.023627877235412598,66,0,63,0.010375936515629292,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.2,4,4,0
16,1.04501473903656,-0.4512627124786377,-695.7909545898438,-0.24846798181533813,1.0555033683776855,0.014791488647460938,16,0,110,0.03396549075841904,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,4,3,1
20,5.474846363067627,-12.38592529296875,-308.1626892089844,-0.007812291383743286,0.1121874451637268,0.03505384922027588,87,0,38,0.02070830762386322,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,2,2,0
24,1.189449667930603,-0.584624171257019,-303.4524230957031,-0.005501070059835911,0.11485715955495834,0.025090277194976807,87,0,36,0.03928014263510704,0.5494505494505495,0.3,120,123,wall,both,1,1,1,1,1,1,0.2,6,5,1
28,1.3611418008804321,-0.7655813694000244,-307.4169006347656,-0.00764168705791235,0.11299142986536026,0.03430914878845215,86,0,39,0.05308163911104202,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,4,4,0
32,0.9146704077720642,-0.34571152925491333,-562.5103149414062,-0.1336439996957779,0.7753718495368958,0.0032703280448913574,47,7,73,0.05044875666499138,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.2,4,4,0
36,3.5909018516540527,-5.328336715698242,-680.8544311523438,-0.008564024232327938,0.1961713433265686,0.0017290711402893066,56,3,101,0.03900348022580147,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.2,4,3,1
40,1.57760751247406,-1.028448462486267,-900.2510375976562,-0.012512131594121456,0.23321495950222015,0.010211825370788574,88,33,35,0.04080132767558098,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.2,5,5,0
44,1.0911052227020264,-0.4919465184211731,-342.45263671875,-0.03971799835562706,0.24730238318443298,0.08000731468200684,69,0,62,0.042941875755786896,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.2,4,3,1
48,4.1287665367126465,-7.044095993041992,-203.702880859375,-0.03096417710185051,0.36883288621902466,0.013406217098236084,101,0,19,0.03140129894018173,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,3,2,1
52,2.8417274951934814,-3.3369483947753906,-500.119384765625,-0.04578929767012596,0.44144773483276367,0.024666905403137207,96,4,36,0.04971174895763397,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.2,4,4,0
56,2.7351021766662598,-3.0912327766418457,-339.4635925292969,-0.04593376815319061,0.4441555142402649,0.022655963897705078,94,0,45,0.04851853474974632,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.2,3,3,0
60,3.518733501434326,-5.116315841674805,-361.7380676269531,-0.12767310440540314,0.7551735639572144,0.01519685983657837,99,4,33,0.1034524142742157,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.2,5,3,2
64,3.321904182434082,-4.5599365234375,-387.9992370605469,-0.010088336654007435,0.20714616775512695,0.0116385817527771,94,0,45,0.19238978624343872,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.2,4,3,1
68,3.8841190338134766,-6.234041213989258,-391.5226135253906,-0.041782084852457047,0.4068785309791565,0.034976065158843994,103,7,25,0.02687510848045349,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.2,7,6,1
72,0.24345551431179047,-0.02449197694659233,-312.5992431640625,-0.056614965200424194,0.5046210289001465,0.002608060836791992,88,0,44,0.03487022593617439,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.2,4,3,1
76,1.1184734106063843,-0.5169349908828735,-204.50975036621094,-0.08687391132116318,0.6226969957351685,0.013160169124603271,94,0,26,0.04276956617832184,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,5,4,1
80,2.843156576156616,-3.3403050899505615,-251.5679168701172,-0.09380361437797546,0.6306253671646118,0.036468684673309326,89,0,31,0.030397212132811546,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,5,3,2
84,2.8955166339874268,-3.4644696712493896,-371.89825439453125,-0.16795407235622406,0.8370445370674133,0.05479598045349121,108,3,25,0.04218306392431259,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.2,5,5,0
88,2.456554412841797,-2.4936606884002686,-272.62445068359375,-0.24213264882564545,1.0435206890106201,0.006001591682434082,88,1,38,0.06800350546836853,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.2,6,5,1
92,2.168484926223755,-1.9431101083755493,-254.94619750976562,-0.05578257143497467,0.4979449212551117,0.012933552265167236,96,0,30,0.041810937225818634,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,7,5,2
96,1.7918561697006226,-1.3267555236816406,-288.6322937011719,-0.2828753888607025,0.8965967893600464,0.159804105758667,111,0,27,0.05991670489311218,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.2,7,6,1
100,4.122097969055176,-7.021359920501709,-509.64599609375,-0.5014872550964355,1.1230460405349731,0.2328031063079834,111,0,36,0.030472325161099434,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1,0.2,8,8,0
104,0.9430279731750488,-0.3674800395965576,-296.65814208984375,-0.03199254721403122,0.3682009279727936,0.021378397941589355,91,0,29,0.03527538478374481,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,5,3,2
108,4.170126914978027,-7.1859331130981445,-491.3823547363281,-0.0658528283238411,0.5034298300743103,0.04832655191421509,87,8,37,0.028765540570020676,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.2,7,6,1
112,3.629927158355713,-5.444781303405762,-268.19635009765625,-0.8003934621810913,1.8036373853683472,0.1377779245376587,76,0,44,0.032711274921894073,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,5,4,1
116,1.3085769414901733,-0.7075923681259155,-333.33062744140625,-0.11302392184734344,0.7100153565406799,0.01562786102294922,73,0,48,0.025273703038692474,0.5535055350553506,0.3,120,121,wall,both,1,1,1,1,1,1,0.2,5,3,2
120,1.819399118423462,-1.3678566217422485,-290.7984924316406,-1.3131088018417358,2.3125197887420654,0.17480415105819702,69,0,51,0.022953448817133904,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,6,5,1
124,3.8931832313537598,-6.263171195983887,-319.3960876464844,-0.26897120475769043,1.1001673936843872,0.0003438591957092285,73,0,52,0.04163993149995804,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,7,6,1
128,2.9787395000457764,-3.66648268699646,-326.1568603515625,-0.13737928867340088,0.7765673398971558,0.028719842433929443,80,0,40,0.012123707681894302,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,4,3,1
132,1.5502430200576782,-0.9930798411369324,-306.98681640625,-0.21975068747997284,0.9944211840629578,0.0005022287368774414,81,0,44,0.01287167426198721,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,9,9,0
136,1.1452617645263672,-0.5419935584068298,-477.0184631347656,-0.07711857557296753,0.5866040587425232,0.012628614902496338,73,3,57,0.011692619882524014,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.2,8,6,2
140,3.4815025329589844,-5.008619785308838,-494.4624328613281,-0.32703667879104614,1.212921380996704,0.00514751672744751,71,0,70,0.02912420593202114,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1,0.2,6,5,1
144,2.356560468673706,-2.2947838306427,-365.0274963378906,-0.39479508996009827,1.3328344821929932,0.0026609301567077637,66,0,65,0.03215882554650307,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.2,7,5,2
148,2.1034603118896484,-1.8283244371414185,-519.1771240234375,-0.33285921812057495,1.2237107753753662,0.004657089710235596,60,5,70,0.05768657848238945,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.2,8,8,0
152,1.4381139278411865,-0.8546164035797119,-459.1641845703125,-0.5452350378036499,1.566332221031189,0.0029619932174682617,63,0,69,0.08240193128585815,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.2,7,6,1
156,1.73768949508667,-1.2477539777755737,-378.015380859375,-0.30085137486457825,1.1630629301071167,0.007794201374053955,57,0,63,0.062182992696762085,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,6,3,3
160,4.411180019378662,-8.040705680847168,-487.36077880859375,-0.2905462086200714,1.1434283256530762,0.0012660026550292969,48,3,75,0.04815088212490082,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,5,5,0
164,1.7510470151901245,-1.2670105695724487,-511.5644836425781,-0.2992815375328064,1.160447120666504,0.002654850482940674,61,6,67,0.042289093136787415,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.2,3,3,0
168,5.850587368011475,-14.144368171691895,-450.39813232421875,-0.3268773555755615,1.2118923664093018,0.011104762554168701,49,1,78,0.03880656138062477,0.539568345323741,0.3,120,128,wall,both,1,1,1,1,1,1,0.2,5,4,1
172,1.216902732849121,-0.6119223833084106,-509.4120788574219,-0.3502446413040161,1.2533050775527954,0.01703059673309326,52,4,79,0.029711179435253143,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.2,4,2,2
176,3.2830822467803955,-4.453979015350342,-678.4420166015625,-0.3355545103549957,1.2287741899490356,0.002439141273498535,53,15,80,0.04408342391252518,0.5033557046979865,0.3,120,148,wall,both,1,1,1,1,1,1,0.2,5,4,1
180,3.421251058578491,-4.836759567260742,-508.159423828125,-0.2183344066143036,0.9906054139137268,0.008102059364318848,64,8,68,0.07633780688047409,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1,0.2,4,4,0
184,0.38143613934516907,-0.060121286660432816,-366.9501953125,-0.36474093794822693,1.2800474166870117,0.012375056743621826,65,0,74,0.02681693434715271,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.2,4,3,1
188,2.627671480178833,-2.853163957595825,-564.7255249023438,-0.1150466576218605,0.7059769630432129,0.03242117166519165,69,10,71,0.08418188244104385,0.5,0.3,120,150,wall,both,1,1,1,1,1,1,0.2,4,4,0
192,4.886511325836182,-9.866938591003418,-531.584228515625,-0.38838982582092285,1.3219976425170898,0.002039611339569092,68,10,72,0.04928095266222954,0.5,0.3,120,150,wall,both,1,1,1,1,1,1,0.2,3,3,0
196,1.607718825340271,-1.0680824518203735,-436.408447265625,-0.4788433313369751,1.4679166078567505,0.0009270906448364258,67,5,62,0.031907133758068085,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.2,1,1,0
200,2.3130884170532227,-2.210899829864502,-520.55517578125,-0.030932534486055374,0.3642411530017853,0.018847763538360596,63,0,70,0.04509716108441353,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.2,2,2,0
204,2.0019876956939697,-1.6561795473098755,-381.97576904296875,-0.18587303161621094,0.9144746661186218,0.0029947757720947266,52,0,68,0.035846974700689316,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,3,2,1
208,2.685307025909424,-2.9796996116638184,-486.6008605957031,-0.5036408305168152,1.505406141281128,0.002721726894378662,56,5,73,0.023382246494293213,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.2,2,1,1
212,3.3058669567108154,-4.51601505279541,-412.3961181640625,-0.08007357269525528,0.5990815758705139,0.008830726146697998,50,0,70,0.022643309086561203,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.2,3,2,1
216,0.4217143654823303,-0.07348883897066116,0.0,-0.6233958005905151,1.6748971939086914,8.696317672729492e-05,0,0,0,0.020119912922382355,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.2,1,0,1
