run,poses_used,ape_raw_rmse,ape_align_rmse,rpe_2m_align_rmse,rpe_5m_align_rmse,rpe_10m_align_rmse,ape_align_mean,ape_align_median,ape_align_max,cross_track_mean,row_correct_fraction,row_switch_events
amcl_pose,402,1.9617348073402303,1.3002828158830904,4.755173217057186,5.5174434903395335,1.5986632873593132,1.2530114659530471,1.3428453123054611,2.1053296598137634,1.3173394752648835,0.6218905472636815,29.0
amcl_pose1_2,402,0.8264354398549525,0.6052260453150908,4.641777617445659,5.253266498870957,1.0962715174128748,0.4957524160826994,0.4387004558515798,2.161598285588052,1.3540276473340083,0.8507462686567164,23.0
amcl_pose1_3,402,1.3088247027328257,1.1426544446513838,4.681538391576877,5.3911064343526,2.018310824250767,0.967496361541348,0.7299164149788114,2.3601149782419126,1.541749143825597,0.5298507462686567,30.0
amcl_pose_ngps_s11,402,1.9166450076258572,1.2783585520277032,4.714104346137692,5.467616553398703,1.5089605499033003,1.2323517015457006,1.307740482743764,2.149409997307825,1.3105476947053039,0.6218905472636815,29.0
amcl_pose1_2_ngps_s22,402,0.7917694041240496,0.5751951415490015,4.62413257797462,5.234478140336539,1.056459672605458,0.4727715578556633,0.4029219529490108,2.0332733623030634,1.3413718159639614,0.8507462686567164,23.0
amcl_pose1_3_ngps_s33,402,1.2786137268574478,1.1155147717849938,4.642046621969418,5.352698788505591,1.8622377352727977,0.946411360899965,0.7007464699122112,2.2504083696253776,1.515499634205099,0.5398009950248757,30.0
