group,n_runs,gt_tum,ape_raw_rmse_mean,ape_raw_rmse_std,ape_raw_rmse_min,ape_raw_rmse_max,ape_align_rmse_mean,ape_align_rmse_std,ape_align_rmse_min,ape_align_rmse_max,rpe_2m_align_rmse_mean,rpe_2m_align_rmse_std,rpe_2m_align_rmse_min,rpe_2m_align_rmse_max,rpe_5m_align_rmse_mean,rpe_5m_align_rmse_std,rpe_5m_align_rmse_min,rpe_5m_align_rmse_max,rpe_10m_align_rmse_mean,rpe_10m_align_rmse_std,rpe_10m_align_rmse_min,rpe_10m_align_rmse_max,ape_align_mean_mean,ape_align_mean_std,ape_align_mean_min,ape_align_mean_max,ape_align_median_mean,ape_align_median_std,ape_align_median_min,ape_align_median_max,ape_align_max_mean,ape_align_max_std,ape_align_max_min,ape_align_max_max,cross_track_mean_mean,cross_track_mean_std,cross_track_mean_min,cross_track_mean_max,row_correct_fraction_mean,row_correct_fraction_std,row_correct_fraction_min,row_correct_fraction_max,row_switch_events_mean,row_switch_events_std,row_switch_events_min,row_switch_events_max
amcl,3,/home/pulver/projects/Outdoor_SLPF/results/amcl/amcl_3runs_metrics/gps_pose_clean.tum,1.3656649833093362,0.4652234420685256,0.8264354398549525,1.9617348073402303,1.0160544352831884,0.2975417621747963,0.6052260453150908,1.3002828158830904,4.692829742026574,0.04697702593855709,4.641777617445659,4.755173217057186,5.387272141187697,0.10788387911207403,5.253266498870957,5.5174434903395335,1.571081876340985,0.376925873803543,1.0962715174128748,2.018310824250767,0.9054200811923648,0.31225034356971715,0.4957524160826994,1.2530114659530471,0.8371540610452842,0.37682393316898094,0.4387004558515798,1.3428453123054611,2.2090143078812425,0.10928586062620244,2.1053296598137634,2.3601149782419126,1.404372088808163,0.09828817130048682,1.3173394752648835,1.541749143825597,0.6674958540630183,0.1349156948576225,0.5298507462686567,0.8507462686567164,27.333333333333332,3.0912061651652345,23.0,30.0
amcl_ngps,3,/home/pulver/projects/Outdoor_SLPF/results/amcl/amcl_3runs_metrics/gps_pose_clean.tum,1.329009379535785,0.46060906938172325,0.7917694041240496,1.9166450076258572,0.9896894884538995,0.30053696045913375,0.5751951415490015,1.2783585520277032,4.660094515360576,0.03888465514391133,4.62413257797462,4.714104346137692,5.3515978274136105,0.09518154232055928,5.234478140336539,5.467616553398703,1.4758859859271853,0.3297878274038632,1.056459672605458,1.8622377352727977,0.8838448734337763,0.3132373143879222,0.4727715578556633,1.2323517015457006,0.8038029685349954,0.3765099594931282,0.4029219529490108,1.307740482743764,2.144363909745422,0.08871677819886885,2.0332733623030634,2.2504083696253776,1.3891397149581215,0.09023175164326998,1.3105476947053039,1.515499634205099,0.6708126036484247,0.13157194862933122,0.5398009950248757,0.8507462686567164,27.333333333333332,3.0912061651652345,23.0,30.0
