frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,3.379239320755005,-4.718701362609863,-236.8583526611328,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524143785238266,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,4,3,1
4,4.149815559387207,-7.11610221862793,-413.12603759765625,-0.006207324098795652,0.1342393457889557,0.023231327533721924,62,0,63,0.006789039820432663,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,3,3,0
8,0.6721667647361755,-0.1866975724697113,-368.2828369140625,-0.012234590947628021,0.23148751258850098,0.008943676948547363,90,0,35,0.010275159031152725,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,3,3,0
12,1.901780605316162,-1.494532823562622,-759.5193481445312,-0.2570434510707855,1.074122667312622,0.012686371803283691,15,0,114,0.021900145336985588,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.2,4,4,0
16,1.976529598236084,-1.614326000213623,-419.87353515625,-0.005885188467800617,0.1245562955737114,0.024437785148620605,65,0,61,0.02145460806787014,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.2,4,3,1
20,4.746150016784668,-9.308238983154297,-568.8657836914062,-0.160951629281044,0.798616886138916,0.06862276792526245,36,0,89,0.015636255964636803,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,2,2,0
24,1.2312475442886353,-0.6264340281486511,-385.3545837402344,-0.005537095479667187,0.11990953236818314,0.023953497409820557,69,0,54,0.03778903931379318,0.5494505494505495,0.3,120,123,wall,both,1,1,1,1,1,1,0.2,6,5,1
28,1.2608848810195923,-0.6569547653198242,-401.0579528808594,-0.013866977766156197,0.22418658435344696,0.02571094036102295,59,0,66,0.04009994864463806,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.2,4,4,0
