frame_idx,processed_idx,frame_total_sec,frame_hz,io_sec,semantic_inference_sec,lidar_association_sec,motion_update_sec,measurement_update_sec,pose_post_sec,resample_sec,visualization_sec,stats_write_sec,other_sec
80,20,0.06870554608758539,14.554865756036731,0.022031854023225605,0.04072444001212716,0.00023611797951161861,8.8484026491642e-05,0.004237214918248355,0.00012076494749635458,0.0008656569989398122,0.0,0.00015367590822279453,0.0002473372733220458
84,21,0.07206992991268635,13.875412411410874,0.022089971927925944,0.044122988008894026,0.00022628996521234512,8.732196874916553e-05,0.004178937058895826,0.00012163503561168909,0.0008246010402217507,0.0,0.0001474039163440466,0.00027078099083155394
88,22,0.07424006890505552,13.469815084343262,0.021979987039230764,0.04613250808324665,0.00023443507961928844,8.884503040462732e-05,0.004259826964698732,0.0001530140871182084,0.0009636790491640568,0.0,0.0001605279976502061,0.00026724557392299175
92,23,0.08147491700947285,12.273716092079393,0.021978073986247182,0.05341799999587238,0.00023936398793011904,8.648098446428776e-05,0.004358700010925531,0.00014667201321572065,0.0008478329982608557,0.0,0.00014863605611026287,0.00025115697644650936
96,24,0.07811478001531214,12.801674661363432,0.022163218003697693,0.04998014902230352,0.00023513601627200842,8.582009468227625e-05,0.004225473036058247,0.00011360005009919405,0.0009025649633258581,0.0,0.00015894498210400343,0.0002498738467693329
100,25,0.08833390893414617,11.320680948756726,0.021919915918260813,0.060026325983926654,0.0002580690197646618,8.86439811438322e-05,0.004526491975411773,0.00013684399891644716,0.00097907695453614,0.0,0.0001536450581625104,0.000244896044023335
104,26,0.07041580101940781,14.201358012307248,0.0225046519190073,0.04165774199645966,0.00024066702462732792,8.900498505681753e-05,0.004391610971651971,0.00011904106941074133,0.00099725101608783,0.0,0.00015153107233345509,0.00026430096477270126
108,27,0.0787212069844827,12.70305726126782,0.02240459597669542,0.0500747449696064,0.00026570307090878487,0.00010039599146693945,0.0044598180102184415,0.00013398798182606697,0.0008751549758017063,0.0,0.0001494669122621417,0.0002573390956968069
112,28,0.0684969489229843,14.599190412471756,0.02223267697263509,0.04046297399327159,0.00019134499598294497,8.710194379091263e-05,0.004139123018831015,0.00011889101006090641,0.0008740819757804275,0.0,0.00015419605188071728,0.00023655896075069904
116,29,0.06957878707908094,14.372196498099818,0.022066347999498248,0.040709191001951694,0.00025697704404592514,0.00011095590889453888,0.004706406034529209,0.0001457809703424573,0.0011437530629336834,0.0,0.00014510902110487223,0.00029426603578031063
120,30,0.07386894000228494,13.537489504642513,0.0224986799294129,0.04473177797626704,0.00019215606153011322,9.299302473664284e-05,0.0044659399427473545,0.0001249921042472124,0.0013693419750779867,0.0,0.00014800496865063906,0.00024505401961505413
124,31,0.07932909403461963,12.60571562261375,0.02198441606014967,0.04917288094293326,0.0002552540972828865,9.836198296397924e-05,0.005102330935187638,0.00013247597962617874,0.0021819400135427713,0.0,0.00014293601270765066,0.00025849801022559404
128,32,0.06935430003795773,14.418716639814665,0.02237585198599845,0.0368655069032684,0.00022573897149413824,0.00010359205771237612,0.006965448963455856,0.00013679394032806158,0.002276955987326801,0.0,0.00014725292567163706,0.0002571583027020097
132,33,0.09095002396497875,10.995049329344436,0.022408704040572047,0.05970475997310132,0.00024957291316241026,0.00010462501086294651,0.006532554980367422,0.00013087294064462185,0.0014063409762457013,0.0,0.00016701000276952982,0.00024558312725275755
136,34,0.08520534192211926,11.736353348761114,0.022510732989758253,0.055493643041700125,0.00024360301904380322,9.333400521427393e-05,0.005347216036170721,0.00013822701293975115,0.0009549029637128115,0.0,0.0001582839759066701,0.0002653988776728511
140,35,0.07597508898470551,13.16220899986454,0.02229071396868676,0.047622814076021314,0.0002351769944652915,8.751195855438709e-05,0.004326982074417174,0.0001297809649258852,0.0008710359688848257,0.0,0.00015842390712350607,0.0002526490716263652
144,36,0.07949248794466257,12.579805033855955,0.02279036201070994,0.0505803229752928,0.000314394012093544,8.651998359709978e-05,0.0043145379750058055,0.00012454111129045486,0.000853643985465169,0.0,0.00014196301344782114,0.00028620287775993347
148,37,0.08371105790138245,11.945853093602889,0.022298638941720128,0.05536440305877477,0.0002301780041307211,8.642999455332756e-05,0.004366384004242718,0.00012739608064293861,0.0008483849233016372,0.0,0.0001418630126863718,0.00024737988132983446
152,38,0.07968167902436107,12.54993634978839,0.02196858706884086,0.05169329897034913,0.00024068704806268215,8.934503421187401e-05,0.004279823042452335,0.0001248010667040944,0.0008580029243603349,0.0,0.0001658779801800847,0.00026125588919967413
156,39,0.07511781807988882,13.312420748649627,0.0223764730617404,0.046456819982267916,0.00025781895965337753,0.00010796997230499983,0.004343742970377207,0.00018248904962092638,0.0009343549609184265,0.0,0.00016478600446134806,0.0002933631185442209
160,40,0.07036337302997708,14.211939492638699,0.022365833981893957,0.04190958896651864,0.00024391303304582834,9.001698344945908e-05,0.004303597961552441,0.00012761703692376614,0.0009128740057349205,0.0,0.00014188408385962248,0.00026804697699844837
164,41,0.062041967059485614,16.11812209373058,0.022418352076783776,0.0334279959788546,0.00021448801271617413,9.08590154722333e-05,0.004441434051841497,0.00014015997294336557,0.0008955319644883275,0.0,0.00016186002176254988,0.0002512859646230936
168,42,0.07148005592171103,13.989916307497802,0.022789039998315275,0.04249916400294751,0.000249793054535985,9.026809129863977e-05,0.004437866969965398,0.0001475340686738491,0.0008636330021545291,0.0,0.00014206289779394865,0.0002606938360258937
172,43,0.06676600594073534,14.977681919263633,0.022549274959601462,0.03804709995165467,0.0003091439139097929,9.177997708320618e-05,0.004334975965321064,0.00012906896881759167,0.0008505589794367552,0.0,0.00015176204033195972,0.00030234118457883596
176,44,0.07053837808780372,14.176679803372211,0.022313555935397744,0.04189033398870379,0.00022504793014377356,8.880498353391886e-05,0.00444425898604095,0.00014104205183684826,0.0010173380142077804,0.0,0.00014677306171506643,0.00027122313622385263
180,45,0.06552394002210349,15.261597511728773,0.022100972943007946,0.037117865053005517,0.00021646195091307163,8.998706471174955e-05,0.004554294049739838,0.00014846492558717728,0.0008857439970597625,0.0,0.00014938705135136843,0.0002607629867270589
184,46,0.06992362707387656,14.301317621059157,0.022569261025637388,0.04089859302621335,0.0002461370313540101,8.990708738565445e-05,0.0045755719766020775,0.0001401799963787198,0.0009691879386082292,0.0,0.00016104907263070345,0.00027373991906642914
188,47,0.06825994898099452,14.649879100824233,0.022703952039591968,0.038912446005269885,0.00024949293583631516,9.109906386584044e-05,0.004759604926221073,0.00017418304923921824,0.0009449339704588056,0.0,0.00016295304521918297,0.0002612839452922344
192,48,0.06435389898251742,15.539074023652601,0.022886670078150928,0.03480794804636389,0.00022790301591157913,8.89849616214633e-05,0.004699261975474656,0.00013752607628703117,0.0010987299028784037,0.0,0.00014200399164110422,0.00026487093418836594
196,49,0.05609779490623623,17.82601262084248,0.022656282992102206,0.025814775028266013,0.00024067703634500504,0.00010334199760109186,0.005067596095614135,0.00016373407561331987,0.0016148369759321213,0.0,0.00015702098608016968,0.0002795297186821699
200,50,0.05973063700366765,16.741827145399384,0.022651684004813433,0.02937665698118508,0.0002173539251089096,9.632797446101904e-05,0.005459563923068345,0.00013727496843785048,0.0013890491100028157,0.0,0.00013968907296657562,0.00026303704362362623
204,51,0.0637883699964732,15.6768388979886,0.022602963959798217,0.033536026952788234,0.00024228892289102077,9.660900104790926e-05,0.005359367933124304,0.0001711980439722538,0.0013583609834313393,0.0,0.00014785502571612597,0.0002736991737037897
208,52,0.06033230398315936,16.57486842006119,0.022769663017243147,0.030046159983612597,0.00022887391969561577,0.00010268099140375853,0.0050582189578562975,0.0001385570503771305,0.0015704450197517872,0.0,0.00014624209143221378,0.0002714629517868161
212,53,0.06389736197888851,15.650098361343883,0.022626977995969355,0.03321450995281339,0.00025264895521104336,0.0001022599171847105,0.005407726974226534,0.00014646199997514486,0.0017109150066971779,0.0,0.00015371502377092838,0.0002821461530402303
216,54,0.05553449899889529,18.006824911122226,0.022885798942297697,0.024186503025703132,0.0002108409535139799,9.970495011657476e-05,0.005374394939281046,0.000143527053296566,0.0022077281028032303,0.0,0.00014765409287065268,0.00027834693901240826
220,55,0.05555803200695664,17.999197665511012,0.022647185949608684,0.023921512067317963,0.00018669606652110815,0.00010508496779948473,0.006151739042252302,0.0001502089435234666,0.001991505967453122,0.0,0.0001426249509677291,0.0002614740515127778
224,56,0.05653245095163584,17.68895533744878,0.024147621006704867,0.024487762013450265,0.00021028995979577303,0.000101407989859581,0.006133855087682605,0.00013467995449900627,0.000903837033547461,0.0,0.00014674197882413864,0.000266255927272141
228,57,0.052892334992066026,18.90633113758359,0.02242827892769128,0.024399489047937095,0.0002295660087838769,9.342399425804615e-05,0.004351396928541362,0.00012627406977117062,0.000845249043777585,0.0,0.00014419702347368002,0.00027445994783192873
232,58,0.05288843694142997,18.907724595972198,0.022980305016972125,0.023864365997724235,0.00021641200874000788,8.852500468492508e-05,0.004325028043240309,0.00011407199781388044,0.0008390570292249322,0.0,0.00016898394096642733,0.00029168790206313133
236,59,0.05287870892789215,18.911203020551167,0.023098364006727934,0.02400616800878197,0.00020194496028125286,8.6992047727108e-05,0.004072409006766975,0.00013178493827581406,0.0008764970116317272,0.0,0.0001533649628981948,0.0002511839848011732
240,60,0.045780063956044614,21.84356930912422,0.023116235970519483,0.018655317020602524,5.099491681903601e-05,0.00011738797184079885,0.002212255960330367,0.00013579195365309715,0.0011174840619787574,0.0,0.00014139199629426003,0.00023320410400629044
244,61,0.04666023701429367,21.431524226798608,0.023372841998934746,0.01888763706665486,1.2629898265004158e-06,0.00012433098163455725,0.00219996296800673,0.00013864703942090273,0.0015450879000127316,0.0,0.00016516598407179117,0.0002253000857308507
248,62,0.06982153793796897,14.322228205405938,0.02344185102265328,0.038699630997143686,0.00015833403449505568,9.543704800307751e-05,0.004541579983197153,0.00013726507313549519,0.002352216048166156,0.0,0.0001518820645287633,0.00024334166664630175
252,63,0.05069341405760497,19.7264283455768,0.022695175022818148,0.022993127931840718,2.256198786199093e-05,0.00011819996871054173,0.0020398659398779273,0.00012624496594071388,0.002335074939765036,0.0,0.00015509792137891054,0.00020806537941098213
256,64,0.055170161998830736,18.125739779796074,0.022181391017511487,0.023688458022661507,0.0001816770527511835,0.00010402302723377943,0.006290746037848294,0.00013948907144367695,0.0021471750224009156,0.0,0.00014613091479986906,0.0002910718321800232
260,65,0.06804510997608304,14.696133202686966,0.022068080957978964,0.03644240100402385,0.0002370800357311964,0.00010862096678465605,0.006384590989910066,0.00013575202319771051,0.0022505070082843304,0.0,0.00014027999714016914,0.0002777969930320978
264,66,0.09872642799746245,10.129000109531997,0.02366733003873378,0.06345079198945314,0.0003723920090124011,0.0001291399821639061,0.008166366955265403,0.00015803310088813305,0.0023084450513124466,0.0,0.0001409610267728567,0.0003329678438603878
268,67,0.10026061604730785,9.974006139441146,0.02386731095612049,0.06670336006209254,0.0002437019720673561,0.00010348204523324966,0.006780985975638032,0.0001571619650349021,0.0019998119678348303,0.0,0.00014291494153439999,0.00026188616175204515
