frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,3.379239082336426,-4.718700885772705,-236.85830688476562,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524144530296326,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
4,1.6042081117630005,-1.0634229183197021,-642.409912109375,-1.6542325019836426,2.6654834747314453,0.1359042525291443,13,3,109,0.007218901999294758,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
8,0.6732003688812256,-0.18727219104766846,-365.1021728515625,-0.016545208171010017,0.27008411288261414,0.009061038494110107,88,0,37,0.010196464136242867,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
12,0.5118904709815979,-0.10827761888504028,-778.8359985351562,-1.3516203165054321,2.4450769424438477,0.07520788908004761,15,0,114,0.010452785529196262,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.0,4,4,0
16,1.013929843902588,-0.4248155653476715,-705.2913208007812,-0.2721424400806427,1.1052021980285645,0.013135313987731934,14,0,112,0.01050114817917347,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
20,2.8519599437713623,-3.361022710800171,-716.0408935546875,-1.4538127183914185,2.523583173751831,0.09724283218383789,6,0,119,0.04670080915093422,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,2,2,0
24,1.2439064979553223,-0.6393815279006958,-365.24676513671875,-0.0052837892435491085,0.07210774719715118,0.0318031907081604,77,0,47,0.03369615972042084,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.0,6,6,0
28,1.4101641178131104,-0.8217201232910156,-369.8216552734375,-0.003442418994382024,0.071412093937397,0.02378535270690918,88,0,37,0.028285598382353783,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,4,4,0
