# angle_min_rad,0.001592549
# angle_max_rad,6.281592758
# angle_increment_rad,0.005800000
# time_increment_s,0.000000000
# scan_time_s,0.033333302
# range_min_m,0.300000012
# range_max_m,50.000000000
beam_index,angle_rad,range_m,intensity
0,0.001592549,51.000000000,
1,0.007392549,51.000000000,
2,0.013192549,51.000000000,
3,0.018992548,51.000000000,
4,0.024792548,51.000000000,
5,0.030592548,51.000000000,
6,0.036392548,51.000000000,
7,0.042192548,51.000000000,
8,0.047992548,51.000000000,
9,0.053792548,51.000000000,
10,0.059592548,51.000000000,
11,0.065392548,51.000000000,
12,0.071192548,51.000000000,
13,0.076992548,51.000000000,
14,0.082792548,51.000000000,
15,0.088592548,51.000000000,
16,0.094392548,51.000000000,
17,0.100192547,51.000000000,
18,0.105992547,51.000000000,
19,0.111792547,51.000000000,
20,0.117592547,51.000000000,
21,0.123392547,11.964138031,
22,0.129192547,7.175974369,
23,0.134992547,6.870530605,
24,0.140792547,10.347327232,
25,0.146592547,6.467442036,
26,0.152392547,6.472414494,
27,0.158192547,6.519301414,
28,0.163992547,6.577181339,
29,0.169792547,6.633088589,
30,0.175592546,51.000000000,
31,0.181392546,7.812942028,
32,0.187192546,7.800856590,
33,0.192992546,51.000000000,
34,0.198792546,5.003882408,
35,0.204592546,7.044450283,
36,0.210392546,5.122737885,
37,0.216192546,5.144870281,
38,0.221992546,5.185936451,
39,0.227792546,6.450701237,
40,0.233592546,5.152373791,
41,0.239392546,51.000000000,
42,0.245192546,4.913888454,
43,0.250992546,4.846604347,
44,0.256792545,51.000000000,
45,0.262592545,4.572618961,
46,0.268392545,12.197888374,
47,0.274192545,51.000000000,
48,0.279992545,4.271122932,
49,0.285792545,5.133848667,
50,0.291592545,11.560421944,
51,0.297392545,3.920469522,
52,0.303192545,3.861556530,
53,0.308992545,3.863117695,
54,0.314792545,4.497777462,
55,0.320592545,4.505063534,
56,0.326392545,4.380345821,
57,0.332192544,3.531207561,
58,0.337992544,4.324744225,
59,0.343792544,3.466648340,
60,0.349592544,3.438701153,
61,0.355392544,3.400919676,
62,0.361192544,3.757602930,
63,0.366992544,3.782319069,
64,0.372792544,3.787398338,
65,0.378592544,3.757155895,
66,0.384392544,51.000000000,
67,0.390192544,51.000000000,
68,0.395992544,51.000000000,
69,0.401792544,8.919132233,
70,0.407592544,3.151696205,
