# angle_min_rad,0.001592549
# angle_max_rad,6.281592758
# angle_increment_rad,0.005800000
# time_increment_s,0.000000000
# scan_time_s,0.033333302
# range_min_m,0.300000012
# range_max_m,50.000000000
beam_index,angle_rad,range_m,intensity
0,0.001592549,6.313502789,
1,0.007392549,51.000000000,
2,0.013192549,51.000000000,
3,0.018992548,51.000000000,
4,0.024792548,18.799907684,
5,0.030592548,7.285846233,
6,0.036392548,7.388120651,
7,0.042192548,7.917531967,
8,0.047992548,51.000000000,
9,0.053792548,51.000000000,
10,0.059592548,51.000000000,
11,0.065392548,51.000000000,
12,0.071192548,51.000000000,
13,0.076992548,9.065429688,
14,0.082792548,9.138602257,
15,0.088592548,51.000000000,
16,0.094392548,9.448398590,
17,0.100192547,51.000000000,
18,0.105992547,11.730916977,
19,0.111792547,11.819003105,
20,0.117592547,51.000000000,
21,0.123392547,51.000000000,
22,0.129192547,51.000000000,
23,0.134992547,51.000000000,
24,0.140792547,51.000000000,
25,0.146592547,51.000000000,
26,0.152392547,51.000000000,
27,0.158192547,51.000000000,
28,0.163992547,51.000000000,
29,0.169792547,51.000000000,
30,0.175592546,51.000000000,
31,0.181392546,51.000000000,
32,0.187192546,51.000000000,
33,0.192992546,51.000000000,
34,0.198792546,51.000000000,
35,0.204592546,51.000000000,
36,0.210392546,51.000000000,
37,0.216192546,51.000000000,
38,0.221992546,51.000000000,
39,0.227792546,51.000000000,
40,0.233592546,51.000000000,
41,0.239392546,51.000000000,
42,0.245192546,51.000000000,
43,0.250992546,51.000000000,
44,0.256792545,9.624667168,
45,0.262592545,51.000000000,
46,0.268392545,51.000000000,
47,0.274192545,51.000000000,
48,0.279992545,51.000000000,
49,0.285792545,7.595124245,
50,0.291592545,51.000000000,
51,0.297392545,6.376472950,
52,0.303192545,7.001361847,
53,0.308992545,12.010633469,
54,0.314792545,6.510603428,
55,0.320592545,10.633172035,
56,0.326392545,51.000000000,
57,0.332192544,9.255755424,
58,0.337992544,51.000000000,
59,0.343792544,51.000000000,
60,0.349592544,4.919160366,
61,0.355392544,4.904962540,
62,0.361192544,7.791932583,
63,0.366992544,4.637630463,
64,0.372792544,4.780328274,
65,0.378592544,4.761250973,
66,0.384392544,6.479068756,
67,0.390192544,4.611225605,
68,0.395992544,51.000000000,
69,0.401792544,51.000000000,
70,0.407592544,51.000000000,
71,0.413392543,4.003781796,
72,0.419192543,5.216250896,
73,0.424992543,5.219286442,
74,0.430792543,51.000000000,
75,0.436592543,51.000000000,
76,0.442392543,51.000000000,
77,0.448192543,3.438959599,
78,0.453992543,12.193002701,
79,0.459792543,3.344467640,
80,0.465592543,12.062228203,
81,0.471392543,51.000000000,
82,0.477192543,3.377198696,
83,0.482992543,3.879591703,
84,0.488792542,3.221024990,
85,0.494592542,51.000000000,
86,0.500392542,3.230032444,
87,0.506192542,51.000000000,
88,0.511992542,51.000000000,
89,0.517792542,10.318149567,
90,0.523592542,2.913721085,
91,0.529392542,10.192611694,
92,0.535192542,9.904490471,
93,0.540992542,51.000000000,
94,0.546792542,9.500741959,
95,0.552592542,9.335434914,
96,0.558392542,2.578786612,
97,0.564192542,51.000000000,
98,0.569992541,9.214597702,
99,0.575792541,2.496738911,
100,0.581592541,2.518479109,
101,0.587392541,2.521824121,
102,0.593192541,2.518404961,
103,0.598992541,51.000000000,
104,0.604792541,8.343794823,
105,0.610592541,8.321254730,
106,0.616392541,8.138348579,
107,0.622192541,51.000000000,
108,0.627992541,7.931597710,
109,0.633792541,2.405990124,
110,0.639592541,2.399021387,
111,0.645392540,2.381462574,
112,0.651192540,51.000000000,
113,0.656992540,51.000000000,
114,0.662792540,7.418219090,
115,0.668592540,7.312255383,
116,0.674392540,51.000000000,
117,0.680192540,7.991824627,
118,0.685992540,8.012188911,
119,0.691792540,51.000000000,
120,0.697592540,7.145287037,
121,0.703392540,51.000000000,
122,0.709192540,51.000000000,
123,0.714992540,1.871725321,
124,0.720792540,1.930730104,
125,0.726592539,6.737046719,
126,0.732392539,1.919307351,
127,0.738192539,51.000000000,
128,0.743992539,1.933209300,
129,0.749792539,6.250648022,
130,0.755592539,6.210608006,
131,0.761392539,6.271817207,
132,0.767192539,6.235764980,
133,0.772992539,6.207666874,
134,0.778792539,51.000000000,
135,0.784592539,51.000000000,
136,0.790392539,51.000000000,
137,0.796192539,1.840489864,
138,0.801992539,10.278347969,
139,0.807792538,1.847452044,
140,0.813592538,1.816333294,
141,0.819392538,1.846119881,
142,0.825192538,1.829517126,
143,0.830992538,51.000000000,
144,0.836792538,1.841829419,
145,0.842592538,51.000000000,
146,0.848392538,1.754445434,
147,0.854192538,51.000000000,
148,0.859992538,1.770160198,
149,0.865792538,9.957205772,
150,0.871592538,51.000000000,
151,0.877392538,51.000000000,
152,0.883192537,51.000000000,
153,0.888992537,1.514785409,
154,0.894792537,1.533015728,
155,0.900592537,51.000000000,
156,0.906392537,1.526153326,
157,0.912192537,1.530053735,
158,0.917992537,5.102429390,
159,0.923792537,9.369556427,
160,0.929592537,51.000000000,
161,0.935392537,51.000000000,
162,0.941192537,51.000000000,
163,0.946992537,51.000000000,
164,0.952792537,51.000000000,
165,0.958592537,8.822999001,
