# angle_min_rad,0.001592549
# angle_max_rad,6.281592758
# angle_increment_rad,0.005800000
# time_increment_s,0.000000000
# scan_time_s,0.033333302
# range_min_m,0.300000012
# range_max_m,50.000000000
beam_index,angle_rad,range_m,intensity
0,0.001592549,7.451740265,
1,0.007392549,7.453334332,
2,0.013192549,7.462890625,
3,0.018992548,7.409547806,
4,0.024792548,7.416065693,
5,0.030592548,7.423559666,
6,0.036392548,7.128162384,
7,0.042192548,7.194462776,
8,0.047992548,7.228812218,
9,0.053792548,7.156389713,
10,0.059592548,6.985202789,
11,0.065392548,6.990560532,
12,0.071192548,7.026144981,
13,0.076992548,6.972596169,
14,0.082792548,7.075602055,
15,0.088592548,6.997078896,
16,0.094392548,7.055159569,
17,0.100192547,11.867306709,
18,0.105992547,7.438355446,
19,0.111792547,7.484421730,
20,0.117592547,7.495554447,
21,0.123392547,7.504669666,
22,0.129192547,7.543781281,
23,0.134992547,7.554826260,
24,0.140792547,7.567844391,
25,0.146592547,7.597795486,
26,0.152392547,7.599800587,
27,0.158192547,7.567879677,
28,0.163992547,7.587793827,
29,0.169792547,7.593726635,
30,0.175592546,7.619581699,
31,0.181392546,7.602538586,
32,0.187192546,7.586473942,
33,0.192992546,7.590331078,
34,0.198792546,7.616101742,
35,0.204592546,7.583030701,
36,0.210392546,7.600573063,
37,0.216192546,7.626261234,
38,0.221992546,7.647940159,
39,0.227792546,7.678571224,
40,0.233592546,7.651365757,
41,0.239392546,7.679962158,
42,0.245192546,7.701560497,
43,0.250992546,7.731112003,
44,0.256792545,7.701837540,
45,0.262592545,7.674539566,
46,0.268392545,7.668153763,
47,0.274192545,7.682677269,
48,0.279992545,7.750000000,
49,0.285792545,7.832253456,
50,0.291592545,7.839740276,
51,0.297392545,7.848204613,
52,0.303192545,7.863626480,
53,0.308992545,7.861091614,
54,0.314792545,7.834622383,
55,0.320592545,7.854971409,
56,0.326392545,7.882275581,
57,0.332192544,7.902585983,
58,0.337992544,7.902298927,
59,0.343792544,7.894656658,
60,0.349592544,7.945780277,
61,0.355392544,8.026778221,
62,0.361192544,8.041996956,
63,0.366992544,7.930665016,
64,0.372792544,8.018577576,
65,0.378592544,8.001862526,
66,0.384392544,8.012030602,
67,0.390192544,7.935513020,
68,0.395992544,7.975531578,
69,0.401792544,8.101206779,
70,0.407592544,8.149162292,
71,0.413392543,8.106443405,
72,0.419192543,8.134439468,
73,0.424992543,8.182342529,
74,0.430792543,8.229233742,
75,0.436592543,8.328909874,
76,0.442392543,8.341895103,
77,0.448192543,8.341913223,
78,0.453992543,8.319003105,
79,0.459792543,8.342899323,
80,0.465592543,8.394673347,
81,0.471392543,8.446431160,
82,0.477192543,8.456334114,
83,0.482992543,8.477177620,
84,0.488792542,8.472105026,
85,0.494592542,8.525794983,
86,0.500392542,8.534638405,
87,0.506192542,8.533506393,
