method,ate_rmse,ate_mean,ate_median,ate_max,rte_2m_mean,rte_2m_rmse,rte_2m_count,rte_5m_mean,rte_5m_rmse,rte_5m_count,rte_10m_mean,rte_10m_rmse,rte_10m_count,rte_2m_umey_mean,rte_2m_umey_rmse,rte_2m_umey_count,rte_5m_umey_mean,rte_5m_umey_rmse,rte_5m_umey_count,rte_10m_umey_mean,rte_10m_umey_rmse,rte_10m_umey_count,cross_track_mean,cross_track_median,cross_track_max,row_correct_fraction,row_switch_events,ate_umeyama_rmse,ate_umeyama_mean,ate_umeyama_median,ate_umeyama_max,ate_align_rmse,rpe_2m_align_rmse,rpe_5m_align_rmse,rpe_10m_align_rmse,speed_mean,accel_rms,jerk_rms,heading_rate_rms,heading_accel_rms
RTABMap RGBD,8.719194125039628,6.744576903702533,5.827245176882279,52.72278263210281,1.9263497903603355,5.419033990819807,415,3.215984320527711,5.539298364029349,411,3.8006455959439043,6.403657322686708,403,1.9263497903603355,5.419033990819807,415,3.215984320527711,5.539298364029349,411,3.8006455959439043,6.403657322686708,403,6.789399350342602,6.134793411846496,46.101072336093516,0.4728132387706856,14,8.719194125039628,6.744576903702533,5.827245176882279,52.72278263210281,8.719194125039628,5.419033990819807,5.539298364029349,6.403657322686708,1.6868778547092196,4.88214201125384,6.519281461046609,0.7257261349864917,1.0068627318309662
