frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,0.14706318080425262,-0.008937015198171139,-13.23188304901123,0.0,0.0,0.0,6,0,0,0.029197141528129578,0.5,0.0,0,6,wall,both,1,1,0,0,0,0
5,0.8762363791465759,-0.3172686696052551,-0.3047075867652893,0.0,0.0,0.0,5,0,0,0.009696980006992817,0.5,0.0,0,5,wall,both,1,1,0,0,0,0
10,1.7991670370101929,-1.3376041650772095,-0.6497873067855835,0.0,0.0,0.0,4,0,0,0.01742236688733101,0.5,0.0,0,4,wall,both,1,1,0,0,0,0
15,3.7395405769348145,-5.7785797119140625,-1.1839088201522827,0.0,0.0,0.0,5,0,0,0.034504275768995285,0.5,0.0,0,5,wall,both,1,1,0,0,0,0
20,0.6793835163116455,-0.1907280683517456,-1.970057725906372,0.0,0.0,0.0,5,0,0,0.03298298269510269,0.5,0.0,0,5,wall,both,1,1,0,0,0,0
25,0.5449268221855164,-0.1227046400308609,-0.10262423008680344,0.0,0.0,0.0,3,0,0,0.041305121034383774,0.5,0.0,0,3,wall,both,1,1,0,0,0,0
30,1.6083874702453613,-1.0689711570739746,-0.055989861488342285,0.0,0.0,0.0,3,0,0,0.043371714651584625,0.5,0.0,0,3,wall,both,1,1,0,0,0,0
35,0.5831579566001892,-0.14052610099315643,-0.7755377888679504,0.0,0.0,0.0,9,0,0,0.059079911559820175,0.5,0.0,0,9,wall,both,1,1,0,0,0,0
40,1.339161992073059,-0.7410556674003601,-60.90835952758789,0.0,0.0,0.0,27,8,1,0.08063378930091858,0.5,0.0,0,36,wall,both,1,1,0,0,0,0
45,1.824107050895691,-1.374944806098938,-0.586516261100769,0.0,0.0,0.0,12,0,0,0.02286933921277523,0.5,0.0,0,12,wall,both,1,1,0,0,0,0
50,1.945924162864685,-1.564719319343567,-1.6632487773895264,0.0,0.0,0.0,14,0,0,0.014516123570501804,0.5,0.0,0,14,wall,both,1,1,0,0,0,0
55,3.2519242763519287,-4.369839191436768,-109.24555206298828,0.0,0.0,0.0,19,0,0,0.06078198179602623,0.5,0.0,0,19,wall,both,1,1,0,0,0,0
60,3.0047054290771484,-3.7306835651397705,-103.76956176757812,0.0,0.0,0.0,16,0,0,0.03472347557544708,0.5,0.0,0,16,wall,both,1,1,0,0,0,0
65,0.6358692646026611,-0.1670783907175064,-4.790443420410156,0.0,0.0,0.0,16,0,0,0.03692295029759407,0.5,0.0,0,16,wall,both,1,1,0,0,0,0
70,1.1896034479141235,-0.5847753286361694,-7.6263298988342285,0.0,0.0,0.0,15,0,0,0.021529674530029297,0.5,0.0,0,15,wall,both,1,1,0,0,0,0
