best_seed,ape_align_scale_rmse,ape_align_scale_mean,ape_align_scale_median,ape_align_scale_max,rpe_2m_align_scale_rmse,rpe_5m_align_scale_rmse,rpe_10m_align_scale_rmse
22,3.2915115090447165,2.806446950999899,2.674692052494364,10.637935047598173,4.0400285542399255,5.598060892674519,10.326588571376506
