frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,2.417971611022949,-2.415944814682007,-333.08172607421875,-0.07541811466217041,0.569431483745575,0.028700292110443115,70,0,56,0.048443909734487534,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
4,0.33895739912986755,-0.04747607931494713,-475.6418762207031,-0.6304200291633606,1.3390603065490723,0.23838943243026733,44,0,81,0.007636552676558495,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
8,1.9217935800552368,-1.5261529684066772,-564.1517333984375,-0.13108475506305695,0.7558844685554504,0.0317540168762207,34,0,91,0.006734171416610479,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
12,0.5482611060142517,-0.12421084195375443,-495.015380859375,-0.5815869569778442,1.2861829996109009,0.2289610505104065,46,0,83,0.011122618801891804,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.0,4,4,0
16,1.5947661399841309,-1.0509417057037354,-493.9335632324219,-0.46991944313049316,1.4541676044464111,0.0013579130172729492,56,0,70,0.03828904405236244,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
20,2.244701385498047,-2.0821008682250977,-389.2888488769531,-0.0547611266374588,0.46669262647628784,0.03947615623474121,59,0,66,0.15460103750228882,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,2,2,0
24,4.582015037536621,-8.675561904907227,-354.2059631347656,-0.04799357056617737,0.44568997621536255,0.03071814775466919,66,0,58,0.03505060449242592,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.0,6,6,0
28,1.0782582759857178,-0.48043009638786316,-345.99609375,-0.06261257827281952,0.5088901519775391,0.03522282838821411,67,0,58,0.028153397142887115,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,4,4,0
32,3.9546284675598145,-6.462432384490967,-500.0439758300781,-0.12804585695266724,0.759082555770874,4.100799560546875e-05,63,0,64,0.03996554762125015,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,4,4,0
36,3.0345261096954346,-3.8051023483276367,-1017.4404296875,-0.010951911099255085,0.18646836280822754,0.02810978889465332,60,32,68,0.04511096328496933,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.0,4,4,0
40,1.3445115089416504,-0.74698805809021,-883.0029296875,-0.02736293338239193,0.35088151693344116,0.0009142756462097168,73,18,65,0.06975962221622467,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.0,5,5,0
44,3.3165483474731445,-4.5452446937561035,-447.34075927734375,-0.013730156235396862,0.09237351268529892,0.053845345973968506,67,2,62,0.04320148006081581,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.0,4,4,0
48,4.8256049156188965,-9.622505187988281,-341.6809387207031,-0.0565667524933815,0.03928322345018387,0.1173662543296814,79,0,51,0.037651415914297104,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.0,3,3,0
52,2.8794784545898438,-3.426196575164795,-457.4287414550781,-0.050741709768772125,0.46862101554870605,0.02180391550064087,82,7,47,0.04315682873129845,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,4,4,0
56,1.0043584108352661,-0.41683295369148254,-305.5936584472656,-0.08447057008743286,0.23053419589996338,0.1334233283996582,90,0,49,0.022786855697631836,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,3,3,0
60,4.464105606079102,-8.234808921813965,-415.6470947265625,-0.035872682929039,0.3950929045677185,0.01703280210494995,83,4,49,0.05045783519744873,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
64,3.1325573921203613,-4.0549235343933105,-396.2677307128906,-0.003356142435222864,0.023060040548443794,0.02816563844680786,94,1,44,0.07508866488933563,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,4,4,0
68,3.3484816551208496,-4.6331939697265625,-607.6222534179688,-0.009176578372716904,0.1438727080821991,0.0334857702255249,89,15,31,0.04237055405974388,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,7,7,0
72,0.741532027721405,-0.227218896150589,-458.7187194824219,-0.03262737765908241,0.21574194729328156,0.07388919591903687,104,6,22,0.035085104405879974,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,4,4,0
76,8.105734825134277,-27.14997100830078,-324.5102844238281,-0.05796201527118683,0.4586228132247925,0.052432119846343994,103,3,29,0.03913658484816551,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,5,5,0
80,0.6758909821510315,-0.18877214193344116,-318.5928649902344,-0.07356762140989304,0.5749582648277283,0.005097568035125732,96,2,34,0.03862053155899048,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,5,5,0
84,4.505764961242676,-8.389222145080566,-374.5211486816406,-0.06356526166200638,0.5348305106163025,2.092123031616211e-05,95,0,41,0.03679201751947403,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
88,4.682923316955566,-9.061888694763184,-354.78118896484375,-0.07154854387044907,0.5671050548553467,0.004429042339324951,86,3,38,0.03230242431163788,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,6,6,0
92,1.8143736124038696,-1.3603105545043945,-290.4198913574219,-0.15129701793193817,0.8251238465309143,0.0006269216537475586,85,1,40,0.07440683990716934,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,7,7,0
96,1.104106068611145,-0.5037397146224976,-384.7691955566406,-0.03776935487985611,0.412264347076416,0.0001081228256225586,94,3,41,0.03870611637830734,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.0,7,7,0
100,0.6148806810379028,-0.15623067319393158,-632.1797485351562,-0.05044785141944885,0.46124401688575745,0.02787262201309204,103,18,26,0.022107534110546112,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1,0.0,8,8,0
104,1.275574803352356,-0.6723516583442688,-235.612060546875,-0.2550358772277832,1.004462480545044,0.08690422773361206,101,0,34,0.05306759476661682,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,5,5,0
108,1.754396915435791,-1.2718629837036133,-394.4410095214844,-0.23356986045837402,1.0234570503234863,0.013999998569488525,80,4,48,0.017424531280994415,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,7,7,0
112,3.9844706058502197,-6.560332775115967,-278.810302734375,-0.09924785792827606,0.6271359920501709,0.053877174854278564,86,0,34,0.015147891826927662,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.0,5,5,0
116,2.77659273147583,-3.185730218887329,-303.0360107421875,-0.5432558655738831,1.5143026113510132,0.09083199501037598,76,0,45,0.010819606482982635,0.5535055350553506,0.3,120,121,wall,both,1,1,1,1,1,1,0.0,5,5,0
120,2.2769370079040527,-2.14233136177063,-266.463134765625,-0.014270514249801636,0.0746259018778801,0.05650728940963745,101,0,19,0.036088377237319946,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.0,6,6,0
