frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,3.379239559173584,-4.71870231628418,-236.85830688476562,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524143040180206,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
4,4.154629707336426,-7.132622718811035,-408.9898986816406,-0.005867091938853264,0.10886745154857635,0.028145253658294678,62,0,63,0.007058172486722469,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
8,0.727968692779541,-0.21898280084133148,-371.3616943359375,-0.010244625620543957,0.2119145393371582,0.008059442043304443,91,0,34,0.008919263258576393,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
12,2.9156179428100586,-3.5127384662628174,-413.1595153808594,-0.008206840604543686,0.16962863504886627,0.021073639392852783,66,0,63,0.00797276571393013,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.0,4,4,0
16,1.987107753753662,-1.6316516399383545,-396.5022277832031,-0.008825033903121948,0.18087372183799744,0.019518375396728516,65,0,61,0.01187196560204029,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
20,2.89749813079834,-3.469212770462036,-711.716552734375,-1.4703282117843628,2.5722391605377197,0.0018466711044311523,6,0,119,0.05705198645591736,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,2,2,0
24,1.2498457431793213,-0.6455017924308777,-409.2045593261719,-0.005496037192642689,0.08866886049509048,0.03030639886856079,66,0,58,0.026151025667786598,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.0,6,6,0
28,1.4194459915161133,-0.8325731158256531,-352.8178405761719,-0.0054914336651563644,0.06876086443662643,0.03298461437225342,84,0,41,0.03048096038401127,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,4,4,0
32,0.6141462326049805,-0.15585768222808838,-604.3538818359375,-0.643841028213501,1.0470718145370483,0.3131299614906311,28,0,99,0.02605392038822174,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,4,4,0
36,3.319056510925293,-4.552122116088867,-586.1845703125,-0.15404267609119415,0.8217651844024658,0.031212687492370605,49,2,109,0.026875587180256844,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.0,4,4,0
40,1.9648923873901367,-1.5953726768493652,-485.5499267578125,-0.0032817674800753593,0.014160909689962864,0.02816230058670044,122,0,34,0.03162240609526634,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.0,5,5,0
44,1.1164968013763428,-0.5151095390319824,-392.2210693359375,-0.03270220756530762,0.2326679825782776,0.07116687297821045,67,2,62,0.032869160175323486,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.0,4,4,0
48,3.9059436321258545,-6.304295063018799,-216.33029174804688,-0.05136028304696083,0.4807036519050598,0.0015698075294494629,106,0,24,0.03868594765663147,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.0,3,3,0
52,2.583881139755249,-2.7588601112365723,-548.29541015625,-0.009474331513047218,0.18673951923847198,0.020558297634124756,77,5,54,0.05018177255988121,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,4,4,0
56,2.7115492820739746,-3.0382227897644043,-318.80926513671875,-0.028371155261993408,0.3556404411792755,0.008049428462982178,101,0,38,0.033274997025728226,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,3,3,0
60,3.7329154014587402,-5.758122444152832,-361.3484191894531,-0.07270464301109314,0.5611961483955383,0.02580392360687256,101,2,33,0.05130598321557045,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
64,3.5096242427825928,-5.089859962463379,-363.6256408691406,-0.0046727778390049934,0.06015608087182045,0.030786514282226562,95,1,43,0.1364109367132187,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,4,4,0
68,3.5415191650390625,-5.182792663574219,-286.9454345703125,-0.18849529325962067,0.9182296991348267,0.016635596752166748,104,4,27,0.06824216991662979,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,7,7,0
72,0.8382643461227417,-0.2903665602207184,-385.3616943359375,-0.07392822206020355,0.5382286906242371,0.0483776330947876,101,6,25,0.03130001947283745,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,4,4,0
76,0.8474107384681702,-0.29673758149147034,-459.8883361816406,-0.05216057226061821,0.3743728697299957,0.07175427675247192,100,4,31,0.03659083694219589,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,5,5,0
80,3.0123093128204346,-3.749589443206787,-431.0053405761719,-0.00011974645167356357,0.006853541359305382,0.005174994468688965,93,0,39,0.022909225896000862,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,5,5,0
84,2.7158899307250977,-3.0479576587677,-382.17340087890625,-0.2847192585468292,1.108627200126648,0.05330139398574829,102,2,32,0.05248929560184479,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
88,2.6320595741271973,-2.862701416015625,-262.9388732910156,-0.2568964958190918,1.0751874446868896,0.0005788207054138184,88,1,38,0.038840971887111664,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,6,6,0
