frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,1.7406727075576782,-1.2520419359207153,-392.7358093261719,-0.17359721660614014,0.8837994337081909,0.0021643638610839844,52,0,74,0.037673670798540115,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
4,1.7613298892974854,-1.2819350957870483,-375.8776550292969,-0.17604771256446838,0.8900427222251892,0.0014501214027404785,55,0,70,0.010666457004845142,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
8,1.2570183277130127,-0.652931809425354,-519.1878051757812,-0.6940617561340332,1.7140636444091797,0.10043191909790039,25,0,100,0.013542247004806995,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
12,1.4640358686447144,-0.8857027888298035,-511.920654296875,-0.7079321146011353,1.733333945274353,0.09933751821517944,28,0,101,0.02455788478255272,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.0,4,4,0
16,0.7243857383728027,-0.2168325036764145,-200.01019287109375,-0.127983957529068,0.7510653138160706,0.025377273559570312,96,0,30,0.06793200969696045,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
20,2.472884178161621,-2.526923894882202,-217.4378204345703,-0.11872011423110962,0.7219735980033875,0.026598572731018066,93,0,32,0.1998930126428604,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,2,2,0
24,1.362505555152893,-0.7671161890029907,-222.3444061279297,-0.13348183035850525,0.7617992162704468,0.033269524574279785,90,0,34,0.03634979575872421,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.0,6,6,0
28,8.54321002960205,-30.15968132019043,-232.56654357910156,-0.13102690875530243,0.7580033540725708,0.028626859188079834,89,0,36,0.022648021578788757,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,4,4,0
32,4.952512741088867,-10.135281562805176,-213.00372314453125,-0.1499047726392746,0.8196757435798645,0.012131452560424805,95,0,32,0.032209575176239014,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,4,4,0
36,0.9302663803100586,-0.35760143399238586,-675.1671142578125,-0.5682243704795837,0.09916964173316956,0.3723970055580139,111,10,39,0.050115518271923065,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.0,4,4,0
40,0.1946803480386734,-0.015661336481571198,-622.8756103515625,-0.5054028630256653,0.03003876470029354,0.3518161177635193,110,3,43,0.10360217094421387,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.0,5,5,0
44,2.5857534408569336,-2.76285982131958,-397.12945556640625,-0.48405516147613525,0.008655021898448467,0.3443681597709656,108,2,21,0.03417019173502922,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.0,4,4,0
48,3.825110912322998,-6.04606294631958,-385.2619323730469,-0.5212690234184265,0.0383511520922184,0.3572545647621155,100,0,30,0.03403349593281746,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.0,3,3,0
52,3.7735164165496826,-5.884060382843018,-615.4298706054688,-0.05607128143310547,0.40940946340560913,0.06790947914123535,89,0,47,0.037841640412807465,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,4,4,0
56,5.332834720611572,-11.751705169677734,-279.19879150390625,-0.09014632552862167,0.6369034051895142,0.0008260011672973633,91,0,48,0.08138081431388855,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,3,3,0
60,2.27077054977417,-2.1307432651519775,-401.1744384765625,-0.18274888396263123,0.9056193828582764,0.011002779006958008,89,3,44,0.0378945954144001,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
64,5.264465808868408,-11.452313423156738,-371.4735412597656,-0.28943386673927307,1.141036033630371,0.00516122579574585,90,2,47,0.04421715810894966,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,4,4,0
68,3.1334002017974854,-4.057106018066406,-396.465087890625,-0.17694896459579468,0.8898957371711731,0.015399813652038574,93,6,36,0.04250013828277588,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,7,7,0
72,2.819756031036377,-3.2855470180511475,-334.48919677734375,-0.19345635175704956,0.932191014289856,0.009255647659301758,94,5,33,0.04196678474545479,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,4,4,0
