method_key,ape_raw_rmse,ape_umey_rmse,ape_umey_scale_rmse,rpe_2m_rmse,rpe_5m_rmse,rpe_10m_rmse,cross_track_mean,cross_track_median,cross_track_max,row_correct_fraction,row_switch_events
rtab_rgb,60.281231239962985,6.720610964101041,3.107335620715707,1.1948240569523396,2.201936086119466,4.006285875118436,6.172919522621349,6.063112639082653,19.439383691671665,0.4411764705882353,14
