frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,2.41797137260437,-2.4159443378448486,-333.08172607421875,-0.07541809976100922,0.569431483745575,0.02870023250579834,70,0,56,0.048443786799907684,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
4,0.30554088950157166,-0.03857654333114624,-474.402587890625,-0.6218322515487671,1.3482227325439453,0.23105192184448242,44,0,81,0.008550042286515236,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
8,3.143031120300293,-4.082084655761719,-314.3349609375,-0.06861300766468048,0.550112783908844,0.018275320529937744,74,0,51,0.010803386569023132,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
12,0.5732638239860535,-0.13579809665679932,-483.96221923828125,-0.5908955335617065,1.342085361480713,0.2161121368408203,47,0,82,0.017684299498796463,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1
16,0.8650943636894226,-0.3092513084411621,-533.9473266601562,-1.463288426399231,2.27291202545166,0.27791839838027954,52,0,74,0.0327959842979908,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
20,2.2524614334106445,-2.0965216159820557,-361.2351379394531,-0.07595019042491913,0.5670950412750244,0.0331457257270813,64,0,61,0.23217779397964478,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
24,4.694507122039795,-9.106775283813477,-339.80291748046875,-0.06821645796298981,0.5383762717247009,0.03053462505340576,68,0,56,0.026794254779815674,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1
28,1.057125210762024,-0.4617824852466583,-349.6079406738281,-0.07248266786336899,0.543632447719574,0.0408405065536499,66,0,59,0.024214191362261772,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
32,3.898780584335327,-6.281193733215332,-506.5882263183594,-0.15001089870929718,0.8216121792793274,0.00036960840225219727,61,0,66,0.03519567474722862,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
36,3.2177445888519287,-4.2784624099731445,-922.1361694335938,-0.03345594182610512,0.3487435281276703,0.03968703746795654,64,30,66,0.034197837114334106,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1
40,1.2936043739318848,-0.6914926767349243,-991.0126342773438,-0.028910204768180847,0.30093640089035034,0.04639357328414917,66,34,56,0.04028812795877457,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
44,3.516244649887085,-5.109080791473389,-369.9753723144531,-0.04532996937632561,0.22238360345363617,0.09172415733337402,73,2,56,0.048276886343955994,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1
48,4.746835231781006,-9.31092643737793,-362.0161437988281,-0.1583436280488968,0.29222074151039124,0.1847836971282959,80,0,50,0.04490358382463455,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
52,2.787590742111206,-3.211017370223999,-383.8437805175781,-0.007390676997601986,0.0966358482837677,0.036087214946746826,87,1,48,0.056224409490823746,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
56,0.936886727809906,-0.3627093732357025,-281.2735290527344,-0.059298351407051086,0.3433298170566559,0.09005796909332275,92,0,47,0.058851730078458786,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
60,4.238989353179932,-7.42521858215332,-400.4500732421875,-0.03920137882232666,0.41896992921829224,0.006883978843688965,85,0,51,0.061998605728149414,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
64,3.253077268600464,-4.372938632965088,-357.723876953125,-0.007208608090877533,0.14595083892345428,0.024624228477478027,95,1,43,0.04220922663807869,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
68,2.9901835918426514,-3.6947097778320312,-495.88037109375,-0.061202600598335266,0.4484626352787018,0.06359905004501343,99,0,36,0.02861732803285122,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
72,0.4222886264324188,-0.07368911802768707,-394.8198547363281,-0.0772331953048706,0.5228404998779297,0.06355375051498413,101,0,31,0.026883194223046303,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
76,7.966479301452637,-26.225120544433594,-306.882080078125,-0.10009518265724182,0.6519299149513245,0.03719872236251831,103,3,29,0.029653869569301605,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
80,0.4844675660133362,-0.09698710590600967,-279.9933166503906,-0.07463391870260239,0.5795034170150757,0.0012436509132385254,105,0,27,0.03396828845143318,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
84,4.318323612213135,-7.705750942230225,-410.06732177734375,-0.04789547249674797,0.46359556913375854,0.005757153034210205,96,0,40,0.016842108219861984,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
88,4.303783416748047,-7.653946876525879,-314.4866638183594,-0.01650838926434517,0.2685026228427887,0.010929584503173828,87,0,40,0.02430952899158001,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
92,2.138972043991089,-1.8905789852142334,-279.48126220703125,-0.07045001536607742,0.5617736577987671,0.008840322494506836,90,0,36,0.0470777191221714,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
96,0.9518524408340454,-0.3743896782398224,-415.53594970703125,-0.020260043442249298,0.2995167672634125,0.008915364742279053,94,0,44,0.02590889483690262,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1
100,0.7872298955917358,-0.25608712434768677,-600.7271118164062,-0.0014758520992472768,0.03780575469136238,0.016845405101776123,104,14,29,0.014516987837851048,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1
