frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,2.41797137260437,-2.4159443378448486,-333.08172607421875,-0.07541809976100922,0.569431483745575,0.02870023250579834,70,0,56,0.04844377562403679,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
4,0.3263202905654907,-0.04400203749537468,-474.5980224609375,-0.6221568584442139,1.3469387292861938,0.23163104057312012,44,0,81,0.00802832655608654,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
8,1.0928529500961304,-0.4935237765312195,-617.0517578125,-1.0743496417999268,2.096005439758301,0.15501034259796143,32,0,93,0.010239691473543644,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,3,3,0
12,0.5700714588165283,-0.13428986072540283,-479.56585693359375,-0.5916316509246826,1.3764150142669678,0.20445966720581055,47,0,82,0.01360108982771635,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1,0.0,4,4,0
16,0.8601179122924805,-0.30570363998413086,-536.3276977539062,-1.4948723316192627,2.28094220161438,0.28807246685028076,52,0,74,0.020055832341313362,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,4,4,0
20,2.4308528900146484,-2.4417543411254883,-411.8603820800781,-0.38068100810050964,0.5009179711341858,0.28214484453201294,78,5,42,0.20292842388153076,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,2,2,0
24,2.5425617694854736,-2.671330451965332,-672.6580200195312,-0.5261171460151672,1.537561297416687,0.01367032527923584,11,0,113,0.029094260185956955,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1,0.0,6,6,0
28,1.3791675567626953,-0.7859929800033569,-428.47369384765625,-0.36399880051612854,0.49237561225891113,0.2756456732749939,75,5,45,0.019980402663350105,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.0,4,4,0
32,4.383310317993164,-7.939424991607666,-348.03778076171875,-0.10168974101543427,0.38777589797973633,0.12933355569839478,99,0,28,0.03171265870332718,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,4,4,0
36,2.526813268661499,-2.638340950012207,-548.0270385742188,-0.011681093834340572,0.22920022904872894,0.0013236403465270996,84,0,76,0.04309723153710365,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1,0.0,4,4,0
40,1.614547848701477,-1.077175498008728,-531.4734497070312,-0.031677596271038055,0.3201763331890106,0.04668784141540527,79,1,76,0.047091834247112274,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1,0.0,5,5,0
44,3.2652013301849365,-4.405594825744629,-312.38385009765625,-0.1208057776093483,0.7369058728218079,0.0056951045989990234,78,1,52,0.043969083577394485,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.0,4,4,0
48,4.025125503540039,-6.69489049911499,-301.1246032714844,-0.028105568140745163,0.34717926383018494,0.017985761165618896,85,0,45,0.02304312027990818,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.0,3,3,0
52,1.3036030530929565,-0.7022234797477722,-580.5554809570312,-0.028143078088760376,0.35179436206817627,0.012531936168670654,49,0,87,0.04027801379561424,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,4,4,0
56,0.4358404278755188,-0.07849457114934921,-375.2708740234375,-0.017144925892353058,0.2766299545764923,0.005847454071044922,100,0,39,0.03239999711513519,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,3,3,0
60,3.312471389770508,-4.534076690673828,-441.44012451171875,-0.0011428770376369357,0.01623438112437725,0.016298949718475342,108,0,28,0.048922594636678696,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
64,2.1303365230560303,-1.8753445148468018,-423.8678894042969,-0.15864096581935883,0.8429343700408936,0.013496994972229004,99,7,33,0.029797377064824104,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.0,4,4,0
68,2.558135509490967,-2.704155683517456,-384.1983947753906,-0.17454873025417328,0.8845400214195251,0.012903690338134766,93,6,36,0.047229211777448654,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,7,7,0
72,0.06651613116264343,-0.001828262466005981,-365.5928649902344,-0.16236278414726257,0.844136118888855,0.031362950801849365,100,3,29,0.03693489730358124,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,4,4,0
76,6.3777241706848145,-16.808000564575195,-391.8043212890625,-1.0726720094680786,0.08854030072689056,0.5122283101081848,93,1,41,0.15640418231487274,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.0,5,5,0
80,2.09806489944458,-1.8189570903778076,-410.69659423828125,-0.16546562314033508,0.8201776146888733,0.06256812810897827,93,3,36,0.04313566908240318,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.0,5,5,0
84,3.927077531814575,-6.372701168060303,-538.5011596679688,-0.005043946206569672,0.15065214037895203,0.00030344724655151367,85,3,48,0.029599299654364586,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.0,5,5,0
88,3.7071621417999268,-5.678946495056152,-348.96051025390625,-0.05847153440117836,0.43834519386291504,0.062162816524505615,88,3,36,0.015914253890514374,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.0,6,6,0
92,2.272049903869629,-2.1331448554992676,-260.2687683105469,-0.16423211991786957,0.859673261642456,0.0005905032157897949,86,0,40,0.010765006765723228,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.0,7,7,0
96,0.23582999408245087,-0.022981729358434677,-516.553466796875,-0.013190772384405136,0.1722169667482376,0.04021179676055908,89,0,49,0.010675637982785702,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.0,7,7,0
