frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,0.0,0.0,-333.08172607421875,-0.07541809976100922,0.569431483745575,0.02870023250579834,70,0,56,0.1222410649061203,0.0,0.3,120,126,wall,0,1,1,1,1,1
4,0.0,0.0,-259.670654296875,-1.5298535823822021,0.2263040393590927,0.6099392175674438,99,0,26,0.013110309839248657,0.0,0.3,120,125,wall,0,1,1,1,1,1
8,0.0,0.0,-320.0751037597656,-0.08617928624153137,0.6162108182907104,0.0209883451461792,72,0,53,0.022529063746333122,0.0,0.3,120,125,wall,0,1,1,1,1,1
12,0.0,0.0,-308.66619873046875,-0.08666666597127914,0.6186631321907043,0.019875705242156982,77,0,52,0.035749565809965134,0.0,0.3,120,129,wall,0,1,1,1,1,1
16,0.0,0.0,-292.9923095703125,-1.66082763671875,0.23951147496700287,0.635436475276947,90,0,36,0.09467463940382004,0.0,0.3,120,126,wall,0,1,1,1,1,1
20,0.0,0.0,-355.5352478027344,-0.05977608636021614,0.5101704597473145,0.021786987781524658,66,0,59,0.02420545369386673,0.0,0.3,120,125,wall,0,1,1,1,1,1
24,0.0,0.0,-268.10504150390625,-1.3701962232589722,0.2735176980495453,0.5758689045906067,90,0,34,0.046871330589056015,0.0,0.3,120,124,wall,0,1,1,1,1,1
28,0.0,0.0,-269.54248046875,-1.3389666080474854,0.31517496705055237,0.5680128335952759,94,0,31,0.035707347095012665,0.0,0.3,120,125,wall,0,1,1,1,1,1
32,0.0,0.0,-398.6576843261719,-1.2243989706039429,0.529926061630249,0.533562183380127,90,7,30,0.06365959346294403,0.0,0.3,120,127,wall,0,1,1,1,1,1
36,0.0,0.0,-622.7333374023438,-3.504574775695801,0.5156173706054688,0.9187742471694946,108,13,39,0.08854445070028305,0.0,0.3,120,160,wall,0,1,1,1,1,1
