run,ape_raw_rmse,ape_umey_rmse,ape_umey_scale_rmse,rpe_2m_rmse,rpe_5m_rmse,rpe_10m_rmse,cross_track_mean,cross_track_median,cross_track_max,row_correct_fraction,row_switch_events
run1,61.72841875391552,10.064257860202284,4.977277988298804,8.36362775196794,10.913584341214296,13.969544193778521,6.762903610433038,6.121362224909431,46.09176766398615,0.4786729857819905,13
run2,61.1294383947474,9.995265657308865,5.038326324553014,8.231300731138177,10.797907707530298,14.015238709072417,6.78737274860787,6.133136399446706,46.104312259466354,0.47754137115839246,13
run3,61.14199810441312,10.014560144102253,5.00608607612528,8.161408395034046,10.648620047240952,14.01164699589209,6.789399350342602,6.134793411846496,46.101072336093516,0.4728132387706856,14
