group,n_runs,rtab_tum,gt_tum,noisy_gps_dir,ape_raw_rmse_mean,ape_raw_rmse_std,ape_raw_rmse_min,ape_raw_rmse_max,ape_align_rmse_mean,ape_align_rmse_std,ape_align_rmse_min,ape_align_rmse_max,rpe_2m_align_rmse_mean,rpe_2m_align_rmse_std,rpe_2m_align_rmse_min,rpe_2m_align_rmse_max,rpe_5m_align_rmse_mean,rpe_5m_align_rmse_std,rpe_5m_align_rmse_min,rpe_5m_align_rmse_max,rpe_10m_align_rmse_mean,rpe_10m_align_rmse_std,rpe_10m_align_rmse_min,rpe_10m_align_rmse_max,ape_align_mean_mean,ape_align_mean_std,ape_align_mean_min,ape_align_mean_max,ape_align_median_mean,ape_align_median_std,ape_align_median_min,ape_align_median_max,ape_align_max_mean,ape_align_max_std,ape_align_max_min,ape_align_max_max,cross_track_mean_mean,cross_track_mean_std,cross_track_mean_min,cross_track_mean_max,row_correct_fraction_mean,row_correct_fraction_std,row_correct_fraction_min,row_correct_fraction_max,row_switch_events_mean,row_switch_events_std,row_switch_events_min,row_switch_events_max
rtab_ngps,3,/home/pulver/projects/Outdoor_SLPF/results/rtabmap/rgbd/tum1/rtabmap_rgbd_filtered.tum,/home/pulver/projects/Outdoor_SLPF/results/rtabmap/rgbd/tum1/gps_pose.tum,/home/pulver/projects/Outdoor_SLPF/results/noisy_gps,61.632069650402805,0.007333762231625287,61.624864964913044,61.64213306759009,6.130139853642671,0.017127898279954108,6.105920288672131,6.142576520986908,3.4493820432765925,0.019832056680865923,3.429609588993579,3.47649479783976,7.944641282022356,0.014479485548651432,7.934193660658756,7.965116933855721,4.784565258176198,0.01585294392806278,4.762596730278446,4.799424000578195,5.3302537477039875,0.01727029062186006,5.3059032054704005,5.344066922036176,4.946103798319983,0.01343273016069345,4.934152380031344,4.964867394702721,18.122186955498197,0.06677513546277727,18.029937070442895,18.185800382939387,5.249973050927479,0.01726126043611613,5.226387123521294,5.267216215457861,0.3982456140350877,0.0032821556024332675,0.39473684210526316,0.4026315789473684,16.333333333333332,0.9428090415820634,15.0,17.0
