frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled,detection_drop_rate,detections_raw,detections_kept,detections_dropped
0,1.7406724691390991,-1.2520414590835571,-392.7358093261719,-0.17359717190265656,0.8837993144989014,0.0021643638610839844,52,0,74,0.03767218068242073,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,4,2,2
4,1.754226565361023,-1.271615982055664,-373.81085205078125,-0.17130392789840698,0.8778538107872009,0.0036172866821289062,60,1,64,0.01133040152490139,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,3,2,1
8,1.2063194513320923,-0.6013250350952148,-519.7473754882812,-0.7465227842330933,1.7774176597595215,0.1043860912322998,25,0,100,0.010285934433341026,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,3,1,2
12,1.4497615098953247,-0.8685159087181091,-517.52587890625,-0.7096446752548218,1.7452082633972168,0.08965867757797241,26,0,100,0.010363319888710976,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,4,1,3
16,1.2375710010528564,-0.6328850984573364,-493.1492614746094,-0.6106859445571899,1.2142709493637085,0.2633291482925415,61,6,59,0.03087792731821537,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1,0.4,4,2,2
20,1.7902379035949707,-1.3243601322174072,0.0,-0.6623827815055847,1.2121541500091553,0.28685814142227173,0,0,0,0.04144303873181343,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,2,0,2
24,0.5566646456718445,-0.12804773449897766,-304.29022216796875,-0.8394414782524109,0.6671894192695618,0.4259432554244995,84,0,39,0.0320822149515152,0.5494505494505495,0.3,120,123,wall,both,1,1,1,1,1,1,0.4,6,5,1
28,6.756955623626709,-18.866300582885742,-401.85345458984375,-0.1823628693819046,0.9058855772018433,0.0004787445068359375,50,0,75,0.1561087816953659,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,4,4,0
32,3.062830924987793,-3.876418352127075,-541.3057250976562,-0.17605793476104736,0.8895255327224731,0.007397055625915527,51,1,75,0.0614389143884182,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.4,4,3,1
36,0.05967924743890762,-0.001471740659326315,-351.73406982421875,-0.17246167361736298,0.8809465765953064,0.0007600784301757812,67,1,62,0.03590663895010948,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.4,4,2,2
40,0.6297483444213867,-0.16387726366519928,-865.7603149414062,-0.0641554668545723,0.5371946096420288,0.0025724172592163086,56,25,72,0.30706730484962463,0.49504950495049505,0.3,120,153,wall,both,1,1,1,1,1,1,0.4,5,1,4
44,1.6855034828186035,-1.1739345788955688,-270.6204833984375,-0.21362920105457306,0.9804501533508301,0.0016312599182128906,81,0,50,0.027458077296614647,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.4,4,1,3
48,2.860863447189331,-3.3820409774780273,-317.0846252441406,-0.35357144474983215,1.2613765001296997,0.0002053976058959961,65,0,55,0.030948791652917862,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,2,1
52,3.4616570472717285,-4.951681137084961,-448.79022216796875,-0.12984874844551086,0.7623077630996704,0.013212203979492188,65,0,71,0.03213438019156456,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.4,4,3,1
56,5.07124662399292,-10.627082824707031,-365.7179260253906,-0.1610662043094635,0.8512581586837769,0.0029283761978149414,72,0,67,0.03922666981816292,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.4,3,3,0
60,2.2472405433654785,-2.0868139266967773,-456.20660400390625,-0.09972475469112396,0.6570829153060913,0.030426025390625,97,0,39,0.032076817005872726,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.4,5,3,2
64,5.125389099121094,-10.85521125793457,-324.20489501953125,-0.2955946922302246,1.1527817249298096,0.008316516876220703,74,0,65,0.03293713554739952,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1,0.4,4,1,3
68,2.9297006130218506,-3.5467543601989746,-489.0596618652344,-0.08622463792562485,0.6155046224594116,0.02233785390853882,96,12,27,0.04200580716133118,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,7,4,3
72,2.8335201740264893,-3.3177008628845215,-262.1732177734375,-0.1691358983516693,0.8676379323005676,0.02127814292907715,104,3,25,0.08444823324680328,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,4,2,2
76,1.7170507907867432,-1.2182905673980713,-380.0306701660156,-0.049223028123378754,0.39664971828460693,0.059108734130859375,101,5,29,0.05787366256117821,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,5,5,0
80,4.0222272872924805,-6.685252666473389,-297.5787048339844,-0.20257513225078583,0.9450216889381409,0.03175574541091919,95,0,37,0.038997307419776917,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,5,5,0
84,1.8625798225402832,-1.4335551261901855,-211.41334533691406,-1.1914255619049072,1.6779720783233643,0.37229830026626587,92,0,28,0.03581754490733147,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,5,2,3
88,2.739961862564087,-3.1022274494171143,-245.71156311035156,-0.07689809799194336,0.581842839717865,0.020207762718200684,97,0,30,0.03907513618469238,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.4,6,5,1
92,1.3383796215057373,-0.7401900291442871,-187.1714630126953,-1.4228732585906982,2.020469903945923,0.3554510474205017,89,0,31,0.014575708657503128,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,7,3,4
96,1.3367201089859009,-0.7383555769920349,-285.94549560546875,-0.25552451610565186,0.9348464012145996,0.1225661039352417,110,1,27,0.013719785958528519,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1,0.4,7,3,4
100,4.340880393981934,-7.786463260650635,-589.8582153320312,-0.18692408502101898,0.9151883721351624,0.013977766036987305,94,15,38,0.018555020913481712,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1,0.4,8,6,2
104,1.1814736127853394,-0.576809823513031,-294.9036560058594,-0.6321913003921509,1.3611869812011719,0.23240172863006592,99,2,34,0.018412593752145767,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,5,5,0
108,4.370840072631836,-7.894314765930176,-305.3483581542969,-0.1627214401960373,0.7778676152229309,0.08320826292037964,81,0,39,0.023527653887867928,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,7,5,2
112,2.2292470932006836,-2.053529739379883,-266.2091979980469,-0.983103334903717,1.697359561920166,0.2898349165916443,76,0,44,0.01926557719707489,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,5,5,0
116,0.37681877613067627,-0.058674536645412445,-305.5111389160156,-0.7456544637680054,1.4995627403259277,0.2454724907875061,74,0,47,0.012136323377490044,0.5535055350553506,0.3,120,121,wall,both,1,1,1,1,1,1,0.4,5,2,3
120,3.7361814975738525,-5.768203258514404,-295.7738952636719,-0.261896014213562,1.0594912767410278,0.0552217960357666,75,0,45,0.02031116746366024,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,3,3
124,3.0685582160949707,-3.8909294605255127,-309.15057373046875,-0.22767849266529083,1.0122021436691284,0.0,76,0,49,0.07492595165967941,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,7,3,4
128,1.8301026821136475,-1.383998155593872,-447.20379638671875,-0.19092078506946564,0.9268996119499207,0.00017875432968139648,79,5,52,0.05121609568595886,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1,0.4,4,3,1
132,2.2309670448303223,-2.056699752807617,-295.5123291015625,-0.7137250900268555,1.7793711423873901,0.049826860427856445,73,0,47,0.03608299791812897,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,9,4,5
136,3.8961338996887207,-6.272668838500977,-436.5438232421875,-0.5022278428077698,1.5032907724380493,0.002781093120574951,67,0,58,0.03333257511258125,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1,0.4,8,3,5
140,2.232725143432617,-2.0599427223205566,-366.10699462890625,-0.13350708782672882,0.7751004099845886,0.00025522708892822266,65,0,55,0.0321110375225544,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,4,2
144,1.8684048652648926,-1.4425357580184937,-692.7752685546875,-0.031155899167060852,0.23516379296779633,0.06798756122589111,71,0,75,0.22822830080986023,0.5067567567567568,0.3,120,146,wall,both,1,1,1,1,1,1,0.4,7,4,3
148,1.254319190979004,-0.6501308083534241,-610.1865844726562,-0.019258037209510803,0.06279334425926208,0.06710845232009888,112,15,8,0.043923258781433105,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1,0.4,8,5,3
152,0.14896321296691895,-0.009169436991214752,-510.5070495605469,-0.017554871737957,0.27844929695129395,0.008924543857574463,108,12,12,0.04585398733615875,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1,0.4,7,4,3
156,1.0787537097930908,-0.48087167739868164,-214.61915588378906,-0.03890133276581764,0.3746069669723511,0.04348123073577881,111,0,9,0.02526194415986538,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,6,3,3
160,1.3549050092697144,-0.7585816383361816,-196.2089080810547,-0.10468641668558121,0.6130204796791077,0.07202965021133423,110,0,13,0.03754252567887306,0.5494505494505495,0.3,120,123,wall,both,1,1,1,1,1,1,0.4,5,2,3
164,3.265094518661499,-4.405306339263916,-396.7708740234375,-0.015794824808835983,0.10592394322156906,0.0570865273475647,114,6,14,0.03473705053329468,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.4,3,2,1
168,0.8693890571594238,-0.3123294413089752,-265.1826171875,-0.019803466275334358,0.2609387934207916,0.03383457660675049,112,0,15,0.024824848398566246,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1,0.4,5,3,2
172,3.476531744003296,-4.994327545166016,-270.7108154296875,-0.021655961871147156,0.2251782864332199,0.05044889450073242,113,0,18,0.04260493069887161,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1,0.4,4,1,3
176,1.3004149198532104,-0.6987929344177246,-601.3445434570312,-0.025093887001276016,0.32855066657066345,0.016461074352264404,120,17,11,0.031488507986068726,0.5033557046979865,0.3,120,148,wall,both,1,1,1,1,1,1,0.4,5,3,2
180,1.6143791675567627,-1.0769503116607666,-389.17303466796875,-0.02274985983967781,0.31910210847854614,0.005463302135467529,124,7,9,0.11966671794652939,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1,0.4,4,3,1
184,4.846485614776611,-9.70595932006836,-231.74559020996094,-0.03245917335152626,0.36795589327812195,0.024107694625854492,109,0,11,0.04345119372010231,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,4,2,2
188,2.100436210632324,-1.8230711221694946,-385.02276611328125,-0.1033112108707428,0.6818360686302185,9.775161743164062e-06,134,9,7,0.06001337245106697,0.5,0.3,120,150,wall,both,1,1,1,1,1,1,0.4,4,4,0
192,1.3624788522720337,-0.7670861482620239,-250.98655700683594,-0.030695781111717224,0.34151846170425415,0.03421032428741455,103,0,17,0.027779726311564445,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,1,2
196,1.5298993587493896,-0.9671868085861206,-263.5631103515625,-0.0444214828312397,0.3125520944595337,0.0745965838432312,117,1,16,0.04401363804936409,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1,0.4,1,1,0
200,2.388103723526001,-2.3566277027130127,-339.64984130859375,-0.10986651480197906,0.1806991845369339,0.15855461359024048,120,0,13,0.01841123029589653,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1,0.4,2,2,0
204,4.340202808380127,-7.784032821655273,-269.3322448730469,-0.009341287426650524,0.19839774072170258,0.012066125869750977,109,0,11,0.013979895040392876,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,1,2
208,2.2917916774749756,-2.1703755855560303,0.0,-0.008471891283988953,0.02847941406071186,0.04507166147232056,0,0,0,0.014383750967681408,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,2,0,2
212,4.0503153800964355,-6.778947830200195,-417.4696960449219,-0.04295846074819565,0.3810195326805115,0.05119377374649048,51,0,69,0.01002687681466341,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,3,1,2
216,1.2688415050506592,-0.6652721762657166,-381.6565856933594,-0.05918712168931961,0.5160833597183228,6.556510925292969e-06,57,0,63,0.009776069782674313,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1,0.4,1,1,0
220,0.8721262216567993,-0.31429922580718994,0.0,-0.08570254594087601,0.6210036277770996,0.0009324550628662109,0,0,0,0.008269122801721096,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,1,0,1
224,1.558424472808838,-1.0035895109176636,0.0,-0.05898364260792732,0.5054657459259033,0.023252427577972412,0,0,0,0.012299240566790104,0.5,0.3,0,0,wall,both,1,1,1,1,1,1,0.4,1,0,1
228,2.7106945514678955,-3.0363078117370605,-509.71429443359375,-0.028117217123508453,0.3533347249031067,0.009569644927978516,57,0,73,0.009938906878232956,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1,0.4,1,1,0
