option,variant,n_runs,ape_align_rmse_mean,ape_align_rmse_std,row_correct_fraction_mean,row_correct_fraction_std,cross_track_mean_mean,cross_track_mean_std,row_switch_events_mean,row_switch_events_std,runtime_sec_mean,runtime_sec_std,delta_ape_align_vs_baseline,delta_row_correct_vs_baseline
baseline,full_map,3,0.9962444225939638,0.027585631269871257,0.7243107769423558,0.01818842193573702,1.3059060748285367,0.047195759339142586,33.0,0.816496580927726,0.0,0.0,0.0,0.0
detection_drop,drop_20pct,3,1.021191171488863,0.0816547110525706,0.7326649958228906,0.007747383872594589,1.305760572782206,0.052259278592015686,33.333333333333336,4.109609335312651,35.655538161595665,0.11525616193881316,0.02494674889489923,0.00835421888053478
detection_drop,drop_40pct,3,1.0485826998029986,0.09013445701436618,0.7351712614870509,0.027250637310442923,1.262829145056995,0.04883293859514828,30.666666666666668,0.9428090415820634,35.89754025141398,0.10485450971351294,0.05233827720903472,0.010860484544695126
landmark_removal,remove_30pct,3,1.0452145601380984,0.036408945313424146,0.720969089390142,0.010501090300732282,1.2650809834846781,0.016112292193257906,30.333333333333332,2.0548046676563256,35.6460665067037,0.13536926726743095,0.048970137544134595,-0.003341687552213757
landmark_removal,remove_50pct,3,1.1272079993565225,0.12852643485227055,0.7159565580618211,0.005149886385103549,1.3226957564197963,0.023649228097469638,31.0,0.816496580927726,35.6931361357371,0.08081664112923499,0.13096357676255865,-0.00835421888053467
