variant,n_runs,section_ape_mean_mean,section_ape_mean_std,section_ape_peak_mean,section_ape_peak_std,post_ape_mean_mean,post_ape_mean_std,baseline_post_ape_mean_mean,baseline_post_ape_mean_std,post_to_section_ratio_mean,post_to_section_ratio_std,recovery_frames_mean,recovery_frames_std,recovery_distance_m_mean,recovery_distance_m_std,recovered_fraction
remove_30pct,3,0.7442047664269721,0.057165465706973215,1.7206332251169218,0.25777495818807594,0.8240067194412181,0.04335912264962311,0.8610338479239267,0.05325056321687516,1.116285932151175,0.1262917207753176,18.666666666666668,6.847546194724712,11.923801551936378,4.806101548241953,1.0
remove_50pct,3,1.06698919462385,0.16544938644558604,2.6615705006175268,0.46233518190000106,0.8692314656101718,0.06163530536919673,0.8610338479239267,0.05325056321687516,0.8294420086793742,0.1067927621214225,18.666666666666668,6.128258770283412,11.79064618659722,4.462009758024317,1.0
