frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,1.4356878995895386,-0.8517353534698486,-494.0387268066406,-1.9498754739761353,1.7556504011154175,0.55669105052948,40,0,86,0.04541784152388573,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
4,2.973271131515503,-3.653033494949341,-503.1611328125,-0.3721787929534912,1.2296611070632935,0.0941285490989685,31,0,94,0.010044573806226254,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
8,2.510054588317871,-2.6034603118896484,-505.9359130859375,-0.3744359016418457,1.2407453060150146,0.08900761604309082,31,0,94,0.009021568112075329,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
12,1.275475025177002,-0.6722464561462402,-497.9837951660156,-0.35851427912712097,1.21458101272583,0.08671313524246216,33,0,96,0.0081839794293046,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1
16,0.3806484639644623,-0.059873245656490326,-471.4383239746094,-0.6009916067123413,0.9943276047706604,0.3056377172470093,63,0,63,0.03934195637702942,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
20,3.392934799194336,-4.7570271492004395,-419.8388366699219,-0.5670216679573059,1.0007328987121582,0.2905099391937256,68,0,57,0.017933916300535202,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
24,1.9309628009796143,-1.5407508611679077,-298.6668395996094,-0.21330006420612335,0.6109735369682312,0.17870372533798218,92,0,32,0.018420202657580376,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1
28,2.0646450519561768,-1.7614706754684448,-314.4122619628906,-0.22603777050971985,0.5976220369338989,0.18956345319747925,92,0,33,0.024704216048121452,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
32,3.5089807510375977,-5.08799409866333,-665.2250366210938,-0.1324172168970108,0.7366099953651428,0.05386066436767578,27,0,100,0.021332599222660065,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
36,2.5949602127075195,-2.782569408416748,-678.8333740234375,-0.2759956121444702,1.039886236190796,0.09351307153701782,46,8,106,0.11405539512634277,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1
40,2.937877893447876,-3.5665810108184814,-333.1832580566406,-0.08918348699808121,0.44940248131752014,0.10418355464935303,131,4,21,0.01915515400469303,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
44,3.226651906967163,-4.302182674407959,-467.6628723144531,-0.1892966330051422,0.9201325178146362,0.016811251640319824,47,2,82,0.0140467444434762,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1
48,1.4210366010665894,-0.8344400525093079,-755.9817504882812,-0.2493198812007904,1.0591760873794556,0.002157151699066162,18,0,112,0.007332812529057264,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
