frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
112,2.8122100830078125,-3.2679855823516846,-312.2535095214844,-0.15505650639533997,0.8340429663658142,0.010760128498077393,74,0,46,0.022434176877141,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
116,0.6914560794830322,-0.19756673276424408,-307.2676696777344,-0.46899938583374023,1.3458470106124878,0.12762993574142456,76,0,45,0.019649576395750046,0.5535055350553506,0.3,120,121,wall,both,1,1,1,1,1,1
120,3.2915096282958984,-4.476873874664307,-307.4122009277344,-0.07630675286054611,0.5765268206596375,0.024469077587127686,79,0,41,0.013181610032916069,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
124,3.3800208568573,-4.720884323120117,-344.30096435546875,-0.041053786873817444,0.4248799681663513,0.015155971050262451,85,0,40,0.025360219180583954,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
128,1.3083728551864624,-0.7073716521263123,-391.3627014160156,-0.07057256996631622,0.5606480240821838,0.013302803039550781,84,0,52,0.014835859648883343,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
132,2.8493692874908447,-3.354919195175171,-297.8866271972656,-0.31133896112442017,1.1826244592666626,0.011489570140838623,81,0,44,0.023450255393981934,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
136,4.179043769836426,-7.216696739196777,-604.9613037109375,-0.3674154281616211,1.2701289653778076,0.0467492938041687,72,0,75,0.0277055986225605,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1
140,1.9275153875350952,-1.5352542400360107,-595.8258666992188,-0.04233432561159134,0.42805877327919006,0.019895195960998535,70,6,65,0.033553238958120346,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
144,1.7265137434005737,-1.2317559719085693,-730.1865234375,-0.022172769531607628,0.10826244205236435,0.06924015283584595,74,0,72,0.1980743706226349,0.5067567567567568,0.3,120,146,wall,both,1,1,1,1,1,1
148,0.8155386447906494,-0.2748360335826874,-567.4866943359375,-0.14853933453559875,0.8136309385299683,0.018712937831878662,59,6,70,0.03995784372091293,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
152,0.16506271064281464,-0.01125855278223753,-425.6104431152344,-0.004938014782965183,0.14507073163986206,0.00800013542175293,113,7,12,0.03466474264860153,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
156,0.9648943543434143,-0.3847194314002991,-190.463134765625,-0.05253055319190025,0.48378700017929077,0.011281430721282959,112,0,8,0.041869256645441055,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
160,1.4718519449234009,-0.8951851725578308,-265.8518981933594,-0.06584888696670532,0.5385621190071106,0.018477320671081543,116,3,7,0.035967059433460236,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
164,3.575197696685791,-5.281833648681641,-371.95684814453125,-0.07484246790409088,0.25837162137031555,0.12125146389007568,115,6,13,0.05974123626947403,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1
168,0.6349674463272095,-0.16660481691360474,-336.73876953125,-0.011876353994011879,0.023875921964645386,0.05365324020385742,112,1,15,0.0356890894472599,0.539568345323741,0.3,120,128,wall,both,1,1,1,1,1,1
172,3.753223419189453,-5.820944309234619,-308.0301208496094,-0.07974516600370407,0.5664258599281311,0.045494019985198975,118,4,13,0.03792431950569153,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
176,1.6998803615570068,-1.1940467357635498,-515.4305419921875,-0.07166337221860886,0.5584882497787476,0.023995935916900635,123,15,10,0.030028358101844788,0.5033557046979865,0.3,120,148,wall,both,1,1,1,1,1,1
180,1.3556013107299805,-0.7593615055084229,-369.6026611328125,-0.05330151692032814,0.489541232585907,0.003350496292114258,125,8,7,0.1368027776479721,0.5172413793103449,0.3,120,140,wall,both,1,1,1,1,1,1
184,5.259190082550049,-11.42937183380127,-465.10003662109375,-0.061125002801418304,0.5244417786598206,0.0011276602745056152,131,12,6,0.048571813851594925,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1
188,2.1017796993255615,-1.8254040479660034,-384.97796630859375,-0.1316598504781723,0.7697128057479858,0.0007908940315246582,132,11,7,0.04761195927858353,0.5,0.3,120,150,wall,both,1,1,1,1,1,1
192,1.4065347909927368,-0.8174958825111389,-402.8664245605469,-0.0547371543943882,0.4947519600391388,0.009149789810180664,124,8,18,0.04929027333855629,0.5,0.3,120,150,wall,both,1,1,1,1,1,1
196,1.659651517868042,-1.1381995677947998,-374.836669921875,-0.0026295126881450415,0.10518433153629303,0.006470799446105957,113,0,21,0.038147058337926865,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1
200,2.379267454147339,-2.3392202854156494,-326.1687316894531,-0.004274553619325161,0.1297471672296524,0.011433720588684082,119,2,12,0.040272995829582214,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
204,4.050729274749756,-6.780333042144775,-537.9644775390625,-0.010942313820123672,0.1464010775089264,0.0389094352722168,62,0,74,0.013750112615525723,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
208,2.480473041534424,-2.542457103729248,-451.48046875,-0.02168080396950245,0.31139105558395386,0.005711793899536133,120,0,14,0.012443753890693188,0.528169014084507,0.3,120,134,wall,both,1,1,1,1,1,1
212,4.095834255218506,-6.9321722984313965,-478.53387451171875,-0.048155173659324646,0.46544575691223145,0.0017849206924438477,62,0,75,0.01100038830190897,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1
216,1.145890235900879,-0.5425885915756226,-372.4324951171875,-0.11592215299606323,0.6992118954658508,0.04222780466079712,56,0,64,0.007915404625236988,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
220,0.9274343848228455,-0.35542747378349304,-216.98606872558594,-0.06465639173984528,0.5393649339675903,0.0014614462852478027,113,0,7,0.009678472764790058,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
224,1.6481657028198242,-1.1225000619888306,-512.3922729492188,-0.019640017300844193,0.297254353761673,0.0010415911674499512,63,0,64,0.012633869424462318,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
228,2.6715734004974365,-2.9492990970611572,-514.8584594726562,-0.013225682079792023,0.18647494912147522,0.036702871322631836,57,0,73,0.011445851065218449,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
232,0.2937537133693695,-0.03565753623843193,-646.8467407226562,-0.011640522629022598,0.034636206924915314,0.052788376808166504,89,0,66,0.017084447667002678,0.49180327868852464,0.3,120,155,wall,both,1,1,1,1,1,1
236,2.4414803981781006,-2.463151216506958,-492.72613525390625,-0.9869650602340698,0.3814540505409241,0.4836159348487854,107,14,4,0.020857637748122215,0.5454545454545454,0.3,100,125,wall,both,1,1,1,1,1,1
240,1.9718694686889648,-1.6067227125167847,0.0,-0.08495540171861649,0.6129335761070251,0.018972933292388916,0,0,0,0.007390245329588652,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
244,2.0199010372161865,-1.685950517654419,0.0,-1.8869450092315674,2.2672252655029297,0.42713016271591187,0,0,0,0.01005378644913435,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
248,0.4937962293624878,-0.1007581427693367,-367.4502258300781,-0.96919184923172,2.0830163955688477,0.0349268913269043,42,0,55,0.009971757419407368,0.6072874493927126,0.3,97,97,wall,both,1,1,1,1,1,1
252,1.540036678314209,-0.9800466299057007,0.0,-1.355183720588684,2.3388960361480713,0.18489253520965576,0,0,0,0.006914197001606226,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
256,2.058126449584961,-1.7503654956817627,-629.4595336914062,-2.175154209136963,2.3130404949188232,0.4915551543235779,2,0,118,0.020959390327334404,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
260,4.539766311645508,-8.516312599182129,-887.1044921875,-4.740504264831543,4.32857608795166,0.3759273290634155,1,0,132,0.021678287535905838,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
264,4.4504289627075195,-8.184428215026855,-616.5408325195312,-0.5648322701454163,1.5942851305007935,4.839897155761719e-05,43,8,109,0.04562299698591232,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1
268,2.834711790084839,-3.3204920291900635,-1393.2489013671875,-0.4204232394695282,1.3344719409942627,0.07777011394500732,27,0,106,0.01745847426354885,0.5300353356890459,0.3,88,133,wall,both,1,1,1,1,1,1
272,1.8274821043014526,-1.380037546157837,-454.2728271484375,-0.03941015154123306,0.36123859882354736,0.05050593614578247,101,5,45,0.010816210880875587,0.4983388704318937,0.3,120,151,wall,both,1,1,1,1,1,1
276,1.8168917894363403,-1.364089012145996,-448.3675231933594,-0.03354900702834129,0.297850638628006,0.05821913480758667,113,9,17,0.01969858631491661,0.5190311418685121,0.3,113,139,wall,both,1,1,1,1,1,1
280,3.604278564453125,-5.368108749389648,-510.02252197265625,-0.07101774215698242,0.5649363398551941,0.004820287227630615,130,15,14,0.017754938453435898,0.4854368932038835,0.3,105,159,wall,both,1,1,1,1,1,1
284,1.2478306293487549,-0.6434219479560852,-424.9269714355469,-0.028399527072906494,0.23344199359416962,0.06317377090454102,140,0,35,0.009399193339049816,0.46153846153846145,0.3,120,175,wall,both,1,1,1,1,1,1
288,0.9880495071411133,-0.40340569615364075,-458.1418762207031,-0.02969825454056263,0.2553311288356781,0.061046063899993896,103,10,20,0.009896422736346722,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
292,2.3490564823150635,-2.2801926136016846,-299.465087890625,-0.09015855193138123,0.3473133146762848,0.12458491325378418,108,0,22,0.011941005475819111,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
296,2.8036410808563232,-3.248100519180298,-134.6306915283203,-0.22407497465610504,1.0041509866714478,0.0009930729866027832,117,2,10,0.01183425635099411,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1
300,0.9219329953193665,-0.35122331976890564,-53.12683868408203,-0.22385340929031372,1.003663420677185,3.5822391510009766e-05,128,0,5,0.015904176980257034,0.5300353356890459,0.3,120,133,wall,both,1,1,1,1,1,1
304,1.050727367401123,-0.4562098979949951,-106.88998413085938,-0.20856676995754242,0.9679405689239502,0.009453654289245605,123,3,0,0.016420088708400726,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
308,2.7340800762176514,-3.0889229774475098,-156.2347412109375,-0.05926543101668358,0.51518315076828,0.008350491523742676,127,0,3,0.014451649971306324,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
312,5.222992420196533,-11.272582054138184,-534.8944702148438,-0.1047927662730217,0.6861768364906311,0.006299257278442383,121,16,5,0.015528198331594467,0.5136986301369862,0.3,120,142,wall,both,1,1,1,1,1,1
316,1.1232136487960815,-0.5213260054588318,-646.9937744140625,-0.17270506918430328,0.8810834884643555,0.006861329078674316,132,25,5,0.010413391515612602,0.4807692307692307,0.3,120,162,wall,both,1,1,1,1,1,1
320,3.3173959255218506,-4.547568321228027,-1123.3837890625,-0.0038572303019464016,0.1316181719303131,0.0013644099235534668,121,21,35,0.013955977745354176,0.4587155963302753,0.3,98,177,wall,both,1,1,1,1,1,1
324,1.0642445087432861,-0.46802327036857605,-338.5694580078125,-0.318800151348114,1.0564149618148804,0.1317017674446106,131,0,23,0.011801422573626041,0.49342105263157904,0.3,120,154,wall,both,1,1,1,1,1,1
328,2.3470706939697266,-2.276339054107666,-153.78482055664062,-0.3311942219734192,1.218357801437378,0.018041133880615234,111,0,14,0.012872998602688313,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
332,1.0189425945281982,-0.42902642488479614,-216.95211791992188,-0.046715717762708664,0.4559285342693329,0.011310994625091553,129,4,4,0.017946800217032433,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1
336,3.436483860015869,-4.8799262046813965,-479.5708923339844,-0.0796554833650589,0.5051713585853577,0.07497650384902954,124,5,20,0.011237318627536297,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1
340,1.1211470365524292,-0.5194092988967896,-798.8082275390625,-0.21645356714725494,0.9835084676742554,0.01917332410812378,120,37,18,0.011377639137208462,0.46153846153846145,0.3,120,175,wall,both,1,1,1,1,1,1
344,4.188718795776367,-7.250150203704834,-609.700927734375,-0.2518044412136078,1.0644760131835938,0.0007662177085876465,134,12,33,0.018838800489902496,0.45592705167173253,0.3,120,179,wall,both,1,1,1,1,1,1
348,2.0539181232452393,-1.743214726448059,-771.9520874023438,-0.29184046387672424,1.1426674127578735,0.0203324556350708,121,27,42,0.010184340178966522,0.4411764705882353,0.3,120,190,wall,both,1,1,1,1,1,1
352,2.141624689102173,-1.8952711820602417,-631.17529296875,-0.16559650003910065,0.8630067706108093,0.004687488079071045,127,3,64,0.012739893980324268,0.43604651162790703,0.3,120,194,wall,both,1,1,1,1,1,1
356,2.4912562370300293,-2.564610481262207,-609.2089233398438,-0.2545645236968994,1.0702929496765137,0.0008485913276672363,128,0,63,0.01873655430972576,0.4398826979472141,0.3,120,191,wall,both,1,1,1,1,1,1
360,1.5780694484710693,-1.0290508270263672,-601.948974609375,-0.0384611040353775,0.3763605058193207,0.04136502742767334,103,0,41,0.032384246587753296,0.5102040816326531,0.3,120,144,wall,both,1,1,1,1,1,1
364,0.8712047338485718,-0.31363537907600403,0.0,-0.15119126439094543,0.8089634776115417,0.03757953643798828,0,0,0,0.01125931553542614,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
368,3.2062346935272217,-4.247909069061279,0.0,-0.02835133485496044,0.356575608253479,0.0048656463623046875,0,0,0,0.018760036677122116,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
372,1.4737648963928223,-0.8975135684013367,0.0,-0.12140142917633057,0.5825226306915283,0.10615354776382446,0,0,0,0.009797121398150921,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
376,1.6605418920516968,-1.1394211053848267,0.0,-0.012023546732962132,0.0031659440137445927,0.05426990985870361,0,0,0,0.01134680025279522,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
380,0.45498570799827576,-0.08554214239120483,0.0,-0.026295358315110207,0.34390830993652344,0.0017490983009338379,0,0,0,0.009333092719316483,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
384,0.5472186207771301,-0.12373892962932587,0.0,-0.036530204117298126,0.23668646812438965,0.07681077718734741,0,0,0,0.008955581113696098,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
388,0.4797935485839844,-0.0951247289776802,0.0,-1.0041728019714355,2.1254262924194336,0.008543074131011963,0,0,0,0.009005567990243435,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
392,0.6956503987312317,-0.19997085630893707,0.0,-0.21201182901859283,0.9577144980430603,0.044783055782318115,0,0,0,0.01106981746852398,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
396,0.5390020608901978,-0.12005091458559036,0.0,-0.6322530508041382,1.686753749847412,0.0001372694969177246,0,0,0,0.00903993844985962,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
400,1.2359954118728638,-0.6312746405601501,0.0,-1.3734437227249146,2.485778331756592,0.00873875617980957,0,0,0,0.0159017201513052,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
404,1.271510124206543,-0.6680734753608704,-812.2341918945312,-1.0892771482467651,2.2057371139526367,0.04456031322479248,13,0,77,0.03403853997588158,0.625,0.3,74,90,wall,both,1,1,1,1,1,1
408,0.9802212119102478,-0.39703866839408875,-563.7197875976562,-0.428928405046463,1.2865372896194458,0.1223609447479248,63,0,83,0.017334066331386566,0.5067567567567568,0.3,117,146,wall,both,1,1,1,1,1,1
412,2.2036852836608887,-2.0067059993743896,-381.58489990234375,-0.055153366178274155,0.457623690366745,0.0459439754486084,90,0,45,0.01194281131029129,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
416,2.129531145095825,-1.8739267587661743,-357.46258544921875,-0.11127301305532455,0.7049873471260071,0.014234066009521484,88,5,48,0.011254043318331242,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
420,2.1988370418548584,-1.9978859424591064,-510.61883544921875,-0.27178457379341125,0.06258802115917206,0.25763142108917236,104,0,33,0.009489286690950394,0.5226480836236934,0.3,120,137,wall,both,1,1,1,1,1,1
424,0.7902746200561523,-0.2580718696117401,-494.7854309082031,-0.15469907224178314,0.8199734091758728,0.03598892688751221,145,11,19,0.017892885953187943,0.46153846153846145,0.3,120,175,wall,both,1,1,1,1,1,1
428,1.2066855430603027,-0.6016900539398193,-271.20355224609375,-0.2887275516986847,1.1349471807479858,0.024659335613250732,146,6,10,0.013793542049825191,0.4807692307692307,0.3,120,162,wall,both,1,1,1,1,1,1
432,0.5677078366279602,-0.13317857682704926,-486.6875,-0.13642103970050812,0.7835130095481873,0.0003387928009033203,142,19,12,0.01822548545897007,0.46439628482972134,0.3,120,173,wall,both,1,1,1,1,1,1
436,0.22273482382297516,-0.02050033025443554,-149.04722595214844,-0.1358349323272705,0.7796139717102051,0.013723611831665039,146,0,9,0.01068838406354189,0.49180327868852464,0.3,120,155,wall,both,1,1,1,1,1,1
440,0.560468852519989,-0.1298038512468338,-144.37684631347656,-0.08365268260240555,0.6130917072296143,0.005500078201293945,131,0,17,0.013988113030791283,0.5033557046979865,0.3,120,148,wall,both,1,1,1,1,1,1
444,0.8972058892250061,-0.33263570070266724,-254.02297973632812,-0.0876007080078125,0.5957391858100891,0.04625535011291504,129,5,16,0.029651477932929993,0.5,0.3,120,150,wall,both,1,1,1,1,1,1
448,2.2503507137298584,-2.0925941467285156,-573.8577270507812,-0.03455448895692825,0.39200809597969055,0.009967625141143799,129,6,21,0.04218923673033714,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
452,0.5965235829353333,-0.1470414698123932,-720.2935791015625,-0.024590391665697098,0.24008488655090332,0.053725481033325195,132,2,33,0.017937809228897095,0.47318611987381703,0.3,120,167,wall,both,1,1,1,1,1,1
456,1.0387240648269653,-0.4458461105823517,-539.1809692382812,-0.017421355471014977,0.2428571730852127,0.03251338005065918,140,8,28,0.03728190064430237,0.4601226993865031,0.3,120,176,wall,both,1,1,1,1,1,1
460,5.201277732849121,-11.179044723510742,-1007.0401611328125,-0.0218246728181839,0.31330442428588867,0.0016722679138183594,100,36,27,0.03128949925303459,0.47923322683706066,0.3,120,163,wall,both,1,1,1,1,1,1
464,2.1687252521514893,-1.9435408115386963,-719.6067504882812,-0.2352045774459839,1.020965576171875,0.029560625553131104,132,31,28,0.014039790257811546,0.4398826979472141,0.3,120,191,wall,both,1,1,1,1,1,1
468,0.8789616227149963,-0.31924524903297424,-560.13720703125,-0.2729431688785553,1.106595754623413,0.01417398452758789,145,26,20,0.008888235315680504,0.4398826979472141,0.3,120,191,wall,both,1,1,1,1,1,1
472,1.805846095085144,-1.3475536108016968,-179.42005920410156,-0.2413569688796997,1.0420747995376587,0.0031862854957580566,118,3,11,0.016010992228984833,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
476,2.0755555629730225,-1.7801367044448853,-238.91920471191406,-0.06699290871620178,0.5332075953483582,0.030563771724700928,129,6,6,0.014789258129894733,0.5154639175257733,0.3,120,141,wall,both,1,1,1,1,1,1
480,5.293933868408203,-11.58088207244873,-126.9344711303711,-0.01732717640697956,0.24125945568084717,0.03280484676361084,115,0,5,0.023748015984892845,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
484,3.8611721992492676,-6.160599231719971,-1012.9747924804688,-0.007475920952856541,0.05237666144967079,0.0410151481628418,109,13,58,0.011507046408951283,0.45454545454545453,0.3,120,180,wall,both,1,1,1,1,1,1
488,0.3716757595539093,-0.05708382651209831,-272.9730529785156,-0.12553516030311584,0.7514027953147888,0.004055142402648926,148,5,19,0.01223461888730526,0.46583850931677023,0.3,120,172,wall,both,1,1,1,1,1,1
492,1.811980962753296,-1.3567252159118652,-443.25433349609375,-0.060673631727695465,0.1507784128189087,0.11673599481582642,97,3,44,0.01625879481434822,0.5102040816326531,0.3,120,144,wall,both,1,1,1,1,1,1
496,1.6679811477661133,-1.1496531963348389,-515.9340209960938,-0.10548652708530426,0.6889711618423462,0.0006641149520874023,118,12,19,0.01736457645893097,0.5016722408026756,0.3,120,149,wall,both,1,1,1,1,1,1
500,3.2187538146972656,-4.281147003173828,-811.1854858398438,-0.20306609570980072,0.9558691382408142,0.0024656057357788086,118,33,27,0.012567549012601376,0.4573170731707317,0.3,120,178,wall,both,1,1,1,1,1,1
504,2.203899621963501,-2.007096290588379,-529.0817260742188,-0.21690677106380463,0.9879286885261536,0.002052128314971924,134,21,29,0.014440719969570637,0.44910179640718567,0.3,120,184,wall,both,1,1,1,1,1,1
508,0.9914394021034241,-0.4061785042285919,-455.7749938964844,-0.059972282499074936,0.4566306173801422,0.05780065059661865,110,11,25,0.009631208144128323,0.5067567567567568,0.3,119,146,wall,both,1,1,1,1,1,1
512,3.095473527908325,-3.9594857692718506,-600.9053955078125,-0.17684267461299896,0.8825228214263916,0.03037416934967041,105,21,16,0.014224068261682987,0.5136986301369862,0.3,115,142,wall,both,1,1,1,1,1,1
516,1.6407628059387207,-1.1124390363693237,0.0,-0.007183225359767675,0.007277059368789196,0.04191666841506958,0,0,0,0.008833175525069237,0.5,0.3,0,0,wall,both,1,1,1,1,1,1
