frame_idx,gps_dist,log_gps,log_semantic,log_corridor,corridor_dist,corridor_heading_misalign,correct_hits,incorrect_hits,no_hits,weight,gps_weight_used,corridor_weight_used,num_background_used,num_observations,semantic_model_used,semantic_classes_mode,gps_enabled,semantic_enabled,corridor_enabled,background_enabled,dynamic_gps_enabled,pose_smoothing_enabled
0,3.379239320755005,-4.718701362609863,-236.8583526611328,-0.24815161526203156,0.855201780796051,0.14483821392059326,94,0,32,0.04524143785238266,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
4,4.186966419219971,-7.244085311889648,-421.83526611328125,-0.007589933928102255,0.15384690463542938,0.023893415927886963,62,0,63,0.006900145206600428,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
8,0.6971283555030823,-0.20082144439220428,-363.0344543457031,-0.013535757549107075,0.2449820339679718,0.006979405879974365,90,0,35,0.009269535541534424,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
12,2.9578633308410645,-3.6152708530426025,-403.3542175292969,-0.009751164354383945,0.17985551059246063,0.02505725622177124,66,0,63,0.016042102128267288,0.5376344086021506,0.3,120,129,wall,both,1,1,1,1,1,1
16,2.1206588745117188,-1.8583446741104126,-391.5040588378906,-0.007817480713129044,0.10978644341230392,0.03548324108123779,74,0,52,0.027933606877923012,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
20,4.7409348487854,-9.28779411315918,-581.596923828125,-0.17670947313308716,0.8081713914871216,0.08794271945953369,34,0,91,0.05862867832183838,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
24,0.7386031746864319,-0.2254275381565094,-324.076171875,-0.015197663567960262,0.2604924440383911,0.005387783050537109,91,0,33,0.2155233770608902,0.5474452554744526,0.3,120,124,wall,both,1,1,1,1,1,1
28,1.349586009979248,-0.7526373267173767,-326.6824645996094,-0.006804398261010647,0.12256953865289688,0.029140055179595947,85,0,40,0.03099129907786846,0.5454545454545454,0.3,120,125,wall,both,1,1,1,1,1,1
32,1.5740100145339966,-1.0237634181976318,-438.1475524902344,-0.01644115522503853,0.25249195098876953,0.023603618144989014,82,3,42,0.023725014179944992,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
36,3.831674814224243,-6.066831111907959,-584.9480590820312,-0.006887353956699371,0.17603515088558197,0.0005067586898803711,86,0,74,0.04446159675717354,0.48387096774193555,0.3,120,160,wall,both,1,1,1,1,1,1
40,1.9693397283554077,-1.6026028394699097,-512.8759155273438,-5.6395445426460356e-05,0.015919402241706848,0.00013846158981323242,118,3,35,0.051423318684101105,0.49019607843137253,0.3,120,156,wall,both,1,1,1,1,1,1
44,1.4831334352493286,-0.9089606404304504,-279.7796936035156,-0.019246017560362816,0.2882457971572876,0.013846397399902344,108,2,21,0.02990635856986046,0.5338078291814947,0.3,120,131,wall,both,1,1,1,1,1,1
48,3.7167282104492188,-5.708292484283447,-180.86021423339844,-0.05492526665329933,0.49683910608291626,0.004138588905334473,110,0,20,0.07242828607559204,0.5357142857142857,0.3,120,130,wall,both,1,1,1,1,1,1
52,2.9752817153930664,-3.657975673675537,-474.9431457519531,-0.004224975593388081,0.003637072630226612,0.03216207027435303,83,1,52,0.05005475878715515,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
56,2.6971628665924072,-3.0060691833496094,-496.2967834472656,-0.02507779374718666,0.3314724862575531,0.012729108333587646,84,0,55,0.03770742937922478,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
60,3.5649774074554443,-5.251678943634033,-160.44882202148438,-0.15456198155879974,0.8334950804710388,0.0066606998443603516,108,0,28,0.09996262192726135,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
64,3.429999589920044,-4.861527442932129,-397.5383605957031,-0.009007545188069344,0.19221101701259613,0.013978362083435059,94,0,45,0.09864434599876404,0.5190311418685121,0.3,120,139,wall,both,1,1,1,1,1,1
68,3.7041633129119873,-5.66976261138916,-392.9151306152344,-0.08925099670886993,0.6192419528961182,0.03145146369934082,102,4,29,0.04416317492723465,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
72,0.023969346657395363,-0.0002374089090153575,-380.69390869140625,-0.02003890462219715,0.286626935005188,0.02089613676071167,73,0,59,0.03809291869401932,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
76,1.03778874874115,-0.44504356384277344,-454.1274719238281,-0.0018237383337691426,0.0865844264626503,0.00621718168258667,84,0,51,0.04026089981198311,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
80,3.0023679733276367,-3.724881410598755,-430.5517272949219,-0.00012392360076773912,0.008109061978757381,0.00517505407333374,93,0,39,0.03890619054436684,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
84,2.7601373195648193,-3.1480817794799805,-524.8026123046875,-0.4810938239097595,1.1760355234146118,0.20632034540176392,103,0,33,0.04313548281788826,0.5244755244755245,0.3,120,136,wall,both,1,1,1,1,1,1
88,2.29353404045105,-2.1736767292022705,-344.57745361328125,-0.6952999830245972,1.474769949913025,0.2278919816017151,94,0,33,0.05436551570892334,0.5415162454873647,0.3,120,127,wall,both,1,1,1,1,1,1
92,1.1771512031555176,-0.572597086429596,-274.60821533203125,-0.06291821599006653,0.48340103030204773,0.051890015602111816,90,0,36,0.04008837044239044,0.5434782608695653,0.3,120,126,wall,both,1,1,1,1,1,1
96,1.409926176071167,-0.8214428424835205,-439.7894592285156,-0.01515523437410593,0.2600017786026001,0.005704164505004883,89,0,49,0.03514621779322624,0.5208333333333334,0.3,120,138,wall,both,1,1,1,1,1,1
100,4.295632839202881,-7.624983787536621,-678.4739379882812,-0.10265938937664032,0.46229347586631775,0.11625808477401733,82,17,48,0.0263508427888155,0.5050505050505051,0.3,120,147,wall,both,1,1,1,1,1,1
104,0.43466949462890625,-0.07807337492704391,-302.3382873535156,-0.04054516553878784,0.23776786029338837,0.08279871940612793,112,0,23,0.07786864042282104,0.5263157894736842,0.3,120,135,wall,both,1,1,1,1,1,1
108,3.0468690395355225,-3.836120128631592,-318.4815673828125,-0.06457650661468506,0.5325896739959717,0.019441723823547363,110,4,18,0.031758781522512436,0.5319148936170213,0.3,120,132,wall,both,1,1,1,1,1,1
112,5.452155590057373,-12.283470153808594,-194.89991760253906,-0.13116160035133362,0.09747177362442017,0.1778126358985901,114,0,6,0.024410920217633247,0.5555555555555556,0.3,120,120,wall,both,1,1,1,1,1,1
