method,n_runs,runtime_sec_mean,runtime_sec_std,ape_raw_rmse_mean,ape_raw_rmse_std,ape_raw_rmse_median,ape_align_rmse_mean,ape_align_rmse_std,ape_align_rmse_median,rpe_2m_align_rmse_mean,rpe_2m_align_rmse_std,rpe_2m_align_rmse_median,rpe_5m_align_rmse_mean,rpe_5m_align_rmse_std,rpe_5m_align_rmse_median,rpe_10m_align_rmse_mean,rpe_10m_align_rmse_std,rpe_10m_align_rmse_median,cross_track_mean_mean,cross_track_mean_std,cross_track_mean_median,row_correct_fraction_mean,row_correct_fraction_std,row_correct_fraction_median,row_switch_events_mean,row_switch_events_std,row_switch_events_median,speed_mean_mean,speed_mean_std,speed_mean_median,accel_rms_mean,accel_rms_std,accel_rms_median,jerk_rms_mean,jerk_rms_std,jerk_rms_median,heading_rate_rms_mean,heading_rate_rms_std,heading_rate_rms_median,heading_accel_rms_mean,heading_accel_rms_std,heading_accel_rms_median
Noisy GPS,3,0.0,0.0,3.2410305528140397,0.17160378321103287,3.135822376515793,3.170104131531527,0.17920567672205287,3.0732600251352493,3.959235592083175,0.3601655835321001,3.731304330073892,4.578357652519198,0.5575813972194246,4.237978615865311,5.1398032462883885,0.8710381211409335,4.5885129581275415,1.7206391994445809,0.1473134133861879,1.6728750788619442,0.6816103718867281,0.027239966114171215,0.6845445240532242,726.0,54.57105459856901,760.0,27.615511150798465,0.6951441042611624,27.530211978787364,412.4111062778263,29.36558563229246,421.3595801366894,11497.206616102172,663.8000648400933,11854.004731516443,34.28836314118652,0.06418873653558897,34.27813823878981,768.4640820685623,12.679682059450982,769.7290441877358
SLPF(ours),3,35.85004941622416,0.26812860613770484,1.0239353267285234,0.0299613625658239,1.0315435536353113,0.9962444225939638,0.027585631269871257,1.0096019918607553,3.3274986389335193,0.024819187920968083,3.3257236190924284,7.020133114917563,0.09337260041331236,6.985377887858545,12.020083264610657,0.20324943119327893,11.930253301428268,1.3059060748285367,0.047195759339142586,1.316816665414458,0.7243107769423558,0.01818842193573702,0.731829573934837,33.0,0.816496580927726,33.0,0.17257722588396254,0.0005762899062823871,0.17230723940615972,0.03204239363400095,0.0003045776661241488,0.03200328187787433,0.012983583299870422,0.00011420667314857202,0.012983449283915371,0.14211551584351007,0.008942942368236378,0.14550865971922328,0.0510363940090879,0.0034175354496019713,0.05159647692054433
