method,n_runs,runtime_sec_mean,runtime_sec_std,ape_raw_rmse_mean,ape_raw_rmse_std,ape_raw_rmse_median,ape_align_rmse_mean,ape_align_rmse_std,ape_align_rmse_median,rpe_2m_align_rmse_mean,rpe_2m_align_rmse_std,rpe_2m_align_rmse_median,rpe_5m_align_rmse_mean,rpe_5m_align_rmse_std,rpe_5m_align_rmse_median,rpe_10m_align_rmse_mean,rpe_10m_align_rmse_std,rpe_10m_align_rmse_median,cross_track_mean_mean,cross_track_mean_std,cross_track_mean_median,cross_track_median_mean,cross_track_median_std,cross_track_median_median,cross_track_max_mean,cross_track_max_std,cross_track_max_median,row_correct_fraction_mean,row_correct_fraction_std,row_correct_fraction_median,row_switch_events_mean,row_switch_events_std,row_switch_events_median,wrong_row_duration_sec_mean,wrong_row_duration_sec_std,wrong_row_duration_sec_median,wrong_row_distance_m_mean,wrong_row_distance_m_std,wrong_row_distance_m_median,max_wrong_row_duration_sec_mean,max_wrong_row_duration_sec_std,max_wrong_row_duration_sec_median,max_wrong_row_distance_m_mean,max_wrong_row_distance_m_std,max_wrong_row_distance_m_median,mean_recovery_distance_m_mean,mean_recovery_distance_m_std,mean_recovery_distance_m_median,failure_rate_mean,failure_rate_std,failure_rate_median,xt_below_0p25_fraction_mean,xt_below_0p25_fraction_std,xt_below_0p25_fraction_median,xt_below_0p5_fraction_mean,xt_below_0p5_fraction_std,xt_below_0p5_fraction_median,xt_below_1p0_fraction_mean,xt_below_1p0_fraction_std,xt_below_1p0_fraction_median,headland_cross_track_mean_mean,headland_cross_track_mean_std,headland_cross_track_mean_median,headland_cross_track_median_mean,headland_cross_track_median_std,headland_cross_track_median_median,headland_cross_track_max_mean,headland_cross_track_max_std,headland_cross_track_max_median,headland_row_correct_fraction_mean,headland_row_correct_fraction_std,headland_row_correct_fraction_median,headland_row_switch_events_mean,headland_row_switch_events_std,headland_row_switch_events_median,headland_wrong_row_duration_sec_mean,headland_wrong_row_duration_sec_std,headland_wrong_row_duration_sec_median,headland_wrong_row_distance_m_mean,headland_wrong_row_distance_m_std,headland_wrong_row_distance_m_median,headland_max_wrong_row_duration_sec_mean,headland_max_wrong_row_duration_sec_std,headland_max_wrong_row_duration_sec_median,headland_max_wrong_row_distance_m_mean,headland_max_wrong_row_distance_m_std,headland_max_wrong_row_distance_m_median,headland_mean_recovery_distance_m_mean,headland_mean_recovery_distance_m_std,headland_mean_recovery_distance_m_median,headland_failure_rate_mean,headland_failure_rate_std,headland_failure_rate_median,headland_xt_below_0p25_fraction_mean,headland_xt_below_0p25_fraction_std,headland_xt_below_0p25_fraction_median,headland_xt_below_0p5_fraction_mean,headland_xt_below_0p5_fraction_std,headland_xt_below_0p5_fraction_median,headland_xt_below_1p0_fraction_mean,headland_xt_below_1p0_fraction_std,headland_xt_below_1p0_fraction_median,inrow_cross_track_mean_mean,inrow_cross_track_mean_std,inrow_cross_track_mean_median,inrow_cross_track_median_mean,inrow_cross_track_median_std,inrow_cross_track_median_median,inrow_cross_track_max_mean,inrow_cross_track_max_std,inrow_cross_track_max_median,inrow_row_correct_fraction_mean,inrow_row_correct_fraction_std,inrow_row_correct_fraction_median,inrow_row_switch_events_mean,inrow_row_switch_events_std,inrow_row_switch_events_median,inrow_wrong_row_duration_sec_mean,inrow_wrong_row_duration_sec_std,inrow_wrong_row_duration_sec_median,inrow_wrong_row_distance_m_mean,inrow_wrong_row_distance_m_std,inrow_wrong_row_distance_m_median,inrow_max_wrong_row_duration_sec_mean,inrow_max_wrong_row_duration_sec_std,inrow_max_wrong_row_duration_sec_median,inrow_max_wrong_row_distance_m_mean,inrow_max_wrong_row_distance_m_std,inrow_max_wrong_row_distance_m_median,inrow_mean_recovery_distance_m_mean,inrow_mean_recovery_distance_m_std,inrow_mean_recovery_distance_m_median,inrow_failure_rate_mean,inrow_failure_rate_std,inrow_failure_rate_median,inrow_xt_below_0p25_fraction_mean,inrow_xt_below_0p25_fraction_std,inrow_xt_below_0p25_fraction_median,inrow_xt_below_0p5_fraction_mean,inrow_xt_below_0p5_fraction_std,inrow_xt_below_0p5_fraction_median,inrow_xt_below_1p0_fraction_mean,inrow_xt_below_1p0_fraction_std,inrow_xt_below_1p0_fraction_median,speed_mean_mean,speed_mean_std,speed_mean_median,accel_rms_mean,accel_rms_std,accel_rms_median,jerk_rms_mean,jerk_rms_std,jerk_rms_median,heading_rate_rms_mean,heading_rate_rms_std,heading_rate_rms_median,heading_accel_rms_mean,heading_accel_rms_std,heading_accel_rms_median
RTAB RGB+NoisyGNSS,3,0.0,0.0,41.96309375660089,1.082391647719448,41.25448679484262,8.334072078181263,0.37659172082226466,8.075512784575007,1.6947026686795057,0.07206747956945994,1.724616982007517,2.5287187943937615,0.12746437992245294,2.447734194789418,5.796616128363419,0.003941107007843236,5.7986308314477455,6.158830287385288,0.2881113726551424,6.0127451030615475,5.746306871281007,0.20529342390644217,5.6018305948967875,19.118672035985934,0.2289681450080064,19.226656155540642,0.3932143871401074,0.016330290904230587,0.3875968992248062,18.666666666666668,0.4714045207910317,19.0,265.07481177647907,1.9882270675502784,264.5992639064789,160.8553556817784,1.068079457400762,160.35131369865536,68.05983487764995,0.5664966899676949,67.65926122665405,40.20513245660337,0.3135375620910656,39.98342792029208,8.621894189458283,0.18875596127054048,8.544237988342939,0.6067856128598926,0.01633029090423061,0.6124031007751938,0.026392334445093906,0.0006886781365019697,0.025974025974025976,0.05623892350723312,0.001076311616474671,0.056847545219638244,0.09803789869739192,0.004246676901693109,0.10077519379844961,6.892579102944882,0.5053926716034083,6.647991300866597,6.238003580460302,0.23397010217141254,6.178961916182553,19.118672035985934,0.2289681450080064,19.226656155540642,0.3817500874511414,0.031088491050029365,0.3712871287128713,12.0,0.0,12.0,142.4305431842804,2.191471259684354,142.0438573360443,85.29020468402128,1.318429486575643,84.97669284158965,39.507094860076904,0.0,39.507094860076904,22.583828504289034,0.5157847115034493,22.2191136371526,7.1075170570017745,0.10986912388130368,7.081391070132471,0.6182499125488586,0.031088491050029386,0.6287128712871287,0.026061884990342354,0.006826458277632361,0.024752475247524754,0.05682962996760505,0.007934806615864992,0.0594059405940594,0.09552250155891166,0.005646519435262067,0.09900990099009901,5.331590244134974,0.011575041215944935,5.328634085426057,4.768993117224426,0.052517337888621125,4.80015187991142,15.63883959042383,0.20361346162199512,15.738366866886542,0.40540540540540543,0.0,0.40540540540540543,9.0,1.4142135623730951,10.0,122.64426859219869,0.22376488620769577,122.55540657043457,75.56515099775713,0.32230790603469506,75.37462085706571,45.28950079282125,2.7461740348137678,46.76022386550903,27.68841659563844,1.64599402858815,28.570014275302743,8.642501109706728,1.5679123954288219,7.53746208570657,0.5945945945945946,0.0,0.5945945945945946,0.02702702702702703,0.008826990064083525,0.02702702702702703,0.05585585585585586,0.0067417250212143095,0.05405405405405406,0.10090090090090091,0.0025481325448163876,0.10270270270270271,0.6090123781880288,0.010700614815916595,0.6146891172165588,0.05741778226743876,0.0024092898756093405,0.05821469463422756,0.08605637292356345,0.004708049804861127,0.08598990934167658,0.338073604479118,0.09892033879319731,0.30064502015046324,0.3359142776040638,0.15663547956164417,0.2961338272367468
RTAB RGBD+NoisyGNSS,3,0.0,0.0,59.911281631206464,23.478790915294052,43.60546266832559,8.366939840075695,0.12461739304692823,8.28705513076133,1.9308111483084964,0.17093210315907514,1.8207995238498262,3.363921889155854,0.022557076665418712,3.3743196013739807,6.2087050060211615,0.03879459757408612,6.231022349620246,6.605376933616255,0.1336422783683407,6.511759762352864,6.029449966254333,0.02165397065583257,6.0230518802669994,35.93240205718615,24.096878811440266,18.919390082027537,0.4159047936825715,0.008214069270634866,0.4103194103194103,18.666666666666668,0.9428090415820634,18.0,260.4348524411519,3.5911640365228106,262.43898582458496,158.56101453340096,2.092807357323389,159.69909232371822,68.86098217964172,0.0,68.86098217964172,40.64200846117265,0.0,40.64200846117265,8.52074915414133,0.5230868600547013,8.872171795762123,0.5840952063174286,0.008214069270634866,0.5896805896805897,0.02461451350340239,0.0020608618140883985,0.02457002457002457,0.05003993892882782,0.003044874803207389,0.04938271604938271,0.09762287540065318,0.0031157678852531305,0.09876543209876543,7.67756092176142,0.17441398259156357,7.556223221293356,6.62262182631444,0.12058824850663837,6.5811217156310695,35.93240205718615,24.096878811440266,18.919390082027537,0.42897824912849214,0.013092236597736414,0.4200913242009132,11.333333333333334,0.4714045207910317,11.0,138.0127647717794,2.874230951266204,139.5055058002472,83.08832880931422,1.5297606557218606,83.82446045458926,39.01215648651123,0.0,39.01215648651123,23.395617305916634,1.025771870835093,24.12094755173454,7.349043798794759,0.42673219392585915,7.620405495871751,0.5710217508715077,0.013092236597736426,0.5799086757990868,0.016798883347712335,0.0021932870352078925,0.0182648401826484,0.04122214506659933,0.007458727212182812,0.041474654377880185,0.09006866850437333,0.0017755909606210604,0.091324200913242,5.360100420684531,0.08363893036292568,5.306182259214107,4.8054501579580995,0.16117925123676255,4.724912247026977,15.68141761752276,0.3159259010570045,15.486129418684325,0.40070921985815594,0.0025074708552714356,0.39893617021276595,8.666666666666666,0.9428090415820634,8.0,122.42208766937256,0.7232180040857159,122.93348002433777,75.47268572408673,0.5694233136166197,75.87463186912896,34.361783266067505,0.0,34.361783266067505,20.934723266318546,0.000656893186305841,20.935187759945098,8.811857382568153,0.9511416286788209,9.48432898364112,0.5992907801418439,0.0025074708552714617,0.601063829787234,0.03368794326241135,0.0025074708552714456,0.031914893617021274,0.06028368794326241,0.002507470855271442,0.05851063829787234,0.10638297872340426,0.007522412565814333,0.11170212765957446,0.6644078403946239,0.09102942848002193,0.6048491336789947,1.0606536233237422,1.3500348250495344,0.15935836990205632,0.8841837760141057,1.0773368384580932,0.16418426589943586,0.46685464447068187,0.016697417496076984,0.4617023791276636,0.5107023831480259,0.039836199416629345,0.5357437086693868
